x-axis,y-axis,precipitation,air_temp,ocean_temp,ocean_salinity,ice_mask
-243200,0,72.8263092041,227.522232056,271.813751221,9.15793991089,2.0
-121600,0,59.6699295044,222.993881226,271.820892334,8.30283546448,2.0
0,0,56.4918823242,222.254257202,271.872314453,7.83065223694,2.0
121600,0,30.9524307251,220.925567627,271.869110107,7.62058448792,2.0
243200,0,27.5835323334,217.888305664,271.865234375,7.57739925385,2.0
364800,0,29.2338542938,218.246429443,271.900817871,7.63799333572,2.0
486400,0,24.1120758057,218.422958374,271.939208984,7.80460739136,2.0
608000,0,24.1922798157,218.404724121,271.952392578,8.06142044067,2.0
729600,0,18.7829284668,216.730270386,271.965179443,8.39193630219,2.0
851200,0,19.848482132,215.489593506,271.977539062,8.78646850586,2.0
972800,0,17.7052650452,214.947021484,271.988983154,9.23958969116,2.0
1094400,0,20.1390552521,213.625091553,271.999420166,9.75418281555,2.0
1216000,0,29.5523166656,215.525161743,272.012054443,10.3442716599,2.0
1337600,0,37.650932312,218.733840942,272.040771484,11.0364284515,2.0
1459200,0,45.4469604492,221.463806152,272.09463501,11.8651103973,2.0
1580800,0,49.4277534485,223.106460571,272.158203125,12.8593177795,2.0
1702400,0,55.4337692261,224.484939575,272.225128174,14.0254211426,2.0
1824000,0,65.7608261108,226.807510376,272.298950195,15.3102884293,2.0
1945600,0,93.588394165,229.20098877,272.381439209,16.5457172394,2.0
2067200,0,131.027999878,231.689056396,272.468902588,17.383102417,2.0
2188800,0,166.549636841,235.711410522,272.551452637,17.2521705627,2.0
2310400,0,244.039886475,240.674072266,272.660003662,15.4198360443,2.0
2432000,0,340.200927734,246.389389038,272.274505615,11.2732000351,2.0
2553600,0,466.600280762,257.194763184,272.227630615,6.28545188904,2.30399990082
2675200,0,676.245178223,261.319702148,272.438751221,4.85269451141,4.0
2796800,0,633.466003418,262.696777344,272.65435791,5.12442827225,4.0
2918400,0,604.13671875,264.657989502,272.959442139,5.22517538071,4.0
3040000,0,644.372314453,266.067749023,273.122253418,5.04338932037,4.0
-3040000,-121600,828.096496582,274.340698242,274.454650879,18.8705024719,4.0
-2918400,-121600,831.171142578,273.971801758,274.409942627,18.698841095,4.0
-2796800,-121600,842.807434082,273.407562256,274.350860596,18.6199169159,4.0
-2675200,-121600,814.095825195,272.285491943,274.368011475,18.3683872223,4.0
-2553600,-121600,758.75213623,270.767608643,273.960968018,18.1961326599,4.0
-2432000,-121600,702.787414551,269.18637085,273.491821289,18.0921115875,4.0
-2310400,-121600,658.874023438,267.562469482,273.025817871,17.9721012115,4.0
-2188800,-121600,654.474060059,265.722595215,272.614898682,17.6269950867,4.0
-2067200,-121600,714.663330078,264.374572754,272.274383545,16.7086048126,4.0
-1945600,-121600,966.787231445,263.442565918,271.8934021,18.1273555756,4.0
-1824000,-121600,1419.68811035,255.713760376,271.45791626,34.9521560669,2.0
-1702400,-121600,301.871917725,249.988494873,271.602508545,34.978477478,2.0
-1580800,-121600,517.614624023,248.963058472,271.589599609,34.9644584656,2.0
-1459200,-121600,506.988342285,246.454620361,271.612976074,34.9781265259,2.0
-1337600,-121600,335.097229004,242.201950073,271.562713623,34.96509552,2.0
-1216000,-121600,305.774291992,240.483703613,271.551025391,34.9652366638,2.0
-1094400,-121600,208.268417358,238.501556396,271.541778564,34.9644775391,2.0
-972800,-121600,102.80443573,237.016372681,271.733428955,35.0322113037,2.0
-851200,-121600,108.521080017,236.5962677,271.742462158,28.4819145203,2.0
-729600,-121600,124.364372253,235.419647217,271.746459961,21.951171875,2.0
-608000,-121600,163.28742981,234.85395813,271.674163818,17.242723465,2.0
-486400,-121600,140.709671021,232.89390564,271.814453125,13.5634584427,2.0
-364800,-121600,80.2876358032,230.356536865,271.834777832,10.8438062668,2.0
-243200,-121600,73.4727859497,228.659637451,271.841644287,8.97884559631,2.0
-121600,-121600,65.0898666382,224.994308472,271.836669922,7.93982553482,2.0
0,-121600,53.9188232422,221.783233643,271.847442627,7.50724601746,2.0
121600,-121600,36.0382499695,219.575088501,271.856872559,7.35858535767,2.0
243200,-121600,25.905620575,219.200302124,271.885040283,7.35287904739,2.0
364800,-121600,26.8150653839,218.092178345,271.88269043,7.46447563171,2.0
486400,-121600,26.4599189758,218.685928345,271.897613525,7.68215894699,2.0
608000,-121600,23.7727375031,218.621505737,271.91204834,8.00539970398,2.0
729600,-121600,22.4995861053,218.027603149,271.927032471,8.41899776459,2.0
851200,-121600,20.7724132538,217.099151611,271.943389893,8.90535449982,2.0
972800,-121600,17.867521286,215.498779297,271.961303711,9.45358181,2.0
1094400,-121600,18.6173763275,214.347793579,271.981689453,10.0637998581,2.0
1216000,-121600,18.4346485138,215.08140564,272.007629395,10.7488546371,2.0
1337600,-121600,24.865530014,216.599258423,272.044433594,11.5336837769,2.0
1459200,-121600,30.2827358246,218.743087769,272.094970703,12.4516677856,2.0
1580800,-121600,39.3477897644,220.41696167,272.157012939,13.5373029709,2.0
1702400,-121600,51.0881500244,221.933395386,272.22958374,14.8145837784,2.0
1824000,-121600,65.7911834717,224.297912598,272.314971924,16.2772254944,2.0
1945600,-121600,86.8368911743,227.447616577,272.4112854,17.8542289734,2.0
2067200,-121600,110.478904724,230.550704956,272.509094238,19.3531417847,2.0
2188800,-121600,149.500091553,234.015228271,272.60925293,20.3308296204,2.0
2310400,-121600,214.221298218,239.12651062,272.683105469,19.7396621704,2.0
2432000,-121600,331.809204102,244.657440186,272.519683838,15.3063201904,2.0
2553600,-121600,747.299072266,253.890396118,272.362854004,5.17503929138,2.0
2675200,-121600,775.705566406,262.119171143,272.380004883,5.45088577271,2.81036806107
2796800,-121600,670.397155762,262.862762451,272.636810303,6.15683364868,4.0
2918400,-121600,600.063598633,264.352386475,272.968200684,5.97510290146,4.0
3040000,-121600,631.257568359,265.837249756,273.14251709,5.70322418213,4.0
-3040000,-243200,822.736328125,274.405029297,274.58215332,18.6521167755,4.0
-2918400,-243200,812.211914062,274.073150635,274.543060303,18.4433040619,4.0
-2796800,-243200,816.649780273,273.604370117,274.475341797,18.235918045,4.0
-2675200,-243200,791.603637695,272.510559082,274.433563232,17.9165458679,4.0
-2553600,-243200,749.431152344,270.915863037,274.000091553,17.5500221252,4.0
-2432000,-243200,705.763977051,269.381744385,273.555419922,17.0582141876,4.0
-2310400,-243200,660.172302246,267.862609863,273.113128662,16.2429542542,4.0
-2188800,-243200,657.180847168,266.010742188,272.70803833,14.6462154388,4.0
-2067200,-243200,756.088256836,264.670410156,272.475189209,11.0751581192,4.0
-1945600,-243200,1046.5246582,258.542633057,272.053894043,1.16587007046,2.0
-1824000,-243200,1010.36914062,256.101257324,271.864746094,18.6994457245,1.95200002193
-1702400,-243200,355.688934326,253.09576416,271.950958252,35.1319313049,2.0
-1580800,-243200,677.455932617,252.138885498,271.653747559,34.964099884,2.0
-1459200,-243200,522.285705566,247.907333374,271.639129639,34.9650764465,2.0
-1337600,-243200,310.706817627,244.260116577,271.620635986,34.965259552,2.0
-1216000,-243200,329.625152588,241.864959717,271.604431152,34.9653396606,2.0
-1094400,-243200,194.973571777,239.36340332,271.593292236,34.9653587341,2.0
-972800,-243200,142.148498535,238.991104126,272.11630249,35.0180053711,2.0
-851200,-243200,123.979171753,239.301559448,271.918548584,31.4678516388,2.0
-729600,-243200,157.200088501,241.226226807,271.828948975,23.8142147064,2.0
-608000,-243200,202.523223877,240.857330322,271.804290771,18.1899242401,2.0
-486400,-243200,178.491928101,238.01675415,271.941223145,13.8632316589,2.0
-364800,-243200,114.108047485,233.994491577,271.903137207,10.4344062805,2.0
-243200,-243200,26.1973304749,231.963775635,271.882629395,7.98790693283,2.0
-121600,-243200,53.6150360107,229.923248291,271.863067627,7.03020906448,2.0
0,-243200,23.8132686615,225.905715942,271.850128174,6.97650814056,2.0
121600,-243200,29.0453529358,223.179672241,271.848052979,7.05638599396,2.0
243200,-243200,25.2042102814,221.424438477,271.850128174,7.10283851624,2.0
364800,-243200,18.5815181732,220.55519104,271.852050781,7.22278881073,2.0
486400,-243200,22.1212863922,219.838226318,271.859191895,7.48661184311,2.0
608000,-243200,21.1103553772,219.410903931,271.871307373,7.89374637604,2.0
729600,-243200,23.2538928986,218.83013916,271.888000488,8.41088008881,2.0
851200,-243200,23.6189155579,218.107788086,271.908538818,9.00508117676,2.0
972800,-243200,18.1414489746,217.221191406,271.932373047,9.65663528442,2.0
1094400,-243200,17.8559761047,216.77822876,271.95993042,10.3616876602,2.0
1216000,-243200,18.803850174,216.367721558,271.992919922,11.1320257187,2.0
1337600,-243200,21.490940094,216.79208374,272.033966064,11.9936218262,2.0
1459200,-243200,28.9767246246,218.366714478,272.084991455,12.9847784042,2.0
1580800,-243200,39.9557304382,219.751495361,272.146575928,14.1537132263,2.0
1702400,-243200,52.6074447632,221.316360474,272.22052002,15.5573787689,2.0
1824000,-243200,67.223739624,223.853988647,272.317565918,17.2675743103,2.0
1945600,-243200,89.6006622314,227.044555664,272.441162109,19.3580818176,2.0
2067200,-243200,136.608001709,230.446685791,272.585540771,21.8957042694,2.0
2188800,-243200,196.343261719,233.172531128,272.280731201,24.7405071259,2.0
2310400,-243200,225.810089111,237.593444824,272.595092773,27.6971054077,2.0
2432000,-243200,281.429199219,244.232345581,272.838439941,26.1144161224,2.0
2553600,-243200,686.646728516,254.207168579,272.702575684,9.47123146057,3.20153594017
2675200,-243200,684.751953125,260.887908936,272.546661377,7.70044231415,4.0
2796800,-243200,680.78338623,263.226043701,272.620391846,7.76126670837,4.0
2918400,-243200,621.133056641,264.165039062,272.945159912,6.77067089081,4.0
3040000,-243200,633.436035156,265.821777344,273.096740723,6.42093086243,4.0
-3040000,-364800,824.748168945,274.448059082,274.737854004,18.4158706665,4.0
-2918400,-364800,803.461181641,274.16784668,274.735198975,18.1780281067,4.0
-2796800,-364800,805.34185791,273.84387207,274.791809082,17.8726387024,4.0
-2675200,-364800,782.611206055,272.788360596,274.51171875,17.5064735413,4.0
-2553600,-364800,742.249511719,271.180725098,274.073883057,17.0226554871,4.0
-2432000,-364800,701.98059082,269.644104004,273.630187988,16.3257045746,4.0
-2310400,-364800,655.045471191,268.176635742,273.215332031,15.2218017578,4.0
-2188800,-364800,630.321838379,266.306213379,272.827880859,13.3228816986,4.0
-2067200,-364800,691.233093262,264.895965576,272.483123779,9.89719676971,4.0
-1945600,-364800,923.416137695,260.226654053,272.252258301,3.30670237541,1.9083520174
-1824000,-364800,594.649780273,256.901672363,271.959594727,2.91439676285,2.0
-1702400,-364800,508.545532227,259.316223145,271.789337158,24.0486927032,3.98355197906
-1580800,-364800,881.225830078,255.730606079,271.710876465,34.99609375,1.9279999733
-1459200,-364800,370.949981689,249.581192017,271.706329346,34.9656257629,2.0
-1337600,-364800,330.024871826,245.228240967,271.676696777,34.9655418396,2.0
-1216000,-364800,337.84942627,243.196792603,271.652587891,34.9654922485,2.0
-1094400,-364800,185.234436035,240.750839233,271.622558594,34.962890625,2.0
-972800,-364800,151.057266235,240.652603149,272.154632568,35.0180091858,2.0
-851200,-364800,93.2451324463,242.496810913,272.080841064,31.4688034058,2.0
-729600,-364800,102.923019409,244.558929443,272.098724365,23.7917194366,2.0
-608000,-364800,91.4508361816,245.015762329,272.126159668,18.0046405792,2.0
-486400,-364800,104.391624451,245.55645752,272.121704102,13.4254140854,2.0
-364800,-364800,174.984725952,246.310455322,272.122192383,9.2897310257,2.0
-243200,-364800,109.163848877,238.893112183,271.940368652,5.14106416702,2.0
-121600,-364800,9.15894412994,232.228546143,271.875549316,5.30617570877,2.0
0,-364800,-0.455709040165,229.452789307,271.845214844,6.47909069061,2.0
121600,-364800,18.2518596649,227.386489868,271.827880859,6.86349725723,2.0
243200,-364800,14.9439229965,224.098968506,271.819580078,6.80885457993,2.0
364800,-364800,9.78503417969,222.822280884,271.815460205,6.85793972015,2.0
486400,-364800,13.5297288895,221.593292236,271.816467285,7.17558908463,2.0
608000,-364800,14.3502635956,221.21546936,271.826446533,7.70471715927,2.0
729600,-364800,23.929353714,220.632949829,271.845794678,8.36124610901,2.0
851200,-364800,22.8051834106,219.235214233,271.871337891,9.08751296997,2.0
972800,-364800,18.6693000793,218.020736694,271.900817871,9.85401248932,2.0
1094400,-364800,19.8504257202,217.020843506,271.933837891,10.6540470123,2.0
1216000,-364800,18.9963188171,216.664871216,271.971038818,11.4996395111,2.0
1337600,-364800,22.062828064,216.032363892,272.013946533,12.4188575745,2.0
1459200,-364800,28.739276886,217.544387817,272.065216064,13.4560222626,2.0
1580800,-364800,39.8720436096,219.707565308,272.126434326,14.6732959747,2.0
1702400,-364800,52.3757400513,222.071380615,272.189331055,16.148557663,2.0
1824000,-364800,69.1570053101,224.312957764,272.287780762,18.0378932953,2.0
1945600,-364800,101.487533569,227.210632324,272.473327637,20.58020401,2.0
2067200,-364800,156.870193481,230.942932129,272.581085205,24.0542087555,2.0
2188800,-364800,228.394638062,234.542755127,272.364318848,29.1177101135,2.0
2310400,-364800,374.188873291,238.982513428,272.481536865,34.9993400574,2.0
2432000,-364800,575.816711426,243.795135498,272.689910889,35.0542755127,2.0
2553600,-364800,788.089294434,253.171035767,272.518768311,16.2778091431,2.03487992287
2675200,-364800,766.339599609,257.074310303,272.199188232,6.27955579758,4.0
2796800,-364800,710.324401855,263.104034424,272.291534424,7.00190830231,4.0
2918400,-364800,656.935119629,264.287994385,272.908721924,7.27460289001,4.0
3040000,-364800,656.181213379,266.241699219,273.039337158,7.05842924118,4.0
-3040000,-486400,843.377319336,274.498168945,274.874206543,18.2332324982,4.0
-2918400,-486400,802.976989746,274.237579346,274.900756836,17.9786758423,4.0
-2796800,-486400,805.087890625,273.941802979,274.997436523,17.6155185699,4.0
-2675200,-486400,798.94329834,273.091918945,274.592346191,17.2304859161,4.0
-2553600,-486400,772.400878906,271.559112549,274.127319336,16.713809967,4.0
-2432000,-486400,729.561828613,269.836334229,273.694793701,15.9935340881,4.0
-2310400,-486400,664.925292969,268.197845459,273.302001953,14.9600582123,4.0
-2188800,-486400,607.77722168,266.495544434,272.947113037,13.457909584,4.0
-2067200,-486400,586.886169434,265.029693604,272.589172363,11.3733949661,4.0
-1945600,-486400,581.410217285,264.672973633,272.445861816,9.17516994476,4.0
-1824000,-486400,494.566986084,264.373260498,272.295410156,13.0733594894,4.0
-1702400,-486400,529.077087402,263.310211182,271.992431641,20.7876987457,4.0
-1580800,-486400,701.380187988,257.537322998,271.912139893,33.7920684814,2.98399996758
-1459200,-486400,795.764587402,250.714996338,271.782104492,34.9660186768,2.0
-1337600,-486400,345.726257324,245.318389893,271.725219727,34.9657859802,2.0
-1216000,-486400,378.522644043,242.974731445,271.692138672,34.9656219482,2.0
-1094400,-486400,147.186752319,240.732345581,272.163543701,35.0141029358,2.0
-972800,-486400,90.029083252,241.371688843,272.184295654,35.0183486938,2.0
-851200,-486400,61.4623298645,242.979187012,272.179748535,28.9542331696,2.0
-729600,-486400,52.0579032898,244.339706421,272.165710449,22.090051651,2.0
-608000,-486400,43.1683235168,243.485183716,272.147827148,16.6889457703,2.0
-486400,-486400,40.3684883118,244.410522461,272.126434326,12.4989700317,2.0
-364800,-486400,33.3817367554,246.188934326,271.981658936,9.24141979218,2.0
-243200,-486400,106.769248962,243.781387329,272.082672119,5.66295433044,2.0
-121600,-486400,193.959136963,240.783813477,271.880432129,3.25158953667,2.0
0,-486400,-26.6483383179,230.321395874,271.829956055,6.94625616074,2.0
121600,-486400,-2.74249243736,229.916992188,271.796600342,7.15663909912,2.0
243200,-486400,3.25813674927,228.155029297,271.787139893,6.35219144821,2.0
364800,-486400,1.92211484909,225.085342407,271.774505615,6.22276353836,2.0
486400,-486400,4.49856805801,223.245773315,271.76461792,6.68052911758,2.0
608000,-486400,6.54334926605,222.217453003,271.771881104,7.42083644867,2.0
729600,-486400,14.7124509811,221.480438232,271.798461914,8.27431964874,2.0
851200,-486400,18.4040412903,220.955917358,271.83114624,9.16470718384,2.0
972800,-486400,17.5019378662,219.57649231,271.866729736,10.0591831207,2.0
1094400,-486400,18.6449279785,218.328765869,271.904693604,10.9530925751,2.0
1216000,-486400,19.7812671661,217.680236816,271.944641113,11.8614244461,2.0
1337600,-486400,22.6042804718,217.815658569,271.986328125,12.8140573502,2.0
1459200,-486400,30.969959259,218.785247803,272.036071777,13.8562688828,2.0
1580800,-486400,40.9580612183,220.616867065,272.096221924,15.057923317,2.0
1702400,-486400,55.2405128479,222.449737549,272.22277832,16.4652366638,2.0
1824000,-486400,77.8890914917,224.598739624,272.295562744,18.3353481293,2.0
1945600,-486400,104.507225037,226.8853302,272.088348389,20.9074630737,2.0
2067200,-486400,146.39151001,230.868301392,272.19921875,24.6575622559,2.0
2188800,-486400,189.457611084,235.226516724,272.349761963,30.4688568115,2.0
2310400,-486400,249.593002319,240.205352783,272.498352051,35.0338401794,2.0
2432000,-486400,408.983703613,245.683563232,272.487579346,34.9772567749,2.0
2553600,-486400,400.158966064,253.772628784,272.781799316,29.4086894989,2.01196789742
2675200,-486400,571.120422363,260.008972168,272.358917236,5.74687051773,3.4662399292
2796800,-486400,736.672607422,262.641571045,272.352294922,7.57969617844,4.0
2918400,-486400,699.722229004,264.806304932,272.891540527,7.99779033661,4.0
3040000,-486400,696.869934082,267.120361328,272.961578369,7.8996219635,4.0
-3040000,-608000,885.686157227,274.583648682,275.003387451,18.1441478729,4.0
-2918400,-608000,838.237304688,274.289520264,275.010986328,17.8826904297,4.0
-2796800,-608000,831.867980957,273.984985352,275.023040771,17.50182724,4.0
-2675200,-608000,823.938110352,273.222473145,274.681243896,17.1227359772,4.0
-2553600,-608000,805.367736816,271.816925049,274.201446533,16.6317119598,4.0
-2432000,-608000,768.11340332,269.977020264,273.76071167,15.996931076,4.0
-2310400,-608000,701.048522949,268.237945557,273.359802246,15.1962251663,4.0
-2188800,-608000,620.005554199,266.710174561,273.042510986,14.2482051849,4.0
-2067200,-608000,562.344299316,265.282226562,272.730804443,13.361497879,4.0
-1945600,-608000,530.569335938,264.730926514,272.513153076,13.2463436127,4.0
-1824000,-608000,530.058776855,264.863067627,272.353729248,15.1116027832,4.0
-1702400,-608000,640.322875977,264.832977295,272.174285889,18.1816577911,4.0
-1580800,-608000,933.233703613,254.944030762,272.257537842,6.54328918457,2.0
-1459200,-608000,606.423095703,250.768310547,271.781646729,20.4867725372,2.0
-1337600,-608000,279.728057861,244.622360229,271.74420166,34.9653053284,2.0
-1216000,-608000,234.984848022,241.530151367,271.728363037,34.973903656,2.0
-1094400,-608000,102.684921265,240.338516235,272.235961914,35.0180244446,2.0
-972800,-608000,69.4912567139,240.41456604,272.228240967,31.3071784973,2.0
-851200,-608000,54.455078125,242.456680298,272.225372314,24.8187179565,2.0
-729600,-608000,51.0534057617,243.515197754,272.242462158,19.0495548248,2.0
-608000,-608000,34.3524017334,241.801834106,272.170227051,14.2640562057,2.0
-486400,-608000,35.2793960571,240.478607178,272.166748047,10.6610898972,2.0
-364800,-608000,18.2127456665,241.24710083,271.967437744,8.56184577942,2.0
-243200,-608000,24.782907486,242.372558594,272.055999756,11.7159233093,2.0
-121600,-608000,73.5849075317,243.933166504,272.025421143,19.818315506,3.0
0,-608000,99.7946624756,242.26651001,272.048370361,4.32959985733,2.0
121600,-608000,60.46484375,234.340805054,271.846618652,8.58960056305,2.0
243200,-608000,-14.5774173737,228.058441162,271.757995605,4.89875411987,2.0
364800,-608000,-9.32552242279,227.985580444,271.733215332,5.04311752319,2.0
486400,-608000,1.1240414381,225.328811646,271.697265625,5.94587945938,2.0
608000,-608000,2.73027515411,224.02520752,271.700805664,7.05676651001,2.0
729600,-608000,10.4027919769,222.642272949,271.747467041,8.17754840851,2.0
851200,-608000,14.8432407379,221.425140381,271.789276123,9.26501750946,2.0
972800,-608000,20.7682685852,220.180435181,271.831207275,10.2960681915,2.0
1094400,-608000,19.6516704559,218.678665161,271.874420166,11.2781410217,2.0
1216000,-608000,20.7524356842,218.079681396,271.918609619,12.2315540314,2.0
1337600,-608000,24.0579471588,218.390609741,271.930297852,13.1715774536,2.0
1459200,-608000,33.9670906067,219.031448364,272.072875977,14.1674995422,2.0
1580800,-608000,45.4998397827,220.548965454,272.1355896,15.269990921,2.0
1702400,-608000,60.6983032227,222.636001587,272.205322266,16.5537853241,2.0
1824000,-608000,84.5521316528,225.19303894,272.278411865,18.1711177826,2.0
1945600,-608000,119.577522278,227.744918823,272.359527588,20.3860435486,2.0
2067200,-608000,165.96647644,231.717681885,272.376922607,23.6328048706,2.0
2188800,-608000,227.688842773,235.92036438,272.535522461,28.3627185822,2.0
2310400,-608000,255.460083008,239.435287476,272.549377441,34.3339042664,2.0
2432000,-608000,258.649597168,245.696548462,272.76461792,35.0770263672,2.0
2553600,-608000,620.649658203,255.018249512,272.680755615,21.5223331451,2.0
2675200,-608000,744.616455078,262.473449707,272.489227295,5.05290937424,2.75200009346
2796800,-608000,766.528076172,263.492095947,272.541320801,8.71826076508,4.0
2918400,-608000,716.495178223,265.857818604,272.922332764,9.36917972565,4.0
3040000,-608000,723.798034668,268.240631104,272.97442627,9.27896404266,4.0
-3040000,-729600,935.867248535,274.725219727,275.110473633,18.1689548492,4.0
-2918400,-729600,896.26159668,274.399414062,275.094177246,17.9063835144,4.0
-2796800,-729600,870.041992188,274.070739746,275.025054932,17.5347042084,4.0
-2675200,-729600,831.589294434,273.365661621,274.79864502,17.1710147858,4.0
-2553600,-729600,810.746826172,271.993927002,274.271026611,16.7317638397,4.0
-2432000,-729600,790.140380859,269.922607422,273.809173584,16.2122383118,4.0
-2310400,-729600,728.130187988,267.992706299,273.450958252,15.636387825,4.0
-2188800,-729600,642.878234863,266.658691406,273.132537842,15.082690239,4.0
-2067200,-729600,591.868591309,265.315948486,272.851409912,14.7452974319,4.0
-1945600,-729600,584.991638184,264.413024902,272.600799561,14.9502134323,4.0
-1824000,-729600,601.919433594,264.633636475,272.483673096,15.8273448944,4.0
-1702400,-729600,721.279418945,264.579376221,272.130432129,16.5692882538,4.0
-1580800,-729600,818.794433594,256.808074951,272.166381836,14.5007896423,1.97708797455
-1459200,-729600,783.971679688,249.929595947,271.619110107,7.06520748138,2.0
-1337600,-729600,330.21005249,243.872116089,271.730316162,22.9836654663,2.0
-1216000,-729600,116.07333374,240.508728027,271.740081787,29.4526062012,2.0
-1094400,-729600,68.9956665039,240.244613647,272.175201416,28.7780685425,2.0
-972800,-729600,55.5239486694,240.552871704,272.216186523,24.927444458,2.0
-851200,-729600,57.8938407898,243.283325195,272.219696045,20.0274467468,2.0
-729600,-729600,45.9656906128,243.361083984,272.238494873,15.0659751892,2.0
-608000,-729600,40.4807739258,240.052108765,272.201660156,10.6627998352,2.0
-486400,-729600,38.5519256592,239.227630615,272.180938721,7.96217632294,2.0
-364800,-729600,26.8670215607,238.156799316,272.027282715,8.96755981445,2.00076794624
-243200,-729600,20.000623703,239.157699585,271.940887451,20.9787120819,3.0
-121600,-729600,41.7247657776,241.888977051,271.846038818,19.7767162323,3.00972795486
0,-729600,122.3904953,241.386672974,271.938323975,20.9775123596,3.0
121600,-729600,155.107925415,241.564498901,271.887664795,26.1526546478,3.02700805664
243200,-729600,2.96435785294,234.256118774,271.692871094,1.53865253925,2.0
364800,-729600,-23.5992107391,230.740722656,271.712554932,3.30204558372,2.0
486400,-729600,-1.99143075943,227.978042603,271.643127441,5.03350305557,2.0
608000,-729600,0.597814202309,225.204940796,271.65145874,6.66360855103,2.0
729600,-729600,4.84310054779,224.538604736,271.69921875,8.13568782806,2.0
851200,-729600,12.9227523804,222.673843384,271.74798584,9.43819236755,2.0
972800,-729600,19.2972316742,220.405349731,271.795440674,10.5989723206,2.0
1094400,-729600,18.871711731,219.067977905,271.843414307,11.6553583145,2.0
1216000,-729600,19.7901363373,219.285369873,271.895629883,12.6391944885,2.0
1337600,-729600,25.1605968475,218.606445312,271.981811523,13.5614566803,2.0
1459200,-729600,36.8791046143,219.136367798,272.043731689,14.5040559769,2.0
1580800,-729600,48.8662757874,220.836120605,272.107513428,15.449300766,2.0
1702400,-729600,65.1832351685,224.341583252,272.176757812,16.4383182526,2.0
1824000,-729600,88.3262939453,227.893951416,272.252502441,17.5592288971,2.0
1945600,-729600,125.001419067,230.829879761,272.335906982,18.999294281,2.0
2067200,-729600,187.507507324,234.655914307,272.427154541,21.1285419464,2.0
2188800,-729600,255.793807983,238.754989624,272.520782471,24.600358963,2.0
2310400,-729600,461.243743896,243.592132568,272.524291992,29.9932384491,2.0
2432000,-729600,773.131774902,250.961547852,272.641876221,31.3306903839,2.0
2553600,-729600,727.070739746,261.951751709,272.181304932,20.6881122589,4.0
2675200,-729600,854.22479248,262.872070312,272.378570557,13.206413269,4.0
2796800,-729600,781.056640625,264.37310791,272.72177124,11.7611761093,4.0
2918400,-729600,735.841064453,267.18838501,273.095031738,11.4218845367,4.0
3040000,-729600,740.054138184,269.481262207,273.22076416,11.1931943893,4.0
-3040000,-851200,986.204772949,274.904998779,275.248901367,18.3017559052,4.0
-2918400,-851200,957.391601562,274.580078125,275.223297119,18.0474586487,4.0
-2796800,-851200,907.593200684,274.215270996,275.083862305,17.7047462463,4.0
-2675200,-851200,853.242126465,273.603515625,274.90246582,17.3591594696,4.0
-2553600,-851200,816.64050293,272.195068359,274.381530762,16.9725151062,4.0
-2432000,-851200,780.236999512,269.925689697,273.951385498,16.5521736145,4.0
-2310400,-851200,728.404296875,267.907928467,273.560058594,16.1356658936,4.0
-2188800,-851200,664.640136719,266.603179932,273.238372803,15.7951803207,4.0
-2067200,-851200,617.668212891,265.366577148,272.975189209,15.6478786469,4.0
-1945600,-851200,606.023864746,264.130828857,272.706420898,15.8304901123,4.0
-1824000,-851200,599.354431152,263.7159729,272.73928833,16.4327945709,4.0
-1702400,-851200,653.328063965,263.506835938,272.335571289,17.6796245575,4.0
-1580800,-851200,840.131347656,261.591705322,271.754119873,23.7378578186,3.87168002129
-1459200,-851200,829.565124512,253.084060669,271.449554443,2.86876940727,2.234623909
-1337600,-851200,693.320373535,246.583724976,271.933868408,17.346862793,2.0
-1216000,-851200,142.927947998,238.7003479,271.908599854,22.8996181488,2.0
-1094400,-851200,39.4541358948,239.6068573,271.992462158,22.4111938477,2.0
-972800,-851200,60.2327651978,241.816879272,272.352081299,19.300365448,2.0
-851200,-851200,57.5924453735,243.153579712,272.321411133,15.1268606186,2.0
-729600,-851200,46.6455192566,240.970245361,272.29788208,10.5304327011,2.0
-608000,-851200,46.1991615295,240.259216309,272.251922607,5.28896379471,2.0
-486400,-851200,52.6897125244,238.554611206,272.178039551,23.6230297089,3.0
-364800,-851200,37.6580429077,237.124053955,272.031402588,10.7210216522,1.97004795074
-243200,-851200,21.1780166626,237.234848022,271.845672607,22.9530487061,3.0
-121600,-851200,23.4318523407,238.774307251,271.884979248,24.1963806152,3.0
0,-851200,45.8831520081,240.305892944,271.757598877,25.4908428192,3.0
121600,-851200,76.7880783081,240.160858154,271.828735352,24.4558296204,3.0
243200,-851200,80.6366424561,243.028244019,271.85067749,19.998796463,2.8358399868
364800,-851200,28.4974727631,233.480316162,271.722198486,1.57867503166,2.0
486400,-851200,-7.43740558624,232.865890503,271.549194336,4.17090749741,2.0
608000,-851200,-1.17377495766,225.899719238,271.603240967,6.4341301918,2.0
729600,-851200,6.44181108475,224.418838501,271.655151367,8.26319503784,2.0
851200,-851200,12.5832281113,223.67767334,271.70703125,9.75416755676,2.0
972800,-851200,17.9061107635,222.298141479,271.75881958,11.0193719864,2.0
1094400,-851200,17.9388713837,221.171600342,271.809387207,12.1259384155,2.0
1216000,-851200,22.1381511688,218.948059082,271.861328125,13.1335935593,2.0
1337600,-851200,28.0560913086,219.234191895,271.914031982,14.0806674957,2.0
1459200,-851200,39.6346969604,220.245620728,272.010040283,14.9026250839,2.0
