x-axis,y-axis,precipitation,air_temp,ocean_temp,ocean_salinity,ice_mask
-2432000,1459200,114.830993652,263.707305908,272.690246582,10.2431354523,0.512000024319
-2310400,1459200,254.424575806,265.220214844,272.147033691,11.8057460785,4.0
-2188800,1459200,295.151916504,264.146240234,271.851135254,16.2713661194,4.0
-2067200,1459200,308.585113525,263.402008057,271.72467041,18.518491745,4.0
-1945600,1459200,340.214782715,262.569213867,271.755615234,19.899274826,4.0
-1824000,1459200,352.361907959,261.585540771,271.777648926,20.9404830933,4.0
-1702400,1459200,347.041381836,260.656066895,271.788848877,21.5278377533,4.0
-1580800,1459200,349.981872559,260.044158936,271.791809082,21.7310314178,4.0
-1459200,1459200,350.836334229,259.684997559,271.778686523,21.6860218048,4.0
-1337600,1459200,348.874328613,259.366088867,271.768218994,21.5065155029,4.0
-1216000,1459200,337.225280762,259.120697021,271.756622314,21.2775211334,4.0
-1094400,1459200,331.034912109,259.05581665,271.750091553,21.05352211,4.0
-972800,1459200,331.24005127,258.718475342,271.745483398,20.869682312,4.0
-851200,1459200,330.676879883,258.295074463,271.801361084,20.7669467926,4.0
-729600,1459200,398.312683105,258.086120605,271.846832275,21.307926178,4.0
-608000,1459200,440.86895752,248.971313477,271.804016113,25.1512527466,3.0
-486400,1459200,453.599243164,247.725326538,271.866973877,15.6088018417,2.0
-364800,1459200,168.505157471,239.405715942,272.057037354,10.7370586395,2.0
-243200,1459200,64.3841705322,232.710037231,272.176879883,9.13281154633,2.0
-121600,1459200,56.2109298706,229.636978149,272.369628906,8.35637664795,2.0
0,1459200,50.470867157,227.998184204,272.435516357,7.91194725037,2.0
121600,1459200,44.6937446594,226.077392578,272.570800781,7.70260477066,2.0
243200,1459200,41.3558235168,223.810745239,272.682525635,7.57477092743,2.0
364800,1459200,38.7883377075,222.355102539,272.781646729,7.47160768509,2.0
486400,1459200,36.7128791809,221.042312622,272.867950439,7.40548849106,2.0
608000,1459200,40.7773361206,221.025375366,272.936584473,7.42911958694,2.0
729600,1459200,51.4726905823,222.309051514,272.977478027,7.59978866577,2.0
851200,1459200,73.4491119385,226.024353027,272.976287842,7.96105194092,2.0
972800,1459200,67.6576766968,228.446304321,272.922485352,8.52212524414,2.0
1094400,1459200,69.3445510864,230.036346436,272.827514648,9.23818969727,2.0
1216000,1459200,101.891731262,231.708831787,272.73526001,10.0062665939,2.0
1337600,1459200,126.973640442,233.958816528,272.704650879,10.6121892929,2.0
1459200,1459200,130.723968506,234.929168701,272.770355225,10.6276435852,2.0
1580800,1459200,128.141983032,234.952026367,272.913513184,9.7676820755,2.0
1702400,1459200,236.364440918,238.136962891,273.098937988,8.63746356964,2.0
1824000,1459200,211.376754761,240.627700806,273.335571289,7.97939920425,2.0
1945600,1459200,251.062469482,243.501876831,273.781524658,7.88297510147,2.0
2067200,1459200,664.863037109,245.479980469,274.562713623,5.19090175629,2.0
2188800,1459200,929.436401367,259.60067749,273.150543213,5.37438583374,3.59692788124
2310400,1459200,860.569763184,262.803771973,272.540313721,9.39466285706,4.0
2432000,1459200,796.824462891,264.74987793,272.976379395,10.0295953751,4.0
2553600,1459200,771.498596191,267.015380859,273.422149658,9.72089195251,4.0
2675200,1459200,803.468933105,268.542266846,273.787719727,9.19773197174,4.0
2796800,1459200,865.27947998,269.521514893,274.128997803,8.68146038055,4.0
2918400,1459200,910.798400879,270.772827148,274.455322266,8.24467468262,4.0
3040000,1459200,924.820739746,271.489227295,,,4.0
-3040000,1337600,739.663757324,274.058288574,274.151367188,11.6847696304,4.0
-2918400,1337600,731.220214844,273.709136963,274.120544434,11.3356409073,4.0
-2796800,1337600,750.375061035,273.061462402,273.984069824,10.6537513733,4.0
-2675200,1337600,740.452697754,272.243713379,273.767791748,10.075925827,4.0
-2553600,1337600,1116.73962402,271.281036377,273.563293457,9.02554607391,3.99180793762
-2432000,1337600,1032.51208496,260.867523193,272.928649902,5.46959781647,2.0
-2310400,1337600,338.343566895,261.617950439,272.059661865,10.4062814713,4.0
-2188800,1337600,315.868896484,263.966705322,271.759552002,20.3191432953,4.0
-2067200,1337600,309.264221191,262.748321533,271.783081055,20.0574493408,4.0
-1945600,1337600,354.590332031,261.777557373,271.620758057,21.4308567047,4.0
-1824000,1337600,366.890686035,260.951751709,271.634246826,22.7925128937,4.0
-1702400,1337600,345.111236572,260.193725586,271.67199707,23.2721004486,4.0
-1580800,1337600,340.192749023,259.602874756,271.688873291,23.2401847839,4.0
-1459200,1337600,350.257293701,259.178771973,271.672210693,22.9743347168,4.0
-1337600,1337600,353.002593994,258.805511475,271.660461426,22.6230945587,4.0
-1216000,1337600,334.921630859,258.620483398,271.658294678,22.3031139374,4.0
-1094400,1337600,319.908813477,258.558624268,271.625854492,22.0690422058,4.0
-972800,1337600,316.257476807,257.907318115,271.719543457,21.9516372681,4.0
-851200,1337600,330.005187988,257.573272705,271.606231689,21.9790782928,4.0
-729600,1337600,353.163269043,257.650054932,271.728851318,22.9030075073,3.99590396881
-608000,1337600,235.698532104,245.762817383,271.805725098,23.7915859222,2.0
-486400,1337600,104.413444519,239.715209961,271.832336426,17.3308563232,2.0
-364800,1337600,73.083152771,235.905166626,271.98626709,12.48250103,2.0
-243200,1337600,67.1451263428,232.952911377,272.032714844,10.1486434937,2.0
-121600,1337600,58.0076446533,230.469482422,272.229705811,8.99148750305,2.0
0,1337600,48.8689079285,228.333251953,272.255126953,8.3425579071,2.0
121600,1337600,45.2034454346,226.486541748,272.469970703,7.97474098206,2.0
243200,1337600,41.8523025513,224.242706299,272.569763184,7.77074766159,2.0
364800,1337600,36.89087677,221.927642822,272.651306152,7.65612459183,2.0
486400,1337600,33.6705436707,220.232666016,272.721832275,7.61145210266,2.0
608000,1337600,31.5864086151,219.584289551,272.775726318,7.65428495407,2.0
729600,1337600,36.5098686218,219.079086304,272.806945801,7.80818891525,2.0
851200,1337600,49.6349754333,220.914367676,272.809844971,8.08752918243,2.0
972800,1337600,51.7605133057,223.011489868,272.783691406,8.48443317413,2.0
1094400,1337600,50.6752586365,224.228927612,272.738922119,8.95921707153,2.0
1216000,1337600,65.4240036011,226.052398682,272.699188232,9.43546104431,2.0
1337600,1337600,79.767036438,227.971603394,272.692901611,9.79882526398,2.0
1459200,1337600,83.4820022583,229.603012085,272.737487793,9.94068431854,2.0
1580800,1337600,93.7976608276,231.01574707,272.83026123,9.93487548828,2.0
1702400,1337600,133.315216064,232.724029541,272.96081543,10.2017869949,2.0
1824000,1337600,129.618850708,234.452926636,273.12890625,11.3997373581,2.0
1945600,1337600,212.634719849,239.101242065,273.33102417,14.1414442062,2.0
2067200,1337600,278.963775635,247.215805054,273.418548584,16.9622459412,2.0
2188800,1337600,596.97442627,259.460083008,272.413970947,13.5128946304,4.0
2310400,1337600,731.428100586,260.854003906,272.437744141,14.2184352875,4.0
2432000,1337600,766.355773926,263.027313232,272.814025879,12.6874485016,4.0
2553600,1337600,739.85345459,266.071624756,273.239837646,11.3728666306,4.0
2675200,1337600,749.268554688,268.269042969,273.637390137,10.3618707657,4.0
2796800,1337600,811.360351562,269.452697754,273.999908447,9.59524917603,4.0
2918400,1337600,872.65222168,270.604736328,274.321655273,9.04160499573,4.0
3040000,1337600,900.47668457,271.212036133,274.483551025,8.69026184082,4.0
-3040000,1216000,739.874633789,274.045227051,274.116027832,11.532283783,4.0
-2918400,1216000,748.402893066,273.751342773,274.091400146,11.1366462708,4.0
-2796800,1216000,810.624694824,273.061431885,273.945831299,10.2706727982,4.0
-2675200,1216000,929.495727539,272.095916748,273.761810303,9.55052185059,4.0
-2553600,1216000,1358.63867188,270.890594482,273.515319824,7.97074699402,4.0
-2432000,1216000,2290.93383789,262.398406982,273.407653809,5.00872945786,2.0
-2310400,1216000,460.493103027,257.837158203,272.511230469,1.13539969921,2.0
-2188800,1216000,363.038330078,259.170715332,271.801940918,21.1138458252,3.0
-2067200,1216000,382.972717285,262.283294678,271.432281494,16.9742355347,4.0
-1945600,1216000,421.431121826,260.926116943,271.625732422,24.1854534149,4.0
-1824000,1216000,428.131317139,260.066162109,271.544128418,25.6317501068,4.0
-1702400,1216000,377.616394043,259.547180176,271.554656982,25.5395679474,4.0
-1580800,1216000,344.188171387,259.090576172,271.575714111,24.9648342133,4.0
-1459200,1216000,338.368041992,258.64755249,271.664855957,24.3567504883,4.0
-1337600,1216000,344.783203125,258.278442383,271.579620361,23.6759319305,4.0
-1216000,1216000,336.54864502,258.072052002,271.584472656,23.1871032715,4.0
-1094400,1216000,326.575317383,258.287811279,271.596557617,23.0415782928,4.0
-972800,1216000,318.01675415,257.563903809,271.61907959,22.8454780579,4.0
-851200,1216000,313.869232178,257.088989258,271.49130249,22.898733139,4.0
-729600,1216000,324.125274658,253.29737854,271.671936035,22.5934104919,1.98399996758
-608000,1216000,73.2304229736,242.63269043,271.732971191,18.3369693756,2.0
-486400,1216000,97.5727233887,240.608062744,271.816162109,14.4222459793,2.0
-364800,1216000,69.0646057129,237.263870239,271.864379883,11.7722597122,2.0
-243200,1216000,79.1252593994,234.543716431,272.054046631,10.1440095901,2.0
-121600,1216000,56.0811195374,231.108764648,272.139221191,9.16088485718,2.0
0,1216000,47.654964447,228.502593994,272.235870361,8.55232906342,2.0
121600,1216000,48.9595069885,226.379257202,272.388122559,8.17821884155,2.0
243200,1216000,43.4044914246,224.405288696,272.460906982,7.92400932312,2.0
364800,1216000,37.1216621399,221.553451538,272.53225708,7.80230045319,2.0
486400,1216000,30.4119091034,220.369934082,272.591674805,7.75941944122,2.0
608000,1216000,28.3137645721,218.623291016,272.636291504,7.79554891586,2.0
729600,1216000,21.9192199707,217.77166748,272.663269043,7.91472530365,2.0
851200,1216000,29.4056339264,217.441207886,272.67098999,8.11525726318,2.0
972800,1216000,33.2409477234,218.680023193,272.661499023,8.38241958618,2.0
1094400,1216000,37.1693077087,219.773651123,272.642272949,8.68519687653,2.0
1216000,1216000,45.4812240601,221.751708984,272.62612915,8.98075675964,2.0
1337600,1216000,50.634552002,223.73664856,272.626678467,9.23434448242,2.0
1459200,1216000,54.0300636292,225.254348755,272.651794434,9.47218227386,2.0
1580800,1216000,66.3034744263,226.24961853,272.700439453,9.87272930145,2.0
1702400,1216000,77.9071502686,228.575149536,272.765289307,10.8550052643,2.0
1824000,1216000,98.5679779053,231.47958374,272.831665039,13.1919937134,2.0
1945600,1216000,152.721969604,235.776977539,272.853088379,18.6127033234,2.0
2067200,1216000,288.17276001,242.800308228,272.711212158,33.3096313477,2.0
2188800,1216000,357.834228516,257.643707275,272.038757324,34.7267837524,4.0
2310400,1216000,640.36114502,259.96282959,272.259185791,19.5627784729,4.0
2432000,1216000,744.208251953,261.460357666,272.601074219,15.0279273987,4.0
2553600,1216000,743.897644043,264.613708496,273.014465332,12.7580738068,4.0
2675200,1216000,731.29119873,267.269592285,273.456481934,11.3218975067,4.0
2796800,1216000,770.415466309,268.952728271,273.839019775,10.3340187073,4.0
2918400,1216000,815.446960449,270.304718018,274.143737793,9.67385292053,4.0
3040000,1216000,843.402587891,270.925018311,274.239440918,9.29665565491,4.0
-3040000,1094400,769.794433594,273.922790527,274.13269043,11.8037214279,4.0
-2918400,1094400,779.734069824,273.690704346,274.150054932,11.4114179611,4.0
-2796800,1094400,822.707580566,273.26260376,274.200134277,10.5594291687,4.0
-2675200,1094400,860.56060791,272.086334229,273.840362549,9.85810470581,4.0
-2553600,1094400,970.014587402,271.212219238,273.463256836,8.42412281036,4.0
-2432000,1094400,1731.84680176,269.208740234,273.356109619,6.00970888138,3.69600009918
-2310400,1094400,1282.7421875,256.650787354,273.028381348,1.60481774807,2.18246388435
-2188800,1094400,512.527770996,255.599975586,272.160827637,13.0971708298,3.0
-2067200,1094400,452.000640869,254.904708862,271.640106201,28.002866745,4.03404808044
-1945600,1094400,542.948181152,259.144317627,271.5440979,32.4244270325,4.0
-1824000,1094400,539.493347168,259.482147217,271.538696289,28.822473526,4.0
-1702400,1094400,483.067565918,258.776184082,271.497436523,28.172794342,4.0
-1580800,1094400,398.256713867,258.230529785,271.508056641,26.5803508759,4.0
-1459200,1094400,352.985198975,257.836242676,271.590301514,25.7754611969,4.0
-1337600,1094400,331.057220459,257.554260254,271.525604248,24.5024356842,4.0
-1216000,1094400,320.523345947,257.278930664,271.568237305,23.5377025604,4.0
-1094400,1094400,327.263702393,257.443664551,271.532409668,24.1162624359,4.0
-972800,1094400,340.618041992,257.401245117,271.538360596,23.8719749451,4.0
-851200,1094400,322.571960449,256.540435791,271.392303467,20.9896259308,4.0
-729600,1094400,194.717224121,247.364486694,271.677398682,26.2435340881,2.0
-608000,1094400,96.0550384521,243.447387695,271.652832031,11.6522722244,2.0
-486400,1094400,45.4568138123,241.176315308,271.821411133,10.292632103,2.0
-364800,1094400,82.1136856079,240.137573242,271.96270752,10.0479421616,2.0
-243200,1094400,82.4123916626,236.106063843,272.037902832,9.50934314728,2.0
-121600,1094400,58.0634040833,231.576049805,272.018829346,8.96263027191,2.0
0,1094400,50.3299293518,229.036651611,272.176513672,8.54516887665,2.0
121600,1094400,46.8667373657,226.487350464,272.296875,8.20909690857,2.0
243200,1094400,36.9728317261,224.186279297,272.365814209,8.00835323334,2.0
364800,1094400,35.3560905457,221.787506104,272.430511475,7.89291524887,2.0
486400,1094400,30.8724765778,219.742340088,272.482116699,7.85058355331,2.0
608000,1094400,26.1098651886,218.408462524,272.52053833,7.87474346161,2.0
729600,1094400,22.9691181183,216.6612854,272.544891357,7.96040153503,2.0
851200,1094400,19.0455493927,215.344497681,272.555084229,8.09819793701,2.0
972800,1094400,23.6984195709,216.151977539,272.553192139,8.27048778534,2.0
1094400,1094400,29.9250164032,217.919647217,272.544250488,8.45119476318,2.0
1216000,1094400,38.2644920349,220.118087769,272.535583496,8.61280822754,2.0
1337600,1094400,46.0817108154,223.301132202,272.534210205,8.74711894989,2.0
1459200,1094400,59.6601867676,225.346572876,272.542236328,8.90929603577,2.0
1580800,1094400,67.294960022,226.525344849,272.554656982,9.28526973724,2.0
1702400,1094400,84.2151870728,229.171844482,272.562988281,10.2400913239,2.0
1824000,1094400,112.627532959,231.217498779,272.552703857,12.2953929901,2.0
1945600,1094400,135.604049683,235.842407227,272.499816895,16.1730709076,2.0
2067200,1094400,203.815597534,241.260650635,272.38067627,21.8313102722,2.0
2188800,1094400,289.954498291,250.026885986,272.163330078,23.3074226379,2.0
2310400,1094400,517.803222656,259.959259033,272.098754883,18.8982372284,4.0
2432000,1094400,684.664978027,260.804992676,272.447052002,15.5823526382,4.0
2553600,1094400,738.466430664,262.855010986,272.82409668,13.3968200684,4.0
2675200,1094400,733.320495605,265.658996582,273.244659424,11.8484945297,4.0
2796800,1094400,746.530029297,267.965026855,273.657348633,10.7486305237,4.0
2918400,1094400,781.549072266,269.611724854,273.997894287,10.0228557587,4.0
3040000,1094400,806.268432617,270.375671387,274.030914307,9.63186359406,4.0
-3040000,972800,798.721801758,273.888000488,274.164520264,12.4944581985,4.0
-2918400,972800,800.76739502,273.686462402,274.194091797,12.1490297318,4.0
-2796800,972800,816.362243652,273.423126221,274.365966797,11.4700555801,4.0
-2675200,972800,853.211242676,272.093597412,273.872375488,10.8898029327,4.0
-2553600,972800,917.039489746,270.978637695,273.430175781,9.860206604,4.0
-2432000,972800,1274.00744629,269.829681396,273.189086914,8.31377220154,4.0
-2310400,972800,2017.99084473,262.225524902,272.949920654,6.21353769302,1.99404799938
-2188800,972800,1293.95166016,256.278594971,272.535766602,4.03274488449,2.0
-2067200,972800,641.11895752,251.108566284,271.937774658,16.2618656158,2.0
-1945600,972800,415.499542236,250.995361328,271.668670654,34.9896087646,2.0
-1824000,972800,486.546539307,251.775772095,271.527923584,16.7407588959,2.0
-1702400,972800,523.988342285,256.058319092,271.471466064,18.2049770355,3.9133439064
-1580800,972800,477.346160889,257.535095215,271.470153809,26.4076366425,4.0
-1459200,972800,415.681549072,256.691558838,271.493774414,27.9920387268,4.0
-1337600,972800,343.740203857,256.468078613,271.562988281,25.2275505066,4.0
-1216000,972800,325.193664551,256.177978516,271.518341064,21.85272789,4.0
-1094400,972800,328.596862793,255.390213013,271.419708252,25.6354637146,4.0
-972800,972800,370.615020752,256.585235596,271.387664795,30.3453578949,4.0
-851200,972800,359.238830566,250.453567505,271.349151611,23.826128006,3.62400007248
-729600,972800,183.47756958,243.623962402,271.49810791,17.9867649078,2.99539208412
-608000,972800,62.0080108643,241.479660034,271.618988037,6.04265260696,1.95200002193
-486400,972800,76.5297164917,243.125946045,271.700561523,6.73783683777,2.60761594772
-364800,972800,89.164680481,237.907669067,271.88369751,8.5622844696,2.0
-243200,972800,62.6252861023,235.06022644,271.964874268,8.84158039093,2.0
-121600,972800,55.543182373,231.438415527,272.059387207,8.67829418182,2.0
0,972800,48.7352981567,230.06892395,272.136749268,8.42007255554,2.0
121600,972800,37.0523643494,226.586166382,272.219360352,8.19533443451,2.0
243200,972800,33.9438972473,224.909255981,272.290222168,8.02959823608,2.0
364800,972800,33.852645874,222.339538574,272.343597412,7.93737220764,2.0
486400,972800,31.1597423553,219.659164429,272.387573242,7.90215873718,2.0
608000,972800,25.3989067078,218.245941162,272.420684814,7.91918945312,2.0
729600,972800,21.8995113373,215.413009644,272.442352295,7.98041677475,2.0
851200,972800,17.6668891907,214.266647339,272.452606201,8.07297420502,2.0
972800,972800,22.4111557007,215.153701782,272.452697754,8.17702484131,2.0
1094400,972800,30.5828552246,217.568450928,272.445587158,8.26527309418,2.0
1216000,972800,41.8555297852,221.302093506,272.436279297,8.3062543869,2.0
1337600,972800,59.5664710999,226.090438843,272.429748535,8.27504444122,2.0
1459200,972800,75.1920928955,228.81262207,272.427825928,8.18199729919,2.0
1580800,972800,85.1533584595,231.22706604,272.411529541,8.15208244324,2.0
1702400,972800,95.0087966919,234.149230957,272.379669189,8.55654525757,2.0
1824000,972800,126.958312988,234.996826172,272.309661865,9.60960578918,2.0
1945600,972800,162.718154907,237.003997803,272.208831787,10.9918346405,2.0
2067200,972800,197.337127686,242.221923828,272.068817139,13.2576131821,2.0
2188800,972800,253.452362061,247.038192749,272.060211182,15.2662944794,2.0
2310400,972800,388.647216797,260.706695557,271.742492676,16.0643005371,4.0
2432000,972800,599.95111084,260.955169678,272.299133301,15.1020975113,4.0
2553600,972800,692.563903809,262.014923096,272.659698486,13.4527349472,4.0
2675200,972800,701.423706055,264.586212158,273.04788208,11.9481449127,4.0
2796800,972800,721.949401855,267.091400146,273.492004395,10.805021286,4.0
2918400,972800,768.922790527,268.894165039,273.785522461,10.048584938,4.0
3040000,972800,800.437072754,269.735473633,273.887634277,9.65208244324,4.0
-3040000,851200,815.821044922,273.906982422,274.193267822,13.5100193024,4.0
-2918400,851200,808.379943848,273.732208252,274.195587158,13.2323474884,4.0
-2796800,851200,802.348876953,273.524261475,274.129119873,12.8011827469,4.0
-2675200,851200,822.412841797,272.326873779,273.957244873,12.3672618866,4.0
-2553600,851200,884.086914062,271.047576904,273.497161865,11.7746896744,4.0
-2432000,851200,1032.29821777,269.975280762,273.130462646,11.2080621719,4.0
-2310400,851200,1186.14685059,268.35723877,272.688842773,11.2963418961,4.0
-2188800,851200,963.896850586,266.459838867,272.304504395,13.9793834686,4.0
-2067200,851200,1070.83398438,258.470458984,271.769348145,21.1636753082,2.0
-1945600,851200,480.770141602,254.725875854,271.76083374,30.2142105103,2.0
-1824000,851200,655.423400879,252.525009155,271.576782227,27.1238155365,2.0
-1702400,851200,480.330993652,248.71736145,271.500183105,15.6026544571,2.0
-1580800,851200,311.386199951,250.229431152,271.493499756,7.93513870239,2.0
-1459200,851200,474.305175781,256.617553711,271.382995605,31.3134346008,3.3731200695
-1337600,851200,358.592071533,249.937423706,271.444366455,32.7450180054,3.04601597786
-1216000,851200,260.087860107,247.264190674,271.499145508,30.882068634,3.0
-1094400,851200,245.492828369,245.950363159,271.410125732,29.4271793365,3.04377603531
-972800,851200,224.398208618,246.729705811,271.360107422,30.5588493347,2.0
-851200,851200,334.007507324,245.163818359,271.4659729,13.7939357758,2.0
-729600,851200,157.854446411,242.017730713,271.495300293,18.3603420258,3.0
-608000,851200,77.8275375366,240.688110352,271.595245361,16.2994289398,3.0
-486400,851200,54.0660743713,239.178726196,271.750946045,8.11112308502,2.0
-364800,851200,56.0740623474,237.189559937,271.849212646,8.36940383911,2.0
-243200,851200,65.6132659912,232.870101929,271.947357178,8.50654125214,2.0
-121600,851200,55.2109985352,228.520690918,272.029296875,8.44132995605,2.0
0,851200,56.1231575012,227.46232605,271.99331665,8.30142116547,2.0
121600,851200,37.8083343506,223.692489624,272.199035645,8.1653547287,2.0
243200,851200,33.1869277954,223.394393921,272.206634521,8.03359031677,2.0
364800,851200,33.3502426147,223.943603516,272.269134521,7.94861078262,2.0
486400,851200,30.8678207397,221.079345703,272.305541992,7.92808246613,2.0
608000,851200,26.8208808899,217.45640564,272.333831787,7.94643211365,2.0
729600,851200,21.828125,214.867004395,272.352539062,7.99629497528,2.0
851200,851200,18.9171981812,213.152404785,272.36138916,8.06376266479,2.0
972800,851200,23.958562851,214.910995483,272.360198975,8.12733078003,2.0
1094400,851200,34.213394165,218.159942627,272.349365234,8.15565395355,2.0
1216000,851200,49.0982284546,222.882476807,272.332611084,8.10360813141,2.0
1337600,851200,66.5958251953,228.210205078,272.320617676,7.90489244461,2.0
1459200,851200,88.9669952393,232.998016357,272.293731689,7.45709371567,2.0
1580800,851200,94.7041702271,236.704269409,272.262023926,6.61681127548,2.0
1702400,851200,91.875793457,239.93522644,272.248626709,5.9502453804,2.0
1824000,851200,124.140815735,241.215759277,272.120880127,7.06852149963,2.0
1945600,851200,135.087051392,244.045211792,271.874847412,5.11349487305,2.0
2067200,851200,371.417755127,245.883178711,271.690338135,5.09746456146,2.0
2188800,851200,509.841247559,247.895278931,271.789001465,5.5066819191,2.0
2310400,851200,387.818328857,259.796142578,271.638824463,15.8660736084,4.0
2432000,851200,558.085693359,260.571228027,272.160461426,15.0775699615,4.0
2553600,851200,616.675415039,261.654022217,272.551757812,13.2759876251,4.0
2675200,851200,657.687133789,264.039031982,272.960235596,11.6675662994,4.0
2796800,851200,701.659118652,266.590820312,273.34463501,10.484828949,4.0
2918400,851200,745.391662598,268.352600098,273.615661621,9.72134876251,4.0
3040000,851200,779.912963867,269.111358643,273.73248291,9.3293428421,4.0
-3040000,729600,820.460876465,273.935119629,274.224060059,14.7036781311,4.0
-2918400,729600,813.988342285,273.749328613,274.221679688,14.4955892563,4.0
-2796800,729600,805.230285645,273.4921875,274.226257324,14.2981309891,4.0
-2675200,729600,793.643188477,272.446014404,274.034301758,13.9712276459,4.0
-2553600,729600,797.06652832,271.229064941,273.57711792,13.6716346741,4.0
-2432000,729600,828.96307373,269.931854248,273.194519043,13.5907173157,4.0
-2310400,729600,1045.4296875,268.470062256,272.865142822,14.2751970291,4.0
-2188800,729600,2090.57202148,262.457336426,272.465209961,18.4369945526,1.9400960207
-2067200,729600,631.686767578,257.675964355,272.133758545,12.0328598022,2.0
-1945600,729600,558.19720459,256.036499023,271.885192871,2.66819643974,2.0
-1824000,729600,486.592193604,256.838226318,271.599578857,27.7644538879,3.06399989128
-1702400,729600,1102.17004395,255.734863281,271.446228027,34.9884338379,2.0
-1580800,729600,294.676483154,247.16519165,271.455535889,20.7332363129,2.0
-1459200,729600,367.311248779,248.408798218,271.4168396,0.914356350899,2.06444811821
-1337600,729600,314.338012695,246.207550049,271.31161499,25.0063495636,3.0
-1216000,729600,242.213348389,245.162307739,271.276519775,26.4839401245,3.0
-1094400,729600,205.279922485,244.19960022,271.269866943,27.1391677856,3.0
-972800,729600,178.545761108,243.094970703,271.319549561,24.9383659363,3.0
-851200,729600,172.843963623,245.093078613,271.54574585,15.5486602783,2.0
-729600,729600,140.708511353,241.104141235,271.500244141,3.0930185318,2.84800004959
-608000,729600,89.568069458,243.623260498,271.724121094,15.0276079178,2.0
-486400,729600,76.4586334229,238.973052979,271.752258301,9.6465511322,2.0
-364800,729600,54.9968910217,233.942001343,271.833526611,8.648645401,2.0
-243200,729600,65.248008728,231.716415405,271.913787842,8.41366291046,2.0
-121600,729600,63.8418617249,228.339904785,271.930664062,8.31131839752,2.0
0,729600,45.7221908569,225.132400513,272.045532227,8.21817588806,2.0
121600,729600,33.4640045166,221.5756073,272.100067139,8.0972328186,2.0
243200,729600,30.5123195648,221.863815308,272.20513916,8.02081203461,2.0
364800,729600,35.0712852478,223.071273804,272.204803467,7.94624996185,2.0
486400,729600,33.7800865173,221.756454468,272.233581543,7.94110441208,2.0
608000,729600,27.2555084229,217.20513916,272.257843018,7.96903896332,2.0
729600,729600,20.7019233704,214.758773804,272.273895264,8.02209091187,2.0
851200,729600,19.7786941528,213.197784424,272.281066895,8.08646297455,2.0
972800,729600,27.029712677,215.223983765,272.278198242,8.14094924927,2.0
1094400,729600,41.9097900391,220.347061157,272.262298584,8.15365409851,2.0
1216000,729600,62.9227600098,224.572982788,272.213562012,8.07278728485,2.0
1337600,729600,88.2288665771,230.005157471,272.284606934,7.80824899673,2.0
1459200,729600,91.7408752441,235.61932373,272.184020996,7.15385913849,2.0
1580800,729600,63.4341926575,239.703475952,272.095489502,5.48396062851,2.0
1702400,729600,34.8938560486,241.743362427,271.939758301,0.112596429884,2.70937609673
1824000,729600,60.2558326721,245.674133301,271.751434326,11.4915513992,3.0
1945600,729600,120.377708435,245.83430481,271.532745361,17.7185878754,2.9989759922
2067200,729600,252.348632812,246.436325073,271.472595215,19.2291221619,3.0
2188800,729600,399.122924805,248.701278687,271.604919434,18.929391861,2.89439988136
2310400,729600,503.75881958,258.718048096,271.833465576,19.5348491669,4.0
2432000,729600,493.167785645,259.88458252,272.100341797,15.6126146317,4.0
2553600,729600,539.434570312,261.264831543,272.507843018,12.8015127182,4.0
2675200,729600,611.052978516,263.624023438,272.89364624,10.9327077866,4.0
2796800,729600,671.535400391,266.126586914,273.238616943,9.75166034698,4.0
2918400,729600,723.206298828,267.879943848,273.471923828,9.03129196167,4.0
3040000,729600,771.130859375,268.49609375,273.522735596,8.66094303131,4.0
-3040000,608000,824.285095215,273.952789307,274.276580811,15.9165678024,4.0
-2918400,608000,823.676818848,273.707427979,274.265075684,15.765622139,4.0
-2796800,608000,805.075195312,273.347045898,274.370910645,15.7537984848,4.0
-2675200,608000,756.955871582,272.228851318,274.054901123,15.4918546677,4.0
-2553600,608000,731.158447266,271.077758789,273.631469727,15.3397693634,4.0
-2432000,608000,735.970092773,269.931182861,273.25680542,15.3271083832,4.0
-2310400,608000,798.722229004,268.436981201,272.890319824,15.2103433609,4.0
-2188800,608000,874.347900391,266.719268799,272.669311523,12.9323310852,4.0
-2067200,608000,787.488891602,260.575378418,272.574066162,2.27775621414,4.0
-1945600,608000,876.42956543,258.340393066,272.013549805,0.411112219095,2.0
-1824000,608000,593.395874023,256.591094971,271.741455078,11.8429994583,2.0
-1702400,608000,1099.62451172,257.00491333,271.384429932,34.9965438843,2.0
-1580800,608000,426.829925537,248.306228638,271.450561523,26.8883666992,2.0
-1459200,608000,319.816253662,248.366912842,271.386749268,15.361831665,2.0
-1337600,608000,287.044921875,245.299942017,271.201049805,24.5591697693,3.0
-1216000,608000,244.616149902,243.727203369,271.191314697,28.3119697571,3.0
-1094400,608000,204.237289429,242.643493652,271.239257812,26.135679245,3.0
-972800,608000,165.092025757,241.701553345,271.342285156,22.8336429596,3.0
-851200,608000,136.67199707,242.345962524,271.427947998,19.6640090942,3.0720000267
-729600,608000,116.541244507,239.465942383,271.508422852,14.414648056,3.0
-608000,608000,128.726013184,241.971664429,271.584228516,11.5308818817,3.0
-486400,608000,74.8234786987,238.397384644,271.762512207,8.83919239044,2.0
-364800,608000,49.746257782,233.452423096,271.822265625,8.43585777283,2.0
