x-axis,y-axis,precipitation,air_temp,ocean_temp,ice_thickness
-1337600,121600,310.372741699,245.112915039,271.629760742,2177.53637695
-1216000,121600,-26.3451004028,243.886138916,271.591400146,8.78660774231
-1094400,121600,-24.4182434082,242.035903931,271.643798828,332.665222168
-972800,121600,120.504875183,243.014358521,271.643768311,2320.47509766
-851200,121600,137.063323975,243.23387146,271.622650146,1516.33007812
-729600,121600,133.93347168,241.925338745,271.702087402,2648.41455078
-608000,121600,138.699203491,239.60609436,271.547424316,1571.74279785
-486400,121600,132.453521729,238.249526978,271.57824707,2104.51171875
-364800,121600,133.68901062,236.64654541,271.827209473,1260.16711426
-243200,121600,92.3413314819,229.439407349,271.862213135,2045.07421875
-121600,121600,78.615737915,225.564300537,271.859375,2591.53833008
0,121600,65.6901931763,224.904525757,271.790130615,3255.703125
121600,121600,50.4710197449,223.379150391,271.931243896,2633.23876953
243200,121600,36.1665153503,219.96887207,271.980895996,3565.19384766
364800,121600,31.6630344391,220.407287598,272.016876221,2975.50488281
486400,121600,24.3060131073,219.106628418,272.06628418,3237.2734375
608000,121600,19.796918869,218.477081299,272.114135742,3092.6262207
729600,121600,15.4473981857,216.830993652,272.161743164,2935.35131836
851200,121600,16.6367549896,215.988998413,272.210449219,2576.40771484
972800,121600,15.0918292999,214.553756714,272.26574707,2865.31542969
1094400,121600,23.5139942169,215.637008667,272.325469971,2043.32189941
1216000,121600,41.8641815186,219.021972656,272.400817871,2963.30224609
1337600,121600,46.3935508728,222.720611572,272.458862305,2880.07177734
1459200,121600,48.8535270691,224.456161499,272.410675049,2907.21240234
1580800,121600,52.8495903015,225.699859619,272.381347656,2788.26269531
1702400,121600,61.4055328369,227.016616821,272.38571167,2689.58666992
1824000,121600,74.6842346191,228.937805176,272.414733887,2699.32836914
1945600,121600,88.0992507935,230.84211731,272.473205566,2913.31396484
2067200,121600,134.361740112,233.513031006,272.568725586,2712.0
2188800,121600,204.375793457,237.682617188,272.691345215,2502.50878906
2310400,121600,346.494812012,242.36177063,273.069213867,2189.80664062
2432000,121600,558.74786377,248.559356689,273.171356201,1646.5814209
2553600,121600,578.993408203,255.37852478,273.351135254,199.898696899
-1824000,0,1035.64294434,255.003173828,271.871673584,692.276794434
-1702400,0,283.485076904,249.151794434,271.929351807,1818.27746582
-1580800,0,468.945098877,248.119781494,271.936553955,1864.9675293
-1459200,0,332.311279297,244.719573975,271.716033936,2447.14501953
-1337600,0,213.464889526,243.177505493,271.512298584,1970.78857422
-1216000,0,139.677383423,241.071762085,271.638824463,2065.33227539
-1094400,0,98.7806549072,240.185180664,271.692687988,1281.82800293
-972800,0,114.393791199,240.321289062,271.758972168,2157.96777344
-851200,0,122.644775391,239.497009277,271.545196533,2117.47192383
-729600,0,124.625305176,238.656356812,271.652923584,1928.42175293
-608000,0,123.89125824,236.953109741,271.763977051,1621.52246094
-486400,0,155.150802612,235.134750366,271.79486084,489.701293945
-364800,0,140.528640747,234.770568848,271.646179199,2457.95556641
-243200,0,102.212417603,229.619537354,271.8543396,2132.42797852
-121600,0,87.3042373657,224.979049683,271.858032227,2703.19921875
0,0,76.9790420532,224.300354004,271.893768311,2828.44628906
121600,0,46.2701339722,222.706848145,271.907684326,2777.47021484
243200,0,37.4083480835,219.504104614,271.942047119,3100.73022461
364800,0,33.7617797852,219.868301392,271.976715088,3344.87744141
486400,0,24.9452095032,219.897689819,272.022216797,3107.08764648
608000,0,22.9138641357,219.68031311,272.067230225,2952.78295898
729600,0,16.8747215271,217.84664917,272.112335205,2929.3359375
851200,0,17.9639263153,216.401031494,272.158599854,2383.25561523
972800,0,15.5930938721,215.557296753,272.209564209,2765.3828125
1094400,0,18.0934314728,214.262649536,272.259277344,3163.45727539
1216000,0,27.217912674,216.250305176,272.306915283,3504.46728516
1337600,0,34.3887367249,219.22303772,272.337310791,3577.28540039
1459200,0,41.3696060181,221.611450195,272.341827393,3158.84863281
1580800,0,45.8192405701,223.2162323,272.344604492,2958.69580078
1702400,0,53.8258323669,224.464279175,272.363494873,2947.65698242
1824000,0,65.8968200684,226.654067993,272.402801514,2803.38232422
1945600,0,90.870803833,229.193908691,272.465637207,2850.32763672
2067200,0,123.09172821,231.911026001,272.559936523,2865.56030273
2188800,0,160.592269897,236.272033691,272.714660645,2572.41308594
2310400,0,252.220626831,241.075927734,272.76763916,1980.91394043
2432000,0,377.460266113,246.762329102,273.060821533,1688.98706055
2553600,0,532.846313477,258.335083008,272.85244751,109.858604431
-1824000,-121600,1402.39099121,255.441696167,271.720703125,478.557067871
-1702400,-121600,297.579803467,249.904251099,271.978729248,1651.59484863
-1580800,-121600,532.792236328,249.281021118,271.965484619,2024.49816895
-1459200,-121600,497.320922852,246.995849609,271.979949951,1857.40930176
-1337600,-121600,298.414398193,243.083480835,271.936309814,3543.87768555
-1216000,-121600,251.397399902,241.686172485,271.924438477,3530.40112305
-1094400,-121600,170.621337891,240.116256714,271.918670654,2680.8581543
-972800,-121600,90.0196685791,238.909225464,271.764953613,1676.89404297
-851200,-121600,114.367500305,238.503005981,271.8019104,1876.51794434
-729600,-121600,149.331176758,237.417160034,271.704040527,2690.56591797
-608000,-121600,197.614074707,237.004257202,271.732910156,2171.09814453
-486400,-121600,187.600753784,234.583007812,271.840026855,1612.66003418
-364800,-121600,129.173492432,231.959655762,271.859558105,2326.08203125
-243200,-121600,124.927734375,230.260681152,271.864562988,1798.36328125
-121600,-121600,101.208999634,226.334564209,271.859405518,2684.56420898
0,-121600,74.0012741089,223.48928833,271.875488281,2485.93774414
121600,-121600,59.0395050049,221.703155518,271.888519287,3123.62744141
243200,-121600,40.6162796021,220.938491821,271.906829834,3088.59277344
364800,-121600,31.5462226868,219.765960693,271.941894531,3402.76708984
486400,-121600,28.2125778198,220.045471191,271.980712891,3180.04443359
608000,-121600,23.3380489349,219.930847168,272.020599365,3137.99536133
729600,-121600,20.785823822,219.36656189,272.062438965,2983.19921875
851200,-121600,18.9077644348,218.115829468,272.105834961,2860.81518555
972800,-121600,14.8209209442,216.358062744,272.15234375,3155.55664062
1094400,-121600,15.4673919678,215.251419067,272.193908691,3125.6706543
1216000,-121600,15.710108757,215.869155884,272.229370117,2993.54296875
1337600,-121600,21.9263877869,217.039321899,272.254608154,2993.92407227
1459200,-121600,26.7467384338,218.824768066,272.27130127,3042.88867188
1580800,-121600,35.3835258484,220.532531738,272.290557861,3081.54394531
1702400,-121600,47.7130012512,222.089569092,272.320709229,3335.77661133
1824000,-121600,62.8340835571,224.369644165,272.367401123,3429.421875
1945600,-121600,80.6597137451,227.5390625,272.428436279,2881.11669922
2067200,-121600,95.4969024658,230.755279541,272.500396729,2906.27001953
2188800,-121600,125.501426697,234.485031128,272.61920166,2423.70410156
2310400,-121600,189.514755249,239.482391357,272.7421875,1868.44433594
2432000,-121600,318.57019043,245.059371948,273.078399658,1732.04138184
2553600,-121600,749.346679688,254.984207153,272.989196777,889.45715332
2675200,-121600,803.55480957,264.652862549,272.617980957,7.45859622955
-1945600,-243200,1043.59448242,258.818725586,272.294311523,344.929382324
-1824000,-243200,1042.67578125,255.939712524,272.117004395,365.743469238
-1702400,-243200,413.1953125,253.0105896,271.958190918,978.808776855
-1580800,-243200,739.341308594,252.40737915,272.030517578,1540.20581055
-1459200,-243200,559.044372559,248.273071289,272.011657715,2258.98999023
-1337600,-243200,330.434509277,244.861740112,271.993041992,3095.52050781
-1216000,-243200,323.811706543,242.842453003,271.977020264,2577.23120117
-1094400,-243200,195.910110474,240.743789673,271.966094971,3421.48974609
-972800,-243200,168.934158325,240.442718506,272.060089111,2790.24072266
-851200,-243200,175.695129395,240.79737854,271.901550293,2036.10595703
-729600,-243200,229.695205688,242.497177124,271.849822998,1541.37231445
-608000,-243200,288.702392578,242.360275269,271.829040527,1721.9921875
-486400,-243200,268.315704346,239.178710938,271.931915283,771.345703125
-364800,-243200,218.380081177,234.746887207,271.906555176,754.755737305
-243200,-243200,143.259460449,233.026138306,271.888275146,1137.55883789
-121600,-243200,137.707305908,230.855148315,271.875091553,762.18951416
0,-243200,54.6604957581,227.16708374,271.87109375,1921.27966309
121600,-243200,46.4927444458,224.729476929,271.875518799,3019.26757812
243200,-243200,42.9276123047,223.376358032,271.887268066,3016.13842773
364800,-243200,28.6761054993,221.859069824,271.909729004,3112.03295898
486400,-243200,27.9829063416,220.98739624,271.938293457,2939.38452148
608000,-243200,22.6938037872,220.998123169,271.972381592,3029.11499023
729600,-243200,22.7018890381,220.221710205,272.011322021,3496.17285156
851200,-243200,21.3940753937,219.491394043,272.053314209,3048.72143555
972800,-243200,15.2358865738,218.141571045,272.097808838,3007.98925781
1094400,-243200,14.8602695465,217.326950073,272.135253906,2392.46142578
1216000,-243200,15.1837348938,217.049926758,272.163909912,2911.65991211
1337600,-243200,17.9553222656,216.75378418,272.183380127,3163.34399414
1459200,-243200,25.0968379974,217.554153442,272.199981689,2579.32739258
1580800,-243200,35.2621040344,219.428283691,272.224151611,3372.46533203
1702400,-243200,48.2243881226,221.35194397,272.260192871,3399.97290039
1824000,-243200,63.0285758972,223.840759277,272.316162109,3351.7644043
1945600,-243200,80.9149780273,227.038513184,272.384460449,2987.18310547
2067200,-243200,114.601768494,230.579040527,272.425323486,2857.1953125
2188800,-243200,156.542510986,233.664535522,272.985565186,2741.83349609
2310400,-243200,181.079727173,237.939819336,272.769897461,1741.11608887
2432000,-243200,258.463409424,244.203353882,272.856872559,1308.74487305
2553600,-243200,707.389526367,254.553268433,273.363861084,338.751647949
-1945600,-364800,969.742492676,260.814086914,272.714538574,108.897171021
-1824000,-364800,648.699279785,257.050628662,272.289031982,320.225494385
-1580800,-364800,956.87512207,256.263427734,271.954620361,321.011016846
-1459200,-364800,463.854614258,249.834838867,272.079711914,1634.75537109
-1337600,-364800,419.620025635,245.844512939,272.050567627,2808.97875977
-1216000,-364800,389.494812012,244.352355957,272.026885986,2833.03979492
-1094400,-364800,226.533737183,242.361968994,272.010986328,2629.8137207
-972800,-364800,215.395828247,242.173782349,272.100280762,3589.6809082
-851200,-364800,177.715301514,244.353439331,271.985137939,1795.08557129
-729600,-364800,203.375961304,246.105102539,272.083740234,1929.20056152
-608000,-364800,184.873901367,246.554275513,271.968322754,1282.98522949
-486400,-364800,197.742782593,246.8543396,272.065124512,1938.92749023
-364800,-364800,292.627990723,247.475952148,272.055480957,1317.15588379
-243200,-364800,266.580596924,240.029434204,271.919281006,158.858291626
-121600,-364800,146.379714966,233.394668579,271.875640869,920.334899902
0,-364800,55.6149215698,230.561096191,271.860687256,1272.82348633
121600,-364800,38.8939094543,228.688919067,271.854125977,1725.33935547
243200,-364800,31.4921226501,225.443786621,271.857543945,2629.55029297
364800,-364800,24.8737678528,224.156585693,271.868988037,2830.63574219
486400,-364800,23.9469547272,222.510253906,271.887573242,3549.20996094
608000,-364800,20.4716243744,222.281585693,271.916015625,3023.93652344
729600,-364800,25.8605556488,221.770446777,271.954223633,2648.73364258
851200,-364800,21.9869537354,220.464935303,271.998077393,2803.93603516
972800,-364800,15.912768364,219.051498413,272.045532227,3013.98144531
1094400,-364800,16.5418434143,217.562835693,272.084289551,3479.45483398
1216000,-364800,15.0396308899,217.018188477,272.10736084,3806.42822266
1337600,-364800,17.4425506592,216.440597534,272.111816406,4563.84960938
1459200,-364800,23.1879081726,217.958251953,272.117401123,3440.39916992
1580800,-364800,34.4302215576,220.189483643,272.140228271,3341.07275391
1702400,-364800,48.6434135437,222.333557129,272.173980713,3012.56298828
1824000,-364800,65.4641494751,224.485473633,272.247314453,2991.86914062
1945600,-364800,92.3697738647,227.311187744,272.349304199,2954.38061523
2067200,-364800,135.59777832,231.039276123,272.440612793,2599.00244141
2188800,-364800,197.24710083,235.088760376,273.01071167,3075.62475586
2310400,-364800,339.111633301,239.234542847,273.109436035,2893.65722656
2432000,-364800,563.897766113,243.772766113,272.892730713,614.188720703
2553600,-364800,800.998291016,253.74760437,273.191833496,76.0563964844
-1580800,-486400,821.42401123,257.734527588,272.17401123,191.811691284
-1459200,-486400,919.025512695,251.040008545,272.151947021,1804.76281738
-1337600,-486400,462.02230835,246.260299683,272.097503662,2522.14208984
-1216000,-486400,443.50680542,244.51953125,272.06552124,2941.72265625
-1094400,-486400,201.990432739,242.774108887,272.148101807,2693.79882812
-972800,-486400,156.566101074,243.405548096,272.136474609,2659.57495117
-851200,-486400,135.569366455,245.268661499,272.124450684,2969.20336914
-729600,-486400,140.796340942,246.450973511,272.110412598,2323.9284668
-608000,-486400,137.204696655,245.48348999,272.09262085,1303.65905762
-486400,-486400,132.590515137,245.941482544,272.07131958,1603.71899414
-364800,-486400,151.428848267,247.258132935,272.137145996,809.350341797
-243200,-486400,268.033599854,244.648178101,272.026428223,1021.06488037
-121600,-486400,334.692047119,241.355041504,271.888549805,20.8707847595
0,-486400,52.4077262878,231.136154175,271.842468262,25.8483886719
121600,-486400,27.4215354919,230.627059937,271.821411133,1.47937190533
243200,-486400,26.5844726562,229.217468262,271.82321167,1550.03942871
364800,-486400,20.2919502258,225.850067139,271.823669434,2557.27148438
486400,-486400,21.4137020111,224.044677734,271.829681396,2664.76318359
608000,-486400,16.950340271,222.935623169,271.852722168,2851.66625977
729600,-486400,19.4311389923,222.340621948,271.895446777,2615.65429688
851200,-486400,18.692565918,222.023223877,271.945587158,2918.42944336
972800,-486400,16.3072013855,220.155197144,272.002563477,2934.76708984
1094400,-486400,15.9632644653,218.671646118,272.053649902,3108.48266602
1216000,-486400,15.6905212402,218.229873657,272.080627441,3240.5559082
1337600,-486400,17.7478160858,218.401992798,272.041809082,3201.97460938
1459200,-486400,25.6063327789,219.385742188,272.018585205,3154.78979492
1580800,-486400,36.7543373108,221.078216553,272.085693359,3273.89550781
1702400,-486400,51.5248069763,222.851394653,272.827423096,3511.84204102
1824000,-486400,73.6259918213,224.856323242,272.910614014,3461.43652344
1945600,-486400,93.7316436768,226.91317749,272.801391602,3202.96069336
2067200,-486400,123.481941223,230.977767944,272.889282227,3015.52929688
2188800,-486400,156.191009521,235.82170105,272.996063232,2885.34057617
2310400,-486400,214.507064819,240.4896698,272.813446045,1964.19543457
2432000,-486400,379.685302734,245.689590454,273.179992676,2328.98974609
2553600,-486400,378.053314209,254.744644165,272.670288086,292.718475342
2675200,-486400,538.879150391,262.387878418,272.960601807,104.6147995
-1580800,-608000,1140.25854492,255.691818237,272.331726074,355.142089844
-1459200,-608000,800.550048828,251.717407227,272.185424805,1293.82189941
-1337600,-608000,426.845092773,245.868591309,272.116455078,3078.75
-1216000,-608000,333.55456543,243.49005127,272.133148193,1772.86682129
-1094400,-608000,175.388641357,242.880477905,272.180633545,2748.83154297
-972800,-608000,134.324447632,243.512619019,272.173034668,2383.33813477
-851200,-608000,111.049484253,245.861557007,272.160583496,1802.3104248
-729600,-608000,117.44065094,246.451293945,272.206420898,1225.48522949
-608000,-608000,116.572624207,244.51083374,272.114776611,1260.29833984
-486400,-608000,119.358848572,243.114562988,272.077270508,845.491638184
-364800,-608000,116.970962524,243.277008057,272.128997803,783.573852539
-243200,-608000,151.427734375,243.725067139,271.999603271,735.793334961
-121600,-608000,222.227584839,244.80090332,271.969543457,517.926391602
0,-608000,189.765472412,243.091720581,271.921813965,260.288879395
121600,-608000,117.621871948,235.505661011,271.855682373,15.7848176956
243200,-608000,16.6773986816,228.820480347,271.789886475,546.37121582
364800,-608000,17.7103271484,228.443405151,271.77444458,1950.55908203
486400,-608000,19.6901950836,226.082824707,271.757904053,1979.68505859
608000,-608000,17.3361816406,224.814407349,271.771575928,2450.11474609
729600,-608000,17.5104618073,223.329589844,271.831573486,2552.57104492
851200,-608000,16.892124176,222.089752197,271.890106201,3016.1862793
972800,-608000,18.7452697754,221.074829102,271.961181641,3153.42773438
1094400,-608000,15.6436738968,219.506576538,272.040649414,3235.85595703
1216000,-608000,16.5007705688,218.69519043,272.135803223,3496.80761719
1337600,-608000,19.2494945526,218.490783691,272.461547852,3424.24023438
1459200,-608000,26.9653491974,219.124725342,272.683685303,3656.57885742
1580800,-608000,38.8271636963,220.450500488,272.749572754,3914.88452148
1702400,-608000,53.4104652405,222.591842651,272.817077637,3631.29296875
1824000,-608000,75.6101989746,225.391281128,272.890655518,3979.19799805
1945600,-608000,105.547958374,227.621047974,272.970550537,3684.13134766
2067200,-608000,141.160186768,231.660949707,272.847717285,2532.90551758
2188800,-608000,192.164276123,236.524520874,273.147766113,2922.90283203
2310400,-608000,208.331634521,239.747436523,272.504943848,1766.03637695
2432000,-608000,216.24671936,245.917663574,272.625854492,1426.59362793
2553600,-608000,598.566040039,255.983230591,272.54864502,887.979797363
2675200,-608000,724.709594727,264.67401123,272.758911133,24.2331733704
-1580800,-729600,1067.85998535,258.163238525,272.250152588,375.510437012
-1459200,-729600,1029.63574219,251.263671875,272.032836914,1206.16992188
-1337600,-729600,538.867919922,245.732055664,272.115142822,2156.87084961
-1216000,-729600,262.940155029,242.801239014,272.144042969,2873.49731445
-1094400,-729600,174.210144043,243.278564453,272.269897461,2269.04492188
-972800,-729600,142.79510498,244.084335327,272.214080811,2142.57299805
-851200,-729600,126.373680115,246.643112183,272.203979492,1717.32727051
-729600,-729600,102.572120667,246.779846191,272.182189941,1716.0489502
-608000,-729600,100.341590881,243.788619995,272.145782471,1015.86627197
-486400,-729600,106.056869507,242.879928589,272.09173584,780.700317383
-364800,-729600,101.415939331,241.513076782,272.093536377,628.793151855
-243200,-729600,108.96182251,241.927658081,272.020782471,357.596221924
-121600,-729600,153.781341553,243.553024292,271.997039795,472.794921875
0,-729600,220.893005371,242.427322388,271.883666992,426.593414307
121600,-729600,247.023742676,242.470718384,271.931732178,149.79675293
243200,-729600,77.6456680298,235.079910278,271.718658447,11.0888824463
364800,-729600,15.7638702393,231.259063721,271.732818604,837.437988281
486400,-729600,20.0232105255,228.519760132,271.699829102,2067.63500977
608000,-729600,17.5705833435,226.314331055,271.721008301,2720.99462891
729600,-729600,14.3095502853,225.396240234,271.768157959,2578.47045898
851200,-729600,15.1992359161,223.543960571,271.827484131,2525.30541992
972800,-729600,16.962802887,221.416381836,271.909454346,2913.74291992
1094400,-729600,16.4482002258,219.785797119,272.011627197,3595.44848633
1216000,-729600,18.3140773773,218.769958496,272.173858643,3598.48803711
1337600,-729600,21.5889854431,218.220718384,272.596405029,4012.71435547
1459200,-729600,30.3516521454,218.606369019,272.654937744,4316.54394531
1580800,-729600,41.9307861328,220.646255493,272.721954346,4087.72314453
1702400,-729600,57.1371803284,224.335266113,272.790405273,3698.65454102
1824000,-729600,78.0490036011,227.920074463,272.86517334,3532.17724609
1945600,-729600,107.730560303,230.89755249,272.947296143,3887.42529297
2067200,-729600,153.423904419,234.747634888,273.03692627,3168.27880859
2188800,-729600,213.835845947,239.170013428,273.135406494,2941.35546875
2310400,-729600,407.456726074,243.842102051,272.474029541,2168.56738281
2432000,-729600,705.541809082,251.637619019,272.477020264,1870.25
-1459200,-851200,1146.25415039,254.757858276,271.884185791,1136.96386719
-1337600,-851200,920.384216309,248.46131897,271.920959473,1306.04541016
-1216000,-851200,324.492736816,240.891113281,271.883178711,1178.99694824
-1094400,-851200,186.482269287,242.129455566,272.01449585,1616.27001953
-972800,-851200,188.457427979,244.775604248,272.151153564,1964.62573242
-851200,-851200,154.883880615,246.394897461,272.261505127,1669.90588379
-729600,-851200,116.428947449,244.537612915,272.240264893,1241.09924316
-608000,-851200,106.343887329,244.427505493,272.194946289,1019.36358643
-486400,-851200,120.878128052,242.756652832,272.122680664,420.143676758
-364800,-851200,105.45690155,241.507568359,272.080444336,469.98223877
-243200,-851200,96.5326309204,241.345581055,272.003479004,289.629760742
-121600,-851200,112.016807556,242.012954712,271.83102417,268.274108887
0,-851200,145.94052124,242.297698975,271.844543457,298.625610352
121600,-851200,182.49168396,241.546783447,271.775482178,288.375183105
243200,-851200,184.657348633,244.056167603,271.695953369,307.481323242
364800,-851200,67.0583343506,234.103256226,271.703613281,75.3426513672
486400,-851200,18.670255661,233.360824585,271.620452881,1821.30151367
608000,-851200,18.7909183502,226.828125,271.673431396,2409.45556641
729600,-851200,17.1111373901,225.432266235,271.724639893,2820.06616211
851200,-851200,17.6300029755,224.41166687,271.775817871,2908.70849609
972800,-851200,18.9552555084,223.104507446,271.842926025,2717.98852539
1094400,-851200,17.7219524384,221.362976074,271.940429688,2743.77783203
1216000,-851200,20.3661499023,219.016159058,272.036468506,3786.2019043
1337600,-851200,23.853313446,219.02456665,271.974487305,3050.65698242
1459200,-851200,34.4664802551,219.81703186,272.621948242,3772.56884766
1580800,-851200,47.9199562073,222.677932739,272.633148193,3326.33178711
1702400,-851200,72.8979721069,226.988220215,272.126037598,2878.18334961
1824000,-851200,101.276565552,230.348373413,272.830963135,3317.52587891
1945600,-851200,152.691726685,234.429122925,272.914031982,3023.8190918
2067200,-851200,232.889923096,238.535583496,272.967834473,2583.28198242
2188800,-851200,365.564117432,243.28125,273.142028809,2291.92456055
2310400,-851200,448.760162354,250.255615234,272.561767578,1252.66918945
-1459200,-972800,1220.4876709,257.573028564,272.049041748,425.356262207
-1337600,-972800,1345.73291016,254.651870728,272.019012451,659.897827148
-1216000,-972800,697.533447266,246.53717041,272.067687988,395.617523193
-1094400,-972800,262.515899658,242.378463745,272.051422119,2202.97998047
-972800,-972800,184.235870361,244.691452026,272.043334961,1322.94689941
-851200,-972800,197.402664185,246.650817871,272.238464355,948.339233398
-729600,-972800,144.149002075,245.963348389,272.32723999,1326.87854004
-608000,-972800,167.67880249,246.543838501,272.169219971,775.641235352
-486400,-972800,112.702514648,242.268295288,272.183166504,736.06842041
-364800,-972800,116.491867065,241.748352051,272.031707764,516.182739258
-243200,-972800,119.039459229,241.640777588,271.931213379,336.845336914
-121600,-972800,118.243835449,241.843414307,271.764038086,275.946502686
0,-972800,128.007980347,241.807434082,271.697509766,231.431274414
121600,-972800,139.975204468,241.310012817,271.624084473,268.185424805
243200,-972800,161.746414185,241.204269409,271.704162598,256.78817749
364800,-972800,152.598693848,244.11289978,271.876434326,990.515808105
486400,-972800,28.9937171936,231.724731445,271.686462402,1307.42810059
608000,-972800,20.3252601624,226.844772339,271.638885498,2008.31237793
729600,-972800,18.2665328979,224.276229858,271.68157959,2893.20678711
851200,-972800,18.6628074646,223.854812622,271.735443115,3097.75537109
972800,-972800,21.8529872894,223.411056519,271.793395996,2642.30371094
1094400,-972800,22.2246360779,222.93270874,271.862823486,2853.11450195
1216000,-972800,22.679227829,222.328292847,271.919616699,2683.35009766
1337600,-972800,27.7111473083,221.421340942,271.948303223,3335.33422852
1459200,-972800,40.8584938049,221.787857056,272.546020508,3572.05761719
1580800,-972800,62.2000694275,224.829788208,272.651763916,3473.69482422
1702400,-972800,92.5020675659,228.998718262,272.718475342,3206.34594727
1824000,-972800,129.885803223,232.711746216,272.790893555,3347.46313477
1945600,-972800,185.7709198,237.1121521,272.870269775,2833.83911133
2067200,-972800,281.895324707,241.997619629,272.9609375,2417.32666016
2188800,-972800,565.611816406,248.842803955,273.101135254,1826.66931152
2310400,-972800,642.214416504,250.943206787,273.116607666,871.707763672
2432000,-972800,456.666870117,256.699737549,272.602844238,719.028137207
-1459200,-1094400,1488.90649414,261.067016602,272.210296631,51.8164024353
-1337600,-1094400,970.768371582,261.800445557,272.514770508,249.241241455
-1216000,-1094400,1504.14978027,254.266204834,272.304931641,900.600708008
-1094400,-1094400,841.41784668,248.955825806,272.125640869,696.264770508
-972800,-1094400,334.253112793,245.780456543,272.107116699,1357.63391113
-851200,-1094400,335.373016357,248.847412109,272.261169434,226.084838867
-729600,-1094400,546.628723145,248.980224609,272.432800293,1656.26525879
-608000,-1094400,247.723251343,248.001556396,272.380950928,1046.28405762
-486400,-1094400,161.424926758,244.314056396,272.398223877,512.498840332
-364800,-1094400,172.140289307,244.664489746,272.032287598,737.516052246
-243200,-1094400,166.742370605,242.831878662,271.746368408,364.795684814
-121600,-1094400,154.487594604,242.377197266,271.706115723,261.220397949
0,-1094400,146.762756348,241.966873169,271.598999023,271.592651367
121600,-1094400,152.359985352,241.576629639,271.589233398,267.468261719
243200,-1094400,160.395874023,242.163925171,271.642822266,323.747253418
364800,-1094400,197.437835693,243.881011963,271.855529785,381.911834717
486400,-1094400,43.4241409302,233.435592651,271.66027832,966.034240723
608000,-1094400,27.55809021,227.010299683,271.592071533,2264.91821289
729600,-1094400,23.0499076843,224.153121948,271.642181396,2871.27148438
851200,-1094400,22.3603935242,223.908294678,271.699127197,3143.50439453
972800,-1094400,24.1815986633,223.690093994,271.759918213,2564.38085938
1094400,-1094400,26.9761695862,223.050689697,271.814605713,3887.71166992
1216000,-1094400,30.7930183411,223.547241211,271.859771729,3420.60131836
1337600,-1094400,37.4502182007,223.012023926,272.013122559,3723.99804688
1459200,-1094400,50.3382415771,223.11479187,272.550689697,3749.82714844
1580800,-1094400,73.3943862915,226.099899292,272.574645996,3387.26025391
1702400,-1094400,107.382888794,230.495666504,272.622131348,3031.49243164
1824000,-1094400,148.198455811,234.682525635,272.746765137,3039.17822266
1945600,-1094400,225.722503662,239.428009033,272.819702148,2572.11401367
2067200,-1094400,405.773803711,245.148925781,272.887573242,2007.64416504
2188800,-1094400,632.251525879,253.08052063,272.909912109,1282.30517578
2310400,-1094400,1464.10424805,257.750701904,272.241333008,598.451416016
-972800,-1216000,1052.19494629,255.772583008,272.184967041,541.51184082
-851200,-1216000,378.522125244,253.095062256,272.36026001,317.879669189
-729600,-1216000,670.314941406,251.163604736,272.713775635,179.219528198
-608000,-1216000,880.349975586,251.89855957,272.297851562,328.450927734
-486400,-1216000,272.392974854,249.760116577,272.442016602,295.003631592
-243200,-1216000,218.470916748,245.235061646,272.112915039,237.155197144
-121600,-1216000,198.841110229,243.878555298,271.938537598,203.041870117
0,-1216000,177.389862061,242.901779175,271.831787109,212.075378418
121600,-1216000,185.637130737,242.52772522,271.843383789,241.778717041
243200,-1216000,179.656280518,242.877944946,271.875213623,153.957168579
364800,-1216000,223.955093384,241.008834839,271.611877441,14.7485303879
486400,-1216000,68.2660369873,230.614944458,271.602355957,984.749023438
608000,-1216000,29.0705337524,226.930892944,271.540679932,2533.33178711
729600,-1216000,28.9618606567,224.693954468,271.602264404,2868.1159668
851200,-1216000,27.1562461853,224.411636353,271.708740234,3261.57983398
972800,-1216000,29.4726467133,224.59576416,271.771850586,2955.59985352
1094400,-1216000,32.0818252563,224.630737305,271.827941895,2942.37207031
1216000,-1216000,41.207447052,224.560775757,271.909088135,2648.79785156
1337600,-1216000,48.2827224731,224.492477417,272.057647705,3556.1730957
1459200,-1216000,59.5216293335,225.261108398,272.225036621,2546.75415039
1580800,-1216000,82.9704208374,228.000595093,272.572967529,3380.01147461
1702400,-1216000,119.16368103,232.322128296,271.895202637,2871.76953125
1824000,-1216000,167.570571899,236.457962036,272.664703369,2714.23291016
1945600,-1216000,259.484710693,241.337036133,272.737640381,2469.34912109
2067200,-1216000,471.658355713,247.865783691,272.669769287,1338.69787598
2188800,-1216000,896.118774414,258.891113281,272.814971924,1684.58728027
0,-1337600,307.600860596,256.95324707,272.05456543,222.244781494
121600,-1337600,234.912750244,246.141067505,272.113800049,35.6669425964
243200,-1337600,243.784088135,249.825027466,272.154815674,133.432723999
486400,-1337600,36.7426872253,234.903930664,271.486572266,618.214904785
608000,-1337600,27.6271896362,230.567077637,271.51574707,1852.68835449
729600,-1337600,31.0122470856,227.216247559,271.610076904,2441.17529297
851200,-1337600,33.7879257202,225.597503662,271.681274414,3265.2512207
972800,-1337600,38.4521865845,225.506973267,271.746582031,3502.12890625
1094400,-1337600,43.6506614685,226.088897705,271.913543701,2839.12060547
1216000,-1337600,53.5673713684,226.687927246,271.965454102,2935.26806641
1337600,-1337600,66.9259490967,227.34803772,272.019439697,2487.1159668
