x-axis,y-axis,precipitation,air_temp,ocean_temp,ice_velocity
-1824000,2553600,635.005065918,268.637664795,273.055969238,-1.0
-1702400,2553600,611.15411377,267.957855225,272.916229248,-1.0
-1580800,2553600,600.429260254,267.300750732,272.854980469,-1.0
-1459200,2553600,597.046508789,266.575653076,272.831573486,-1.0
-1337600,2553600,581.50958252,265.895385742,272.856506348,-1.0
-1216000,2553600,570.389526367,265.365234375,272.83215332,-1.0
-1094400,2553600,552.02923584,265.003265381,272.835021973,-1.0
-972800,2553600,519.206787109,264.814086914,272.823699951,-1.0
-851200,2553600,476.458343506,264.79284668,272.79977417,-1.0
-729600,2553600,454.527313232,264.856750488,272.806610107,-1.0
-608000,2553600,438.812896729,264.916381836,272.80480957,-1.0
-486400,2553600,415.23059082,264.963134766,272.777008057,-1.0
-364800,2553600,397.650299072,264.968139648,272.689758301,-1.0
-243200,2553600,394.282806396,264.963684082,272.643463135,-1.0
-121600,2553600,403.229187012,265.042602539,272.64553833,-1.0
0,2553600,419.316741943,265.07824707,272.682250977,-1.0
121600,2553600,421.852539062,265.098754883,272.723114014,-1.0
243200,2553600,423.441101074,265.186706543,272.765899658,-1.0
364800,2553600,430.302490234,265.210174561,272.825897217,-1.0
486400,2553600,453.095947266,265.182128906,272.909393311,-1.0
608000,2553600,483.918731689,265.458831787,272.934082031,-1.0
729600,2553600,509.989562988,265.838134766,272.962005615,-1.0
851200,2553600,526.914001465,266.045288086,273.015838623,-1.0
972800,2553600,547.411560059,266.282318115,273.152130127,-1.0
1094400,2553600,567.983154297,266.565338135,273.341064453,-1.0
1216000,2553600,583.142822266,266.966003418,273.580200195,-1.0
1337600,2553600,616.805053711,267.390441895,273.848999023,-1.0
1459200,2553600,672.233459473,267.844116211,273.93560791,-1.0
1580800,2553600,718.442260742,268.390930176,273.946746826,-1.0
1702400,2553600,759.051574707,268.943695068,273.962005615,-1.0
1824000,2553600,804.225952148,269.537567139,274.015380859,-1.0
1945600,2553600,848.949035645,270.151519775,274.116729736,-1.0
2067200,2553600,891.78302002,270.78503418,274.244384766,-1.0
-2188800,2432000,646.96270752,270.994842529,273.779449463,-1.0
-2067200,2432000,645.666381836,269.698944092,273.380981445,-1.0
-1945600,2432000,649.546081543,268.721679688,273.120880127,-1.0
-1824000,2432000,629.670898438,267.958404541,272.946868896,-1.0
-1702400,2432000,591.524475098,267.364837646,272.865264893,-1.0
-1580800,2432000,580.239257812,266.723480225,272.83026123,-1.0
-1459200,2432000,571.872924805,265.969665527,272.81137085,-1.0
-1337600,2432000,546.436523438,265.293762207,272.796936035,-1.0
-1216000,2432000,521.008300781,264.82723999,272.787719727,-1.0
-1094400,2432000,506.11138916,264.638305664,272.80847168,-1.0
-972800,2432000,482.674530029,264.557495117,272.790313721,-1.0
-851200,2432000,443.964141846,264.527404785,272.789031982,-1.0
-729600,2432000,424.933410645,264.586334229,272.789276123,-1.0
-608000,2432000,417.266448975,264.61807251,272.753967285,-1.0
-486400,2432000,392.560791016,264.700775146,272.710723877,-1.0
-364800,2432000,366.070953369,264.74029541,272.642272949,-1.0
-243200,2432000,365.610748291,264.751068115,272.605621338,-1.0
-121600,2432000,380.323822021,264.863220215,272.613769531,-1.0
0,2432000,398.369018555,264.998565674,272.653564453,-1.0
121600,2432000,406.202453613,265.105621338,272.704193115,-1.0
243200,2432000,410.374176025,265.209533691,272.736572266,-1.0
364800,2432000,407.128845215,265.129852295,272.747619629,-1.0
486400,2432000,405.952392578,264.936065674,272.781860352,-1.0
608000,2432000,416.842590332,265.339660645,272.831756592,-1.0
729600,2432000,449.700775146,265.844940186,272.90246582,-1.0
851200,2432000,473.739746094,266.032348633,272.985015869,-1.0
972800,2432000,496.647277832,266.231933594,273.05267334,-1.0
1094400,2432000,531.564758301,266.467498779,273.178833008,-1.0
1216000,2432000,569.476318359,266.811645508,273.350952148,-1.0
1337600,2432000,607.483337402,267.31350708,273.632720947,-1.0
1459200,2432000,649.212097168,267.756896973,273.807556152,-1.0
1580800,2432000,690.932800293,268.226959229,273.829528809,-1.0
1702400,2432000,737.766967773,268.736297607,273.92401123,-1.0
1824000,2432000,790.448913574,269.291534424,273.984130859,-1.0
1945600,2432000,844.53704834,269.9480896,274.099456787,-1.0
2067200,2432000,892.927978516,270.658111572,274.211486816,-1.0
2188800,2432000,917.392578125,271.39440918,274.401550293,-1.0
-2310400,2310400,558.648986816,271.189178467,274.045288086,-1.0
-2188800,2310400,629.953369141,270.156311035,273.618225098,-1.0
-2067200,2310400,619.531616211,268.907409668,273.194244385,-1.0
-1945600,2310400,617.004882812,267.915863037,272.969909668,-1.0
-1824000,2310400,594.478820801,267.152984619,272.843475342,-1.0
-1702400,2310400,552.193359375,266.538574219,272.789733887,-1.0
-1580800,2310400,530.35723877,265.895996094,272.737884521,-1.0
-1459200,2310400,519.606872559,265.198791504,272.702697754,-1.0
-1337600,2310400,492.14263916,264.627502441,272.694671631,-1.0
-1216000,2310400,461.953338623,264.262969971,272.695129395,-1.0
-1094400,2310400,450.7684021,264.140045166,272.70135498,-1.0
-972800,2310400,431.072387695,264.061523438,272.690460205,-1.0
-851200,2310400,398.597198486,263.939849854,272.668121338,-1.0
-729600,2310400,387.801055908,263.958007812,272.640625,-1.0
-608000,2310400,377.64276123,264.018890381,272.591094971,-1.0
-486400,2310400,363.272766113,264.128997803,272.565704346,-1.0
-364800,2310400,357.779907227,264.123413086,272.523864746,-1.0
-243200,2310400,359.546691895,264.030151367,272.477600098,-1.0
-121600,2310400,384.079315186,264.119171143,272.448303223,-1.0
0,2310400,399.108947754,264.121398926,272.473693848,-1.0
121600,2310400,404.238494873,264.322631836,272.517150879,-1.0
243200,2310400,419.113464355,264.605834961,272.572052002,-1.0
364800,2310400,413.756256104,264.65057373,272.584136963,-1.0
486400,2310400,392.217071533,264.428192139,272.572235107,-1.0
608000,2310400,392.958007812,264.315551758,272.573272705,-1.0
729600,2310400,413.683288574,264.869781494,272.634277344,-1.0
851200,2310400,437.725280762,265.420043945,272.745178223,-1.0
972800,2310400,442.802368164,265.815673828,272.855804443,-1.0
1094400,2310400,477.750183105,266.148620605,272.956085205,-1.0
1216000,2310400,535.800842285,266.53894043,273.038208008,-1.0
1337600,2310400,587.294616699,267.046630859,273.199859619,-1.0
1459200,2310400,617.053222656,267.488983154,273.301483154,-1.0
1580800,2310400,649.679931641,268.029937744,273.464508057,-1.0
1702400,2310400,704.708251953,268.415100098,273.677215576,-1.0
1824000,2310400,764.999206543,268.78616333,273.838928223,-1.0
1945600,2310400,819.31640625,269.352600098,273.979370117,-1.0
2067200,2310400,864.35925293,269.98638916,274.122253418,-1.0
2188800,2310400,900.656738281,270.782714844,274.267883301,-1.0
2310400,2310400,926.02911377,271.517700195,274.443389893,-1.0
-2432000,2188800,673.701843262,270.912902832,274.192108154,-1.0
-2310400,2188800,620.413452148,270.233123779,273.718109131,-1.0
-2188800,2188800,589.188049316,269.349456787,273.382019043,-1.0
-2067200,2188800,576.635620117,268.210784912,273.012878418,-1.0
-1945600,2188800,585.667480469,267.209838867,272.837402344,-1.0
-1824000,2188800,574.258056641,266.417999268,272.73046875,-1.0
-1702400,2188800,529.65222168,265.732055664,272.651977539,-1.0
-1580800,2188800,494.352325439,265.103942871,272.592926025,-1.0
-1459200,2188800,471.095397949,264.489776611,272.589080811,-1.0
-1337600,2188800,443.373077393,263.997497559,272.590637207,-1.0
-1216000,2188800,414.599029541,263.660522461,272.58505249,-1.0
-1094400,2188800,399.937561035,263.471435547,272.571136475,-1.0
-972800,2188800,380.471405029,263.298431396,272.547027588,-1.0
-851200,2188800,349.853088379,263.113067627,272.526306152,-1.0
-729600,2188800,352.569213867,263.131378174,272.491729736,-1.0
-608000,2188800,350.600646973,263.313690186,272.444946289,-1.0
-486400,2188800,350.225616455,263.439331055,272.437347412,-1.0
-364800,2188800,396.511230469,263.287994385,272.423370361,-1.0
-243200,2188800,434.959655762,262.733581543,272.451751709,-1.0
-121600,2188800,436.197692871,261.585906982,272.460266113,-1.0
0,2188800,403.362182617,255.222930908,272.468902588,-1.0
121600,2188800,437.285949707,260.191833496,272.928741455,-1.0
243200,2188800,388.587188721,261.395141602,273.101837158,-1.0
364800,2188800,372.779785156,261.924621582,272.887237549,-1.0
486400,2188800,370.217895508,262.852783203,272.786682129,-1.0
608000,2188800,362.450439453,262.247741699,272.642852783,-1.0
729600,2188800,407.468109131,263.812561035,272.449493408,-1.0
851200,2188800,420.354919434,264.543731689,272.519561768,-1.0
972800,2188800,435.868591309,264.984832764,272.601501465,-1.0
1094400,2188800,466.66809082,265.544494629,272.677612305,-1.0
1216000,2188800,527.089050293,266.059326172,272.760650635,-1.0
1337600,2188800,583.409790039,266.621582031,272.814086914,-1.0
1459200,2188800,601.787841797,267.291168213,272.886566162,-1.0
1580800,2188800,638.081970215,268.085174561,273.095947266,-1.0
1702400,2188800,692.627746582,268.428375244,273.375579834,-1.0
1824000,2188800,753.188537598,268.61328125,273.628051758,-1.0
1945600,2188800,801.945373535,268.903900146,273.820251465,-1.0
2067200,2188800,849.840515137,269.279144287,273.97064209,-1.0
2188800,2188800,887.430664062,269.967254639,274.115753174,-1.0
2310400,2188800,907.859191895,270.806671143,274.272399902,-1.0
2432000,2188800,946.760009766,271.606048584,274.506958008,-1.0
-2553600,2067200,679.767822266,271.398895264,274.384460449,-1.0
-2432000,2067200,619.730163574,270.124389648,273.825744629,-1.0
-2310400,2067200,571.329650879,269.184265137,273.439544678,-1.0
-2188800,2067200,545.758300781,268.323028564,273.09375,-1.0
-2067200,2067200,538.33380127,267.311767578,272.85256958,-1.0
-1945600,2067200,557.659790039,266.38961792,272.679656982,-1.0
-1824000,2067200,550.786254883,265.560455322,272.581848145,-1.0
-1702400,2067200,501.877380371,264.891571045,272.513580322,-1.0
-1580800,2067200,452.374908447,264.315948486,272.499847412,-1.0
-1459200,2067200,419.764190674,263.739440918,272.497833252,-1.0
-1337600,2067200,385.838745117,263.249725342,272.492523193,-1.0
-1216000,2067200,358.888061523,262.862762451,272.468536377,-1.0
-1094400,2067200,350.750152588,262.582183838,272.44732666,-1.0
-972800,2067200,338.689575195,262.363372803,272.428192139,-1.0
-851200,2067200,312.500976562,262.16192627,272.395721436,-1.0
-729600,2067200,312.913024902,262.211547852,272.363769531,-1.0
-608000,2067200,330.036987305,262.404571533,272.321228027,-1.0
-486400,2067200,359.968536377,262.678009033,272.309997559,-1.0
-364800,2067200,399.858459473,258.919281006,272.38482666,-1.0
-243200,2067200,404.280639648,251.581512451,272.344940186,4.78273820877
-121600,2067200,527.547485352,250.521286011,272.534759521,0.0172012951225
0,2067200,352.272277832,249.629226685,272.597290039,590.315246582
121600,2067200,261.181396484,251.433914185,273.296386719,45.1919975281
243200,2067200,358.309295654,250.613601685,273.66619873,17.1357212067
364800,2067200,101.28717041,251.826675415,273.610137939,32.0875205994
486400,2067200,236.30519104,252.893005371,273.423950195,11.5625858307
608000,2067200,254.874176025,252.892196655,273.565673828,1.71867978573
729600,2067200,259.316070557,254.88293457,273.485168457,-1.0
851200,2067200,307.132751465,262.44229126,272.876556396,-1.0
972800,2067200,383.164459229,263.999847412,272.460510254,-1.0
1094400,2067200,467.397003174,264.817230225,272.424621582,-1.0
1216000,2067200,522.458374023,265.192352295,272.385620117,-1.0
1337600,2067200,617.944335938,265.886901855,272.638916016,-1.0
1459200,2067200,615.346496582,266.84954834,272.688598633,-1.0
1580800,2067200,678.547302246,268.081878662,272.93661499,-1.0
1702400,2067200,737.837524414,268.423248291,273.175048828,-1.0
1824000,2067200,774.78125,268.674316406,273.398498535,-1.0
1945600,2067200,823.652954102,268.895172119,273.63571167,-1.0
2067200,2067200,874.129150391,268.898864746,273.766571045,-1.0
2188800,2067200,893.585327148,269.241394043,273.894134521,-1.0
2310400,2067200,900.266906738,269.956665039,274.062286377,-1.0
2432000,2067200,925.771240234,270.761749268,274.27722168,-1.0
2553600,2067200,964.140197754,271.589050293,274.535491943,-1.0
-2675200,1945600,705.257568359,272.5625,274.594726562,-1.0
-2553600,1945600,644.26739502,271.065032959,273.924346924,-1.0
-2432000,1945600,592.606323242,269.436798096,273.390350342,-1.0
-2310400,1945600,534.409118652,268.255004883,273.083068848,-1.0
-2188800,1945600,508.560760498,267.348236084,272.856079102,-1.0
-2067200,1945600,495.453277588,266.455566406,272.640594482,-1.0
-1945600,1945600,504.180175781,265.57409668,272.532745361,-1.0
-1824000,1945600,493.036437988,264.753387451,272.455627441,-1.0
-1702400,1945600,446.156555176,264.092895508,272.417053223,-1.0
-1580800,1945600,401.76348877,263.539428711,272.412109375,-1.0
-1459200,1945600,359.7237854,262.973419189,272.410614014,-1.0
-1337600,1945600,326.338623047,262.475158691,272.40222168,-1.0
-1216000,1945600,306.821105957,262.076446533,272.378112793,-1.0
-1094400,1945600,308.144134521,261.795227051,272.340942383,-1.0
-972800,1945600,305.841918945,261.56237793,272.314971924,-1.0
-851200,1945600,286.557891846,261.336090088,272.284576416,-1.0
-729600,1945600,277.232116699,261.35546875,272.271331787,-1.0
-608000,1945600,302.673461914,261.455352783,272.257232666,-1.0
-486400,1945600,345.779663086,260.646362305,272.289520264,-1.0
-364800,1945600,186.801818848,251.436431885,272.184448242,12.7245674133
-243200,1945600,228.084350586,249.175735474,272.485015869,5.34193515778
-121600,1945600,461.252807617,244.585754395,272.646972656,0.0190990045667
0,1945600,247.852111816,245.556732178,272.825622559,0.0385052338243
121600,1945600,137.003936768,239.514190674,273.108215332,0.238733917475
243200,1945600,208.756500244,237.898086548,273.338439941,0.0640606284142
364800,1945600,24.05493927,239.428649902,273.437042236,0.0504080243409
486400,1945600,235.269958496,243.499557495,273.538543701,3.2553460598
608000,1945600,139.978622437,248.213760376,273.798858643,11.4859905243
729600,1945600,73.8946533203,251.535491943,274.15020752,607.577575684
851200,1945600,84.2209777832,253.604003906,274.271881104,-1.0
972800,1945600,122.411026001,254.548980713,273.941833496,124.26776123
1094400,1945600,296.400054932,257.117340088,272.80847168,247.499832153
1216000,1945600,302.577148438,258.6534729,272.011566162,-1.0
1337600,1945600,833.270202637,263.782470703,272.551086426,-1.0
1459200,1945600,638.17364502,265.609130859,272.503875732,-1.0
1580800,1945600,678.044555664,267.026184082,272.81161499,-1.0
1702400,1945600,770.735595703,267.596130371,273.014038086,-1.0
1824000,1945600,808.244995117,268.17288208,273.173706055,-1.0
1945600,1945600,866.708251953,268.784393311,273.340118408,-1.0
2067200,1945600,920.756469727,268.97769165,273.481781006,-1.0
2188800,1945600,935.59777832,268.954193115,273.635253906,-1.0
2310400,1945600,920.517089844,269.369995117,273.824005127,-1.0
2432000,1945600,933.110229492,270.100738525,274.04876709,-1.0
2553600,1945600,962.989196777,270.920898438,274.313476562,-1.0
2675200,1945600,989.6796875,271.864959717,274.61819458,-1.0
-2675200,1824000,723.613830566,272.43661499,274.19128418,-1.0
-2553600,1824000,619.192199707,270.699371338,273.443725586,-1.0
-2432000,1824000,557.352600098,268.791381836,273.076629639,-1.0
-2310400,1824000,512.577148438,267.332489014,272.737854004,-1.0
-2188800,1824000,456.755310059,266.387023926,272.601867676,-1.0
-2067200,1824000,428.941009521,265.660644531,272.465576172,-1.0
-1945600,1824000,416.306091309,264.919158936,272.370666504,-1.0
-1824000,1824000,400.020629883,264.068511963,272.341644287,-1.0
-1702400,1824000,357.337585449,263.335174561,272.317169189,-1.0
-1580800,1824000,326.505645752,262.735046387,272.305511475,-1.0
-1459200,1824000,291.784423828,262.13583374,272.300354004,-1.0
-1337600,1824000,269.101837158,261.623779297,272.296325684,-1.0
-1216000,1824000,260.975006104,261.188140869,272.279571533,-1.0
-1094400,1824000,270.508148193,260.982788086,272.253936768,-1.0
-972800,1824000,275.081512451,260.79309082,272.231933594,-1.0
-851200,1824000,261.762878418,260.603668213,272.211669922,-1.0
-729600,1824000,247.090301514,260.90020752,272.201019287,-1.0
-608000,1824000,284.492675781,259.473480225,272.245269775,-1.0
-486400,1824000,313.553070068,250.175125122,272.43157959,59.0580444336
-364800,1824000,232.738769531,250.046356201,272.45123291,17.3451766968
-243200,1824000,125.927696228,243.397171021,272.515930176,0.811231851578
-121600,1824000,165.824188232,237.770812988,272.636535645,0.171598896384
0,1824000,133.575973511,235.86088562,272.758789062,252.204467773
121600,1824000,59.6218109131,232.790740967,272.967346191,17.4647445679
243200,1824000,46.6621208191,229.839523315,273.143463135,0.985712110996
364800,1824000,41.6861381531,231.40335083,273.291625977,8.27336788177
486400,1824000,108.993606567,233.594467163,273.430938721,11.1315765381
608000,1824000,133.421630859,238.842697144,273.607940674,10.4551782608
729600,1824000,-2.95893859863,243.7578125,273.790802002,0.0520413145423
851200,1824000,-7.34898376465,248.107208252,273.887420654,0.0234069246799
972800,1824000,10.9158325195,252.088058472,273.883850098,2118.91137695
1094400,1824000,88.2822799683,251.118560791,273.052581787,41.6685523987
1216000,1824000,189.447814941,252.220901489,272.474212646,6.84981298447
1337600,1824000,809.461791992,256.165863037,271.962615967,-1.0
1459200,1824000,490.323974609,264.065856934,272.651245117,-1.0
1580800,1824000,446.606201172,265.025238037,273.23059082,-1.0
1702400,1824000,729.460388184,265.452209473,273.223052979,-1.0
1824000,1824000,849.242919922,266.352813721,272.981719971,-1.0
1945600,1824000,891.799743652,267.416656494,273.067230225,-1.0
2067200,1824000,974.795227051,268.44039917,273.134338379,-1.0
2188800,1824000,1042.1340332,268.839904785,273.330352783,-1.0
2310400,1824000,974.240966797,269.111328125,273.57321167,-1.0
2432000,1824000,938.637817383,269.719787598,273.831634521,-1.0
2553600,1824000,957.616027832,270.383300781,274.108551025,-1.0
2675200,1824000,987.870178223,271.291931152,274.42666626,-1.0
-2796800,1702400,722.12902832,273.106719971,274.844665527,-1.0
-2675200,1702400,688.33001709,272.240142822,274.136962891,-1.0
-2553600,1702400,563.004699707,270.654144287,273.487976074,-1.0
-2432000,1702400,423.907501221,267.904144287,272.817474365,-1.0
-2310400,1702400,398.914978027,266.431427002,272.511962891,-1.0
-2188800,1702400,395.181610107,265.445129395,272.36227417,-1.0
-2067200,1702400,363.981536865,264.844116211,272.28515625,-1.0
-1945600,1702400,336.077423096,264.218566895,272.23147583,-1.0
-1824000,1702400,313.810424805,263.465423584,272.220214844,-1.0
-1702400,1702400,279.543426514,262.667327881,272.205047607,-1.0
-1580800,1702400,253.390777588,261.981079102,272.196899414,-1.0
-1459200,1702400,232.318389893,261.359466553,272.189727783,-1.0
-1337600,1702400,223.499511719,260.831207275,272.186676025,-1.0
-1216000,1702400,227.178131104,260.396575928,272.186065674,-1.0
-1094400,1702400,236.374359131,260.259063721,272.175079346,-1.0
-972800,1702400,250.840377808,260.16015625,272.167938232,-1.0
-851200,1702400,238.851226807,260.063262939,272.145507812,-1.0
-729600,1702400,231.294952393,260.640625,272.121582031,-1.0
-608000,1702400,170.389312744,251.660720825,272.005767822,276.9480896
-486400,1702400,118.009361267,248.337997437,272.269134521,0.154698655009
-364800,1702400,217.031555176,247.678344727,272.281280518,9.67966270447
-243200,1702400,201.755065918,240.729721069,272.453948975,0.091497682035
-121600,1702400,57.1396179199,231.852828979,272.549346924,0.823786437511
0,1702400,72.2125473022,229.546508789,272.678222656,14.6414880753
121600,1702400,65.1156158447,229.027069092,272.838928223,19.7968139648
243200,1702400,49.0438308716,227.169616699,272.989257812,7.34343004227
364800,1702400,46.0491256714,226.408157349,273.134246826,2.77080798149
486400,1702400,55.4937057495,228.133758545,273.264190674,11.0503358841
608000,1702400,80.3740005493,231.550888062,273.392974854,18.5864486694
729600,1702400,63.2227325439,234.770721436,273.499938965,18.2375907898
851200,1702400,175.857757568,237.102676392,273.537841797,0.935231089592
972800,1702400,97.9282150269,243.360778809,273.475738525,721.446472168
1094400,1702400,62.3743057251,245.460876465,273.00680542,10.2421951294
1216000,1702400,74.440826416,246.012069702,272.61831665,5.63099908829
1337600,1702400,480.80368042,248.961685181,272.348602295,19.3915214539
1459200,1702400,168.17401123,251.58442688,272.406677246,39.6466445923
1580800,1702400,220.257553101,248.385604858,273.108978271,12.0047807693
1702400,1702400,624.417053223,253.01121521,273.306488037,24.7894687653
1824000,1702400,848.758911133,259.982971191,272.946655273,23.4680519104
1945600,1702400,824.33215332,265.0574646,273.323486328,-1.0
2067200,1702400,740.422119141,266.661651611,273.059112549,-1.0
2188800,1702400,1084.22790527,267.937103271,273.176849365,-1.0
2310400,1702400,1077.97143555,268.769836426,273.349975586,-1.0
2432000,1702400,952.754150391,269.414123535,273.643798828,-1.0
2553600,1702400,943.625,270.138000488,273.95413208,-1.0
2675200,1702400,974.189697266,271.04574585,274.267089844,-1.0
2796800,1702400,1011.08258057,272.115142822,274.599639893,-1.0
-2918400,1580800,705.92364502,273.316925049,274.617370605,-1.0
