-3040000	3040000	292.724517822
-2918400	3040000	274.174041748
-2796800	3040000	273.751647949
-2675200	3040000	273.204681396
-2553600	3040000	272.617889404
-2432000	3040000	272.000732422
-2310400	3040000	271.372833252
-2188800	3040000	270.769317627
-2067200	3040000	270.114715576
-1945600	3040000	269.394012451
-1824000	3040000	268.628723145
-1702400	3040000	268.01159668
-1580800	3040000	267.550872803
-1459200	3040000	267.154907227
-1337600	3040000	266.841583252
-1216000	3040000	266.624084473
-1094400	3040000	266.458007812
-972800	3040000	266.339508057
-851200	3040000	266.326416016
-729600	3040000	266.307617188
-608000	3040000	266.214355469
-486400	3040000	266.00869751
-364800	3040000	265.637969971
-243200	3040000	265.023101807
-121600	3040000	264.427978516
0	3040000	264.039367676
121600	3040000	263.866455078
243200	3040000	263.796661377
364800	3040000	263.848968506
486400	3040000	264.03225708
608000	3040000	264.343566895
729600	3040000	264.693695068
851200	3040000	265.081268311
972800	3040000	265.563537598
1094400	3040000	266.031433105
1216000	3040000	266.521484375
1337600	3040000	267.049102783
1459200	3040000	267.575134277
1580800	3040000	268.069152832
1702400	3040000	268.569641113
1824000	3040000	269.082824707
1945600	3040000	269.591400146
2067200	3040000	270.078826904
2188800	3040000	270.514892578
2310400	3040000	270.880859375
2432000	3040000	271.180511475
2553600	3040000	271.36315918
2675200	3040000	271.440887451
2796800	3040000	271.457458496
2918400	3040000	271.423248291
3040000	3040000	289.3019104
-3040000	2918400	274.544006348
-2918400	2918400	274.187530518
-2796800	2918400	273.752746582
-2675200	2918400	273.231262207
-2553600	2918400	272.774719238
-2432000	2918400	272.410522461
-2310400	2918400	271.897033691
-2188800	2918400	271.207977295
-2067200	2918400	270.44833374
-1945600	2918400	269.570709229
-1824000	2918400	268.728179932
-1702400	2918400	268.072052002
-1580800	2918400	267.618743896
-1459200	2918400	267.262298584
-1337600	2918400	266.982818604
-1216000	2918400	266.785186768
-1094400	2918400	266.571105957
-972800	2918400	266.465057373
-851200	2918400	266.502471924
-729600	2918400	266.487701416
-608000	2918400	266.301330566
-486400	2918400	265.96383667
-364800	2918400	265.59262085
-243200	2918400	265.003723145
-121600	2918400	264.334625244
0	2918400	263.893035889
121600	2918400	263.667694092
243200	2918400	263.556365967
364800	2918400	263.574645996
486400	2918400	263.800872803
608000	2918400	264.189788818
729600	2918400	264.580627441
851200	2918400	265.006103516
972800	2918400	265.506195068
1094400	2918400	265.978881836
1216000	2918400	266.428894043
1337600	2918400	266.923370361
1459200	2918400	267.46295166
1580800	2918400	268.006072998
1702400	2918400	268.554504395
1824000	2918400	269.125061035
1945600	2918400	269.684753418
2067200	2918400	270.219848633
2188800	2918400	270.683166504
2310400	2918400	271.071350098
2432000	2918400	271.376159668
2553600	2918400	271.548736572
2675200	2918400	271.613647461
2796800	2918400	271.617492676
2918400	2918400	271.591247559
3040000	2918400	271.439422607
-3040000	2796800	274.677001953
-2918400	2796800	274.298980713
-2796800	2796800	273.847351074
-2675200	2796800	273.35546875
-2553600	2796800	272.988342285
-2432000	2796800	272.831848145
-2310400	2796800	272.46206665
-2188800	2796800	271.613098145
-2067200	2796800	270.58782959
-1945600	2796800	269.598754883
-1824000	2796800	268.717041016
-1702400	2796800	268.071228027
-1580800	2796800	267.612182617
-1459200	2796800	267.225189209
-1337600	2796800	266.906280518
-1216000	2796800	266.659210205
-1094400	2796800	266.455596924
-972800	2796800	266.444580078
-851200	2796800	266.59362793
-729600	2796800	266.521636963
-608000	2796800	266.198547363
-486400	2796800	265.752227783
-364800	2796800	265.299041748
-243200	2796800	264.763641357
-121600	2796800	264.155731201
0	2796800	263.749145508
121600	2796800	263.572601318
243200	2796800	263.447387695
364800	2796800	263.472503662
486400	2796800	263.665252686
608000	2796800	263.940338135
729600	2796800	264.289398193
851200	2796800	264.78604126
972800	2796800	265.374633789
1094400	2796800	265.925048828
1216000	2796800	266.427093506
1337600	2796800	266.902618408
1459200	2796800	267.431304932
1580800	2796800	268.004638672
1702400	2796800	268.575683594
1824000	2796800	269.166320801
1945600	2796800	269.761993408
2067200	2796800	270.35168457
2188800	2796800	270.867401123
2310400	2796800	271.294403076
2432000	2796800	271.62612915
2553600	2796800	271.830291748
2675200	2796800	271.916870117
2796800	2796800	271.938232422
2918400	2796800	271.915924072
3040000	2796800	271.777587891
-3040000	2675200	274.934082031
-2918400	2675200	274.575683594
-2796800	2675200	274.171112061
-2675200	2675200	273.705718994
-2553600	2675200	273.366790771
-2432000	2675200	273.205322266
-2310400	2675200	272.821136475
-2188800	2675200	271.856536865
-2067200	2675200	270.592285156
-1945600	2675200	269.485046387
-1824000	2675200	268.61328125
-1702400	2675200	267.971160889
-1580800	2675200	267.500915527
-1459200	2675200	267.084625244
-1337600	2675200	266.711151123
-1216000	2675200	266.408325195
-1094400	2675200	266.250823975
-972800	2675200	266.349731445
-851200	2675200	266.525970459
-729600	2675200	266.366210938
-608000	2675200	265.841339111
-486400	2675200	265.274475098
-364800	2675200	264.658111572
-243200	2675200	264.070251465
-121600	2675200	263.542419434
0	2675200	263.207794189
121600	2675200	263.114532471
243200	2675200	263.01953125
364800	2675200	263.040863037
486400	2675200	263.1925354
608000	2675200	263.365234375
729600	2675200	263.73449707
851200	2675200	264.448455811
972800	2675200	265.247894287
1094400	2675200	265.89352417
1216000	2675200	266.473419189
1337600	2675200	266.949737549
1459200	2675200	267.471374512
1580800	2675200	268.031219482
1702400	2675200	268.595214844
1824000	2675200	269.178375244
1945600	2675200	269.790252686
2067200	2675200	270.443450928
2188800	2675200	271.039642334
2310400	2675200	271.526977539
2432000	2675200	271.921722412
2553600	2675200	272.197814941
2675200	2675200	272.350830078
2796800	2675200	272.432739258
2918400	2675200	272.460449219
3040000	2675200	272.334838867
-3040000	2553600	275.204589844
-2918400	2553600	274.893432617
-2796800	2553600	274.692169189
-2675200	2553600	274.198242188
-2553600	2553600	273.788421631
-2432000	2553600	273.526855469
-2310400	2553600	272.992431641
