-3040000	3040000	0	NaN	4	723.606323242	292.64944458	9.96920996839e+36
-2918400	3040000	0	NaN	4	704.004211426	274.085479736	9.96920996839e+36
-2796800	3040000	0	NaN	4	725.697509766	273.704528809	9.96920996839e+36
-2675200	3040000	0	NaN	4	728.007751465	273.260223389	9.96920996839e+36
-2553600	3040000	0	NaN	4	709.092773438	272.727844238	9.96920996839e+36
-2432000	3040000	0	NaN	4	671.291748047	272.122009277	9.96920996839e+36
-2310400	3040000	0	NaN	4	630.934875488	271.44519043	9.96920996839e+36
-2188800	3040000	0	NaN	4	603.332519531	270.754180908	9.96920996839e+36
-2067200	3040000	0	NaN	4	587.78302002	269.973724365	9.96920996839e+36
-1945600	3040000	0	NaN	4	570.909484863	269.109588623	9.96920996839e+36
-1824000	3040000	0	NaN	4	557.099365234	268.223297119	9.96920996839e+36
-1702400	3040000	0	NaN	4	541.122680664	267.579589844	9.96920996839e+36
-1580800	3040000	0	NaN	4	515.318664551	267.221282959	9.96920996839e+36
-1459200	3040000	0	NaN	4	504.742614746	266.883422852	9.96920996839e+36
-1337600	3040000	0	NaN	4	501.906188965	266.550445557	272.941162109
-1216000	3040000	0	NaN	4	492.868743896	266.279144287	272.87411499
-1094400	3040000	0	NaN	4	474.12979126	266.075408936	272.818572998
-972800	3040000	0	NaN	4	458.148590088	265.91116333	272.775024414
-851200	3040000	0	NaN	4	454.17376709	265.76184082	272.74230957
-729600	3040000	0	NaN	4	454.078277588	265.606170654	272.71887207
-608000	3040000	0	NaN	4	466.615936279	265.476318359	272.700286865
-486400	3040000	0	NaN	4	491.39163208	265.359619141	272.68572998
-364800	3040000	0	NaN	4	513.807678223	265.224761963	272.678161621
-243200	3040000	0	NaN	4	522.896179199	265.071838379	272.676422119
-121600	3040000	0	NaN	4	523.555908203	264.970703125	272.686096191
0	3040000	0	NaN	4	529.125244141	265.025726318	272.703369141
121600	3040000	0	NaN	4	536.55645752	265.205871582	272.717559814
243200	3040000	0	NaN	4	546.760070801	265.469696045	272.802612305
364800	3040000	0	NaN	4	559.667297363	265.68447876	272.855316162
486400	3040000	0	NaN	4	572.476257324	265.891967773	272.922119141
608000	3040000	0	NaN	4	582.164489746	266.137054443	273.022583008
729600	3040000	0	NaN	4	589.079956055	266.398834229	273.19052124
851200	3040000	0	NaN	4	603.63873291	266.668212891	273.349731445
972800	3040000	0	NaN	4	634.254455566	266.964813232	273.440795898
1094400	3040000	0	NaN	4	662.116821289	267.281860352	273.493804932
1216000	3040000	0	NaN	4	686.335754395	267.561798096	273.550354004
1337600	3040000	0	NaN	4	706.106445312	267.787231445	273.652526855
1459200	3040000	0	NaN	4	729.267578125	268.002319336	9.96920996839e+36
1580800	3040000	0	NaN	4	751.352600098	268.347137451	9.96920996839e+36
1702400	3040000	0	NaN	4	759.260559082	268.850860596	9.96920996839e+36
1824000	3040000	0	NaN	4	770.993469238	269.438232422	9.96920996839e+36
1945600	3040000	0	NaN	4	795.767944336	270.022918701	9.96920996839e+36
2067200	3040000	0	NaN	4	828.371520996	270.544036865	9.96920996839e+36
2188800	3040000	0	NaN	4	869.366149902	270.984405518	9.96920996839e+36
2310400	3040000	0	NaN	4	893.69317627	271.349304199	9.96920996839e+36
2432000	3040000	0	NaN	4	876.594482422	271.64831543	9.96920996839e+36
2553600	3040000	0	NaN	4	847.773742676	271.882019043	9.96920996839e+36
2675200	3040000	0	NaN	4	842.939331055	272.0234375	9.96920996839e+36
2796800	3040000	0	NaN	4	866.665588379	272.075866699	9.96920996839e+36
2918400	3040000	0	NaN	4	901.93145752	272.034057617	9.96920996839e+36
3040000	3040000	0	NaN	4	975.260864258	289.927429199	9.96920996839e+36
-3040000	2918400	0	NaN	4	726.343383789	274.502990723	9.96920996839e+36
-2918400	2918400	0	NaN	4	749.667297363	274.174743652	9.96920996839e+36
-2796800	2918400	0	NaN	4	756.800231934	273.79888916	9.96920996839e+36
-2675200	2918400	0	NaN	4	739.992614746	273.358428955	9.96920996839e+36
-2553600	2918400	0	NaN	4	709.604797363	272.817840576	9.96920996839e+36
-2432000	2918400	0	NaN	4	671.942504883	272.185272217	9.96920996839e+36
-2310400	2918400	0	NaN	4	632.395812988	271.486419678	9.96920996839e+36
-2188800	2918400	0	NaN	4	603.520080566	270.733001709	9.96920996839e+36
