-3040000	3040000	0	NaN	4	724.17980957	293.750518799	9.96920996839e+36
-2918400	3040000	0	NaN	4	695.893798828	275.069274902	9.96920996839e+36
-2796800	3040000	0	NaN	4	705.613708496	274.560699463	9.96920996839e+36
-2675200	3040000	0	NaN	4	694.585388184	274.050567627	9.96920996839e+36
-2553600	3040000	0	NaN	4	682.387207031	273.495666504	9.96920996839e+36
-2432000	3040000	0	NaN	4	675.556518555	272.820373535	9.96920996839e+36
-2310400	3040000	0	NaN	4	657.19140625	272.084259033	9.96920996839e+36
-2188800	3040000	0	NaN	4	636.71307373	271.419433594	9.96920996839e+36
-2067200	3040000	0	NaN	4	627.663391113	270.787597656	9.96920996839e+36
-1945600	3040000	0	NaN	4	609.664001465	270.201507568	9.96920996839e+36
-1824000	3040000	0	NaN	4	581.211242676	269.642974854	9.96920996839e+36
-1702400	3040000	0	NaN	4	550.862854004	269.098266602	9.96920996839e+36
-1580800	3040000	0	NaN	4	527.776855469	268.600616455	9.96920996839e+36
-1459200	3040000	0	NaN	4	514.370361328	268.170257568	9.96920996839e+36
-1337600	3040000	0	NaN	4	517.146728516	267.781585693	273.364868164
-1216000	3040000	0	NaN	4	525.281738281	267.344512939	273.266845703
-1094400	3040000	0	NaN	4	529.597167969	266.940887451	273.208404541
-972800	3040000	0	NaN	4	525.647155762	266.723297119	273.174041748
-851200	3040000	0	NaN	4	513.341186523	266.619506836	273.145172119
-729600	3040000	0	NaN	4	500.422576904	266.493225098	273.123138428
-608000	3040000	0	NaN	4	484.139221191	266.312927246	273.10546875
-486400	3040000	0	NaN	4	475.432037354	266.024719238	273.096832275
-364800	3040000	0	NaN	4	484.42666626	265.640472412	273.092895508
-243200	3040000	0	NaN	4	505.138000488	265.290618896	273.09362793
-121600	3040000	0	NaN	4	524.385681152	265.058837891	273.100891113
0	3040000	0	NaN	4	540.170288086	264.897094727	273.119140625
121600	3040000	0	NaN	4	564.954406738	264.871154785	273.188293457
243200	3040000	0	NaN	4	594.32019043	264.888366699	273.299560547
364800	3040000	0	NaN	4	606.718017578	264.983184814	273.361022949
486400	3040000	0	NaN	4	611.500793457	265.137664795	273.46005249
608000	3040000	0	NaN	4	605.653137207	265.369567871	273.611053467
729600	3040000	0	NaN	4	597.138916016	265.638397217	273.758666992
851200	3040000	0	NaN	4	600.99407959	265.911865234	273.753082275
972800	3040000	0	NaN	4	619.111877441	266.233154297	273.718322754
1094400	3040000	0	NaN	4	647.487487793	266.668945312	273.839019775
