-3040000	3040000	0	NaN	4	685.864562988	292.792419434	9.96920996839e+36
-2918400	3040000	0	NaN	4	657.766906738	274.119689941	9.96920996839e+36
-2796800	3040000	0	NaN	4	674.245178223	273.616516113	9.96920996839e+36
-2675200	3040000	0	NaN	4	682.430480957	273.132476807	9.96920996839e+36
-2553600	3040000	0	NaN	4	679.358825684	272.646636963	9.96920996839e+36
-2432000	3040000	0	NaN	4	686.811340332	272.037139893	9.96920996839e+36
-2310400	3040000	0	NaN	4	699.870849609	271.354278564	9.96920996839e+36
-2188800	3040000	0	NaN	4	700.015686035	270.716918945	9.96920996839e+36
-2067200	3040000	0	NaN	4	682.406799316	270.113586426	9.96920996839e+36
-1945600	3040000	0	NaN	4	653.191101074	269.612426758	9.96920996839e+36
-1824000	3040000	0	NaN	4	619.069030762	269.228057861	9.96920996839e+36
-1702400	3040000	0	NaN	4	581.308166504	268.961517334	9.96920996839e+36
-1580800	3040000	0	NaN	4	551.292053223	268.687988281	9.96920996839e+36
-1459200	3040000	0	NaN	4	541.011779785	268.24810791	9.96920996839e+36
-1337600	3040000	0	NaN	4	530.981323242	267.789367676	273.053405762
-1216000	3040000	0	NaN	4	524.990966797	267.371734619	272.988708496
-1094400	3040000	0	NaN	4	527.730895996	267.015533447	272.939453125
-972800	3040000	0	NaN	4	523.341369629	266.719360352	272.902587891
-851200	3040000	0	NaN	4	521.139221191	266.453979492	272.874725342
-729600	3040000	0	NaN	4	516.690429688	266.199157715	272.856109619
-608000	3040000	0	NaN	4	505.373718262	265.952819824	272.848937988
-486400	3040000	0	NaN	4	495.532104492	265.738616943	272.847229004
-364800	3040000	0	NaN	4	502.113372803	265.589538574	272.843475342
-243200	3040000	0	NaN	4	530.575012207	265.512145996	272.838684082
-121600	3040000	0	NaN	4	565.839782715	265.496032715	272.842437744
0	3040000	0	NaN	4	587.80291748	265.58215332	272.85925293
121600	3040000	0	NaN	4	597.055236816	265.765686035	272.898254395
243200	3040000	0	NaN	4	610.791137695	265.949737549	272.944763184
364800	3040000	0	NaN	4	630.127075195	266.156524658	273.007720947
