x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
-121600,1945600,461.252807617,404.280639648,527.547485352,352.272277832,247.852111816,133.575973511,165.824188232,125.927696228,228.084350586
0,1945600,247.852111816,527.547485352,352.272277832,261.181396484,137.003936768,59.6218109131,133.575973511,165.824188232,461.252807617
121600,1945600,137.003936768,352.272277832,261.181396484,358.309295654,208.756500244,46.6621208191,59.6218109131,133.575973511,247.852111816
243200,1945600,208.756500244,261.181396484,358.309295654,101.28717041,24.05493927,41.6861381531,46.6621208191,59.6218109131,137.003936768
364800,1945600,24.05493927,358.309295654,101.28717041,236.30519104,235.269958496,108.993606567,41.6861381531,46.6621208191,208.756500244
486400,1945600,235.269958496,101.28717041,236.30519104,254.874176025,139.978622437,133.421630859,108.993606567,41.6861381531,24.05493927
608000,1945600,139.978622437,236.30519104,254.874176025,259.316070557,73.8946533203,-2.95893859863,133.421630859,108.993606567,235.269958496
729600,1945600,73.8946533203,254.874176025,259.316070557,307.132751465,84.2209777832,-7.34898376465,-2.95893859863,133.421630859,139.978622437
851200,1945600,84.2209777832,259.316070557,307.132751465,383.164459229,122.411026001,10.9158325195,-7.34898376465,-2.95893859863,73.8946533203
972800,1945600,122.411026001,307.132751465,383.164459229,467.397003174,296.400054932,88.2822799683,10.9158325195,-7.34898376465,84.2209777832
1094400,1945600,296.400054932,383.164459229,467.397003174,522.458374023,302.577148438,189.447814941,88.2822799683,10.9158325195,122.411026001
1216000,1945600,302.577148438,467.397003174,522.458374023,617.944335938,833.270202637,809.461791992,189.447814941,88.2822799683,296.400054932
1337600,1945600,833.270202637,522.458374023,617.944335938,615.346496582,638.17364502,490.323974609,809.461791992,189.447814941,302.577148438
1459200,1945600,638.17364502,617.944335938,615.346496582,678.547302246,678.044555664,446.606201172,490.323974609,809.461791992,833.270202637
1580800,1945600,678.044555664,615.346496582,678.547302246,737.837524414,770.735595703,729.460388184,446.606201172,490.323974609,638.17364502
1702400,1945600,770.735595703,678.547302246,737.837524414,774.78125,808.244995117,849.242919922,729.460388184,446.606201172,678.044555664
1824000,1945600,808.244995117,737.837524414,774.78125,823.652954102,866.708251953,891.799743652,849.242919922,729.460388184,770.735595703
1945600,1945600,866.708251953,774.78125,823.652954102,874.129150391,920.756469727,974.795227051,891.799743652,849.242919922,808.244995117
2067200,1945600,920.756469727,823.652954102,874.129150391,893.585327148,935.59777832,1042.1340332,974.795227051,891.799743652,866.708251953
2188800,1945600,935.59777832,874.129150391,893.585327148,900.266906738,920.517089844,974.240966797,1042.1340332,974.795227051,920.756469727
2310400,1945600,920.517089844,893.585327148,900.266906738,925.771240234,933.110229492,938.637817383,974.240966797,1042.1340332,935.59777832
2432000,1945600,933.110229492,900.266906738,925.771240234,964.140197754,962.989196777,957.616027832,938.637817383,974.240966797,920.517089844
2553600,1945600,962.989196777,925.771240234,964.140197754,972.911865234,989.6796875,987.870178223,957.616027832,938.637817383,933.110229492
2675200,1945600,989.6796875,964.140197754,972.911865234,957.251586914,981.268066406,1001.07092285,987.870178223,957.616027832,962.989196777
2796800,1945600,981.268066406,972.911865234,957.251586914,926.558837891,952.045898438,982.980102539,1001.07092285,987.870178223,989.6796875
2918400,1945600,952.045898438,957.251586914,926.558837891,873.832702637,902.064331055,936.404663086,982.980102539,1001.07092285,981.268066406
3040000,1945600,902.064331055,926.558837891,873.832702637,,,,936.404663086,982.980102539,952.045898438
-3040000,1824000,693.525268555,,687.80657959,695.110290527,693.152893066,697.565307617,701.320068359,,
-2918400,1824000,693.152893066,687.80657959,695.110290527,706.478271484,715.898071289,722.12902832,697.565307617,701.320068359,693.525268555
-2796800,1824000,715.898071289,695.110290527,706.478271484,705.257568359,723.613830566,688.33001709,722.12902832,697.565307617,693.152893066
-2675200,1824000,723.613830566,706.478271484,705.257568359,644.26739502,619.192199707,563.004699707,688.33001709,722.12902832,715.898071289
-2553600,1824000,619.192199707,705.257568359,644.26739502,592.606323242,557.352600098,423.907501221,563.004699707,688.33001709,723.613830566
-2432000,1824000,557.352600098,644.26739502,592.606323242,534.409118652,512.577148438,398.914978027,423.907501221,563.004699707,619.192199707
-2310400,1824000,512.577148438,592.606323242,534.409118652,508.560760498,456.755310059,395.181610107,398.914978027,423.907501221,557.352600098
-2188800,1824000,456.755310059,534.409118652,508.560760498,495.453277588,428.941009521,363.981536865,395.181610107,398.914978027,512.577148438
-2067200,1824000,428.941009521,508.560760498,495.453277588,504.180175781,416.306091309,336.077423096,363.981536865,395.181610107,456.755310059
-1945600,1824000,416.306091309,495.453277588,504.180175781,493.036437988,400.020629883,313.810424805,336.077423096,363.981536865,428.941009521
-1824000,1824000,400.020629883,504.180175781,493.036437988,446.156555176,357.337585449,279.543426514,313.810424805,336.077423096,416.306091309
-1702400,1824000,357.337585449,493.036437988,446.156555176,401.76348877,326.505645752,253.390777588,279.543426514,313.810424805,400.020629883
-1580800,1824000,326.505645752,446.156555176,401.76348877,359.7237854,291.784423828,232.318389893,253.390777588,279.543426514,357.337585449
-1459200,1824000,291.784423828,401.76348877,359.7237854,326.338623047,269.101837158,223.499511719,232.318389893,253.390777588,326.505645752
-1337600,1824000,269.101837158,359.7237854,326.338623047,306.821105957,260.975006104,227.178131104,223.499511719,232.318389893,291.784423828
-1216000,1824000,260.975006104,326.338623047,306.821105957,308.144134521,270.508148193,236.374359131,227.178131104,223.499511719,269.101837158
-1094400,1824000,270.508148193,306.821105957,308.144134521,305.841918945,275.081512451,250.840377808,236.374359131,227.178131104,260.975006104
-972800,1824000,275.081512451,308.144134521,305.841918945,286.557891846,261.762878418,238.851226807,250.840377808,236.374359131,270.508148193
-851200,1824000,261.762878418,305.841918945,286.557891846,277.232116699,247.090301514,231.294952393,238.851226807,250.840377808,275.081512451
-729600,1824000,247.090301514,286.557891846,277.232116699,302.673461914,284.492675781,170.389312744,231.294952393,238.851226807,261.762878418
-608000,1824000,284.492675781,277.232116699,302.673461914,345.779663086,313.553070068,118.009361267,170.389312744,231.294952393,247.090301514
-486400,1824000,313.553070068,302.673461914,345.779663086,186.801818848,232.738769531,217.031555176,118.009361267,170.389312744,284.492675781
-364800,1824000,232.738769531,345.779663086,186.801818848,228.084350586,125.927696228,201.755065918,217.031555176,118.009361267,313.553070068
-243200,1824000,125.927696228,186.801818848,228.084350586,461.252807617,165.824188232,57.1396179199,201.755065918,217.031555176,232.738769531
-121600,1824000,165.824188232,228.084350586,461.252807617,247.852111816,133.575973511,72.2125473022,57.1396179199,201.755065918,125.927696228
0,1824000,133.575973511,461.252807617,247.852111816,137.003936768,59.6218109131,65.1156158447,72.2125473022,57.1396179199,165.824188232
121600,1824000,59.6218109131,247.852111816,137.003936768,208.756500244,46.6621208191,49.0438308716,65.1156158447,72.2125473022,133.575973511
243200,1824000,46.6621208191,137.003936768,208.756500244,24.05493927,41.6861381531,46.0491256714,49.0438308716,65.1156158447,59.6218109131
364800,1824000,41.6861381531,208.756500244,24.05493927,235.269958496,108.993606567,55.4937057495,46.0491256714,49.0438308716,46.6621208191
486400,1824000,108.993606567,24.05493927,235.269958496,139.978622437,133.421630859,80.3740005493,55.4937057495,46.0491256714,41.6861381531
608000,1824000,133.421630859,235.269958496,139.978622437,73.8946533203,-2.95893859863,63.2227325439,80.3740005493,55.4937057495,108.993606567
729600,1824000,-2.95893859863,139.978622437,73.8946533203,84.2209777832,-7.34898376465,175.857757568,63.2227325439,80.3740005493,133.421630859
851200,1824000,-7.34898376465,73.8946533203,84.2209777832,122.411026001,10.9158325195,97.9282150269,175.857757568,63.2227325439,-2.95893859863
972800,1824000,10.9158325195,84.2209777832,122.411026001,296.400054932,88.2822799683,62.3743057251,97.9282150269,175.857757568,-7.34898376465
1094400,1824000,88.2822799683,122.411026001,296.400054932,302.577148438,189.447814941,74.440826416,62.3743057251,97.9282150269,10.9158325195
1216000,1824000,189.447814941,296.400054932,302.577148438,833.270202637,809.461791992,480.80368042,74.440826416,62.3743057251,88.2822799683
1337600,1824000,809.461791992,302.577148438,833.270202637,638.17364502,490.323974609,168.17401123,480.80368042,74.440826416,189.447814941
1459200,1824000,490.323974609,833.270202637,638.17364502,678.044555664,446.606201172,220.257553101,168.17401123,480.80368042,809.461791992
1580800,1824000,446.606201172,638.17364502,678.044555664,770.735595703,729.460388184,624.417053223,220.257553101,168.17401123,490.323974609
1702400,1824000,729.460388184,678.044555664,770.735595703,808.244995117,849.242919922,848.758911133,624.417053223,220.257553101,446.606201172
1824000,1824000,849.242919922,770.735595703,808.244995117,866.708251953,891.799743652,824.33215332,848.758911133,624.417053223,729.460388184
1945600,1824000,891.799743652,808.244995117,866.708251953,920.756469727,974.795227051,740.422119141,824.33215332,848.758911133,849.242919922
2067200,1824000,974.795227051,866.708251953,920.756469727,935.59777832,1042.1340332,1084.22790527,740.422119141,824.33215332,891.799743652
2188800,1824000,1042.1340332,920.756469727,935.59777832,920.517089844,974.240966797,1077.97143555,1084.22790527,740.422119141,974.795227051
2310400,1824000,974.240966797,935.59777832,920.517089844,933.110229492,938.637817383,952.754150391,1077.97143555,1084.22790527,1042.1340332
2432000,1824000,938.637817383,920.517089844,933.110229492,962.989196777,957.616027832,943.625,952.754150391,1077.97143555,974.240966797
2553600,1824000,957.616027832,933.110229492,962.989196777,989.6796875,987.870178223,974.189697266,943.625,952.754150391,938.637817383
2675200,1824000,987.870178223,962.989196777,989.6796875,981.268066406,1001.07092285,1011.08258057,974.189697266,943.625,957.616027832
2796800,1824000,1001.07092285,989.6796875,981.268066406,952.045898438,982.980102539,1017.3782959,1011.08258057,974.189697266,987.870178223
2918400,1824000,982.980102539,981.268066406,952.045898438,902.064331055,936.404663086,971.980285645,1017.3782959,1011.08258057,1001.07092285
3040000,1824000,936.404663086,952.045898438,902.064331055,,,,971.980285645,1017.3782959,982.980102539
-3040000,1702400,701.320068359,,693.525268555,693.152893066,697.565307617,705.92364502,706.995056152,,
-2918400,1702400,697.565307617,693.525268555,693.152893066,715.898071289,722.12902832,718.357116699,705.92364502,706.995056152,701.320068359
-2796800,1702400,722.12902832,693.152893066,715.898071289,723.613830566,688.33001709,752.391052246,718.357116699,705.92364502,697.565307617
-2675200,1702400,688.33001709,715.898071289,723.613830566,619.192199707,563.004699707,610.026245117,752.391052246,718.357116699,722.12902832
-2553600,1702400,563.004699707,723.613830566,619.192199707,557.352600098,423.907501221,378.449676514,610.026245117,752.391052246,688.33001709
-2432000,1702400,423.907501221,619.192199707,557.352600098,512.577148438,398.914978027,317.836364746,378.449676514,610.026245117,563.004699707
-2310400,1702400,398.914978027,557.352600098,512.577148438,456.755310059,395.181610107,330.9480896,317.836364746,378.449676514,423.907501221
-2188800,1702400,395.181610107,512.577148438,456.755310059,428.941009521,363.981536865,298.734588623,330.9480896,317.836364746,398.914978027
-2067200,1702400,363.981536865,456.755310059,428.941009521,416.306091309,336.077423096,272.464202881,298.734588623,330.9480896,395.181610107
-1945600,1702400,336.077423096,428.941009521,416.306091309,400.020629883,313.810424805,248.307189941,272.464202881,298.734588623,363.981536865
-1824000,1702400,313.810424805,416.306091309,400.020629883,357.337585449,279.543426514,225.859268188,248.307189941,272.464202881,336.077423096
-1702400,1702400,279.543426514,400.020629883,357.337585449,326.505645752,253.390777588,209.301574707,225.859268188,248.307189941,313.810424805
-1580800,1702400,253.390777588,357.337585449,326.505645752,291.784423828,232.318389893,198.060455322,209.301574707,225.859268188,279.543426514
-1459200,1702400,232.318389893,326.505645752,291.784423828,269.101837158,223.499511719,187.740066528,198.060455322,209.301574707,253.390777588
-1337600,1702400,223.499511719,291.784423828,269.101837158,260.975006104,227.178131104,199.708602905,187.740066528,198.060455322,232.318389893
-1216000,1702400,227.178131104,269.101837158,260.975006104,270.508148193,236.374359131,214.796875,199.708602905,187.740066528,223.499511719
-1094400,1702400,236.374359131,260.975006104,270.508148193,275.081512451,250.840377808,226.61730957,214.796875,199.708602905,227.178131104
-972800,1702400,250.840377808,270.508148193,275.081512451,261.762878418,238.851226807,219.059936523,226.61730957,214.796875,236.374359131
-851200,1702400,238.851226807,275.081512451,261.762878418,247.090301514,231.294952393,248.555908203,219.059936523,226.61730957,250.840377808
-729600,1702400,231.294952393,261.762878418,247.090301514,284.492675781,170.389312744,209.775390625,248.555908203,219.059936523,238.851226807
-608000,1702400,170.389312744,247.090301514,284.492675781,313.553070068,118.009361267,128.305084229,209.775390625,248.555908203,231.294952393
-486400,1702400,118.009361267,284.492675781,313.553070068,232.738769531,217.031555176,115.058418274,128.305084229,209.775390625,170.389312744
-364800,1702400,217.031555176,313.553070068,232.738769531,125.927696228,201.755065918,38.1810455322,115.058418274,128.305084229,118.009361267
-243200,1702400,201.755065918,232.738769531,125.927696228,165.824188232,57.1396179199,48.424369812,38.1810455322,115.058418274,217.031555176
-121600,1702400,57.1396179199,125.927696228,165.824188232,133.575973511,72.2125473022,46.7939224243,48.424369812,38.1810455322,201.755065918
0,1702400,72.2125473022,165.824188232,133.575973511,59.6218109131,65.1156158447,47.1180953979,46.7939224243,48.424369812,57.1396179199
121600,1702400,65.1156158447,133.575973511,59.6218109131,46.6621208191,49.0438308716,44.0685081482,47.1180953979,46.7939224243,72.2125473022
243200,1702400,49.0438308716,59.6218109131,46.6621208191,41.6861381531,46.0491256714,38.7322731018,44.0685081482,47.1180953979,65.1156158447
364800,1702400,46.0491256714,46.6621208191,41.6861381531,108.993606567,55.4937057495,46.2278366089,38.7322731018,44.0685081482,49.0438308716
486400,1702400,55.4937057495,41.6861381531,108.993606567,133.421630859,80.3740005493,63.7371673584,46.2278366089,38.7322731018,46.0491256714
608000,1702400,80.3740005493,108.993606567,133.421630859,-2.95893859863,63.2227325439,84.0306243896,63.7371673584,46.2278366089,55.4937057495
729600,1702400,63.2227325439,133.421630859,-2.95893859863,-7.34898376465,175.857757568,155.627426147,84.0306243896,63.7371673584,80.3740005493
851200,1702400,175.857757568,-2.95893859863,-7.34898376465,10.9158325195,97.9282150269,112.553207397,155.627426147,84.0306243896,63.2227325439
972800,1702400,97.9282150269,-7.34898376465,10.9158325195,88.2822799683,62.3743057251,81.7354202271,112.553207397,155.627426147,175.857757568
1094400,1702400,62.3743057251,10.9158325195,88.2822799683,189.447814941,74.440826416,151.616485596,81.7354202271,112.553207397,97.9282150269
1216000,1702400,74.440826416,88.2822799683,189.447814941,809.461791992,480.80368042,205.875289917,151.616485596,81.7354202271,62.3743057251
1337600,1702400,480.80368042,189.447814941,809.461791992,490.323974609,168.17401123,168.645172119,205.875289917,151.616485596,74.440826416
1459200,1702400,168.17401123,809.461791992,490.323974609,446.606201172,220.257553101,184.3565979,168.645172119,205.875289917,480.80368042
1580800,1702400,220.257553101,490.323974609,446.606201172,729.460388184,624.417053223,349.100189209,184.3565979,168.645172119,168.17401123
1702400,1702400,624.417053223,446.606201172,729.460388184,849.242919922,848.758911133,412.660064697,349.100189209,184.3565979,220.257553101
1824000,1702400,848.758911133,729.460388184,849.242919922,891.799743652,824.33215332,494.989562988,412.660064697,349.100189209,624.417053223
1945600,1702400,824.33215332,849.242919922,891.799743652,974.795227051,740.422119141,521.186157227,494.989562988,412.660064697,848.758911133
2067200,1702400,740.422119141,891.799743652,974.795227051,1042.1340332,1084.22790527,815.847106934,521.186157227,494.989562988,824.33215332
2188800,1702400,1084.22790527,974.795227051,1042.1340332,974.240966797,1077.97143555,1111.64489746,815.847106934,521.186157227,740.422119141
2310400,1702400,1077.97143555,1042.1340332,974.240966797,938.637817383,952.754150391,961.009338379,1111.64489746,815.847106934,1084.22790527
2432000,1702400,952.754150391,974.240966797,938.637817383,957.616027832,943.625,932.821411133,961.009338379,1111.64489746,1077.97143555
2553600,1702400,943.625,938.637817383,957.616027832,987.870178223,974.189697266,947.577331543,932.821411133,961.009338379,952.754150391
2675200,1702400,974.189697266,957.616027832,987.870178223,1001.07092285,1011.08258057,983.602050781,947.577331543,932.821411133,943.625
2796800,1702400,1011.08258057,987.870178223,1001.07092285,982.980102539,1017.3782959,1022.29772949,983.602050781,947.577331543,974.189697266
2918400,1702400,1017.3782959,1001.07092285,982.980102539,936.404663086,971.980285645,993.458679199,1022.29772949,983.602050781,1011.08258057
3040000,1702400,971.980285645,982.980102539,936.404663086,,,,993.458679199,1022.29772949,1017.3782959
-3040000,1580800,706.995056152,,701.320068359,697.565307617,705.92364502,712.757202148,713.485107422,,
-2918400,1580800,705.92364502,701.320068359,697.565307617,722.12902832,718.357116699,721.404296875,712.757202148,713.485107422,706.995056152
-2796800,1580800,718.357116699,697.565307617,722.12902832,688.33001709,752.391052246,769.863098145,721.404296875,712.757202148,705.92364502
-2675200,1580800,752.391052246,722.12902832,688.33001709,563.004699707,610.026245117,1025.20593262,769.863098145,721.404296875,718.357116699
-2553600,1580800,610.026245117,688.33001709,563.004699707,423.907501221,378.449676514,309.520202637,1025.20593262,769.863098145,752.391052246
-2432000,1580800,378.449676514,563.004699707,423.907501221,398.914978027,317.836364746,322.630981445,309.520202637,1025.20593262,610.026245117
-2310400,1580800,317.836364746,423.907501221,398.914978027,395.181610107,330.9480896,326.971679688,322.630981445,309.520202637,378.449676514
-2188800,1580800,330.9480896,398.914978027,395.181610107,363.981536865,298.734588623,283.745544434,326.971679688,322.630981445,317.836364746
-2067200,1580800,298.734588623,395.181610107,363.981536865,336.077423096,272.464202881,252.66104126,283.745544434,326.971679688,330.9480896
-1945600,1580800,272.464202881,363.981536865,336.077423096,313.810424805,248.307189941,228.669677734,252.66104126,283.745544434,298.734588623
-1824000,1580800,248.307189941,336.077423096,313.810424805,279.543426514,225.859268188,215.130859375,228.669677734,252.66104126,272.464202881
-1702400,1580800,225.859268188,313.810424805,279.543426514,253.390777588,209.301574707,206.052764893,215.130859375,228.669677734,248.307189941
-1580800,1580800,209.301574707,279.543426514,253.390777588,232.318389893,198.060455322,193.050445557,206.052764893,215.130859375,225.859268188
-1459200,1580800,198.060455322,253.390777588,232.318389893,223.499511719,187.740066528,173.532043457,193.050445557,206.052764893,209.301574707
-1337600,1580800,187.740066528,232.318389893,223.499511719,227.178131104,199.708602905,178.878326416,173.532043457,193.050445557,198.060455322
-1216000,1580800,199.708602905,223.499511719,227.178131104,236.374359131,214.796875,199.218688965,178.878326416,173.532043457,187.740066528
-1094400,1580800,214.796875,227.178131104,236.374359131,250.840377808,226.61730957,216.632019043,199.218688965,178.878326416,199.708602905
-972800,1580800,226.61730957,236.374359131,250.840377808,238.851226807,219.059936523,215.029922485,216.632019043,199.218688965,214.796875
-851200,1580800,219.059936523,250.840377808,238.851226807,231.294952393,248.555908203,302.505218506,215.029922485,216.632019043,226.61730957
-729600,1580800,248.555908203,238.851226807,231.294952393,170.389312744,209.775390625,367.658843994,302.505218506,215.029922485,219.059936523
-608000,1580800,209.775390625,231.294952393,170.389312744,118.009361267,128.305084229,375.548309326,367.658843994,302.505218506,248.555908203
-486400,1580800,128.305084229,170.389312744,118.009361267,217.031555176,115.058418274,125.710464478,375.548309326,367.658843994,209.775390625
-364800,1580800,115.058418274,118.009361267,217.031555176,201.755065918,38.1810455322,39.1991233826,125.710464478,375.548309326,128.305084229
-243200,1580800,38.1810455322,217.031555176,201.755065918,57.1396179199,48.424369812,41.970615387,39.1991233826,125.710464478,115.058418274
-121600,1580800,48.424369812,201.755065918,57.1396179199,72.2125473022,46.7939224243,39.2539749146,41.970615387,39.1991233826,38.1810455322
0,1580800,46.7939224243,57.1396179199,72.2125473022,65.1156158447,47.1180953979,37.0308990479,39.2539749146,41.970615387,48.424369812
121600,1580800,47.1180953979,72.2125473022,65.1156158447,49.0438308716,44.0685081482,34.5406417847,37.0308990479,39.2539749146,46.7939224243
243200,1580800,44.0685081482,65.1156158447,49.0438308716,46.0491256714,38.7322731018,34.5479125977,34.5406417847,37.0308990479,47.1180953979
364800,1580800,38.7322731018,49.0438308716,46.0491256714,55.4937057495,46.2278366089,31.031211853,34.5479125977,34.5406417847,44.0685081482
486400,1580800,46.2278366089,46.0491256714,55.4937057495,80.3740005493,63.7371673584,31.2565898895,31.031211853,34.5479125977,38.7322731018
608000,1580800,63.7371673584,55.4937057495,80.3740005493,63.2227325439,84.0306243896,47.6911849976,31.2565898895,31.031211853,46.2278366089
729600,1580800,84.0306243896,80.3740005493,63.2227325439,175.857757568,155.627426147,87.631072998,47.6911849976,31.2565898895,63.7371673584
851200,1580800,155.627426147,63.2227325439,175.857757568,97.9282150269,112.553207397,95.1656036377,87.631072998,47.6911849976,84.0306243896
972800,1580800,112.553207397,175.857757568,97.9282150269,62.3743057251,81.7354202271,84.4104309082,95.1656036377,87.631072998,155.627426147
1094400,1580800,81.7354202271,97.9282150269,62.3743057251,74.440826416,151.616485596,109.054931641,84.4104309082,95.1656036377,112.553207397
1216000,1580800,151.616485596,62.3743057251,74.440826416,480.80368042,205.875289917,148.012893677,109.054931641,84.4104309082,81.7354202271
1337600,1580800,205.875289917,74.440826416,480.80368042,168.17401123,168.645172119,140.136398315,148.012893677,109.054931641,151.616485596
1459200,1580800,168.645172119,480.80368042,168.17401123,220.257553101,184.3565979,135.257781982,140.136398315,148.012893677,205.875289917
1580800,1580800,184.3565979,168.17401123,220.257553101,624.417053223,349.100189209,220.001068115,135.257781982,140.136398315,168.645172119
1702400,1580800,349.100189209,220.257553101,624.417053223,848.758911133,412.660064697,204.38394165,220.001068115,135.257781982,184.3565979
1824000,1580800,412.660064697,624.417053223,848.758911133,824.33215332,494.989562988,259.643890381,204.38394165,220.001068115,349.100189209
1945600,1580800,494.989562988,848.758911133,824.33215332,740.422119141,521.186157227,708.245910645,259.643890381,204.38394165,412.660064697
2067200,1580800,521.186157227,824.33215332,740.422119141,1084.22790527,815.847106934,1043.7890625,708.245910645,259.643890381,494.989562988
2188800,1580800,815.847106934,740.422119141,1084.22790527,1077.97143555,1111.64489746,973.661560059,1043.7890625,708.245910645,521.186157227
2310400,1580800,1111.64489746,1084.22790527,1077.97143555,952.754150391,961.009338379,908.234558105,973.661560059,1043.7890625,815.847106934
2432000,1580800,961.009338379,1077.97143555,952.754150391,943.625,932.821411133,900.799560547,908.234558105,973.661560059,1111.64489746
2553600,1580800,932.821411133,952.754150391,943.625,974.189697266,947.577331543,912.313293457,900.799560547,908.234558105,961.009338379
2675200,1580800,947.577331543,943.625,974.189697266,1011.08258057,983.602050781,940.017822266,912.313293457,900.799560547,932.821411133
2796800,1580800,983.602050781,974.189697266,1011.08258057,1017.3782959,1022.29772949,977.259033203,940.017822266,912.313293457,947.577331543
2918400,1580800,1022.29772949,1011.08258057,1017.3782959,971.980285645,993.458679199,994.578430176,977.259033203,940.017822266,983.602050781
3040000,1580800,993.458679199,1017.3782959,971.980285645,,,,994.578430176,977.259033203,1022.29772949
-3040000,1459200,713.485107422,,706.995056152,705.92364502,712.757202148,719.131408691,722.792297363,,
-2918400,1459200,712.757202148,706.995056152,705.92364502,718.357116699,721.404296875,732.20489502,719.131408691,722.792297363,713.485107422
-2796800,1459200,721.404296875,705.92364502,718.357116699,752.391052246,769.863098145,815.153625488,732.20489502,719.131408691,712.757202148
-2675200,1459200,769.863098145,718.357116699,752.391052246,610.026245117,1025.20593262,1321.48339844,815.153625488,732.20489502,721.404296875
-2553600,1459200,1025.20593262,752.391052246,610.026245117,378.449676514,309.520202637,1096.28808594,1321.48339844,815.153625488,769.863098145
-2432000,1459200,309.520202637,610.026245117,378.449676514,317.836364746,322.630981445,341.163726807,1096.28808594,1321.48339844,1025.20593262
-2310400,1459200,322.630981445,378.449676514,317.836364746,330.9480896,326.971679688,350.086669922,341.163726807,1096.28808594,309.520202637
-2188800,1459200,326.971679688,317.836364746,330.9480896,298.734588623,283.745544434,323.501434326,350.086669922,341.163726807,322.630981445
-2067200,1459200,283.745544434,330.9480896,298.734588623,272.464202881,252.66104126,299.973693848,323.501434326,350.086669922,326.971679688
-1945600,1459200,252.66104126,298.734588623,272.464202881,248.307189941,228.669677734,268.319244385,299.973693848,323.501434326,283.745544434
-1824000,1459200,228.669677734,272.464202881,248.307189941,225.859268188,215.130859375,241.335128784,268.319244385,299.973693848,252.66104126
-1702400,1459200,215.130859375,248.307189941,225.859268188,209.301574707,206.052764893,223.748397827,241.335128784,268.319244385,228.669677734
-1580800,1459200,206.052764893,225.859268188,209.301574707,198.060455322,193.050445557,201.123794556,223.748397827,241.335128784,215.130859375
-1459200,1459200,193.050445557,209.301574707,198.060455322,187.740066528,173.532043457,178.189697266,201.123794556,223.748397827,206.052764893
-1337600,1459200,173.532043457,198.060455322,187.740066528,199.708602905,178.878326416,168.863021851,178.189697266,201.123794556,193.050445557
-1216000,1459200,178.878326416,187.740066528,199.708602905,214.796875,199.218688965,184.436096191,168.863021851,178.189697266,173.532043457
-1094400,1459200,199.218688965,199.708602905,214.796875,226.61730957,216.632019043,212.040863037,184.436096191,168.863021851,178.878326416
-972800,1459200,216.632019043,214.796875,226.61730957,219.059936523,215.029922485,240.213607788,212.040863037,184.436096191,199.218688965
-851200,1459200,215.029922485,226.61730957,219.059936523,248.555908203,302.505218506,280.82723999,240.213607788,212.040863037,216.632019043
-729600,1459200,302.505218506,219.059936523,248.555908203,209.775390625,367.658843994,169.123321533,280.82723999,240.213607788,215.029922485
-608000,1459200,367.658843994,248.555908203,209.775390625,128.305084229,375.548309326,37.868309021,169.123321533,280.82723999,302.505218506
-486400,1459200,375.548309326,209.775390625,128.305084229,115.058418274,125.710464478,36.1443710327,37.868309021,169.123321533,367.658843994
-364800,1459200,125.710464478,128.305084229,115.058418274,38.1810455322,39.1991233826,40.5883255005,36.1443710327,37.868309021,375.548309326
-243200,1459200,39.1991233826,115.058418274,38.1810455322,48.424369812,41.970615387,41.1023864746,40.5883255005,36.1443710327,125.710464478
-121600,1459200,41.970615387,38.1810455322,48.424369812,46.7939224243,39.2539749146,34.1977653503,41.1023864746,40.5883255005,39.1991233826
0,1459200,39.2539749146,48.424369812,46.7939224243,47.1180953979,37.0308990479,32.4252738953,34.1977653503,41.1023864746,41.970615387
121600,1459200,37.0308990479,46.7939224243,47.1180953979,44.0685081482,34.5406417847,31.7869491577,32.4252738953,34.1977653503,39.2539749146
243200,1459200,34.5406417847,47.1180953979,44.0685081482,38.7322731018,34.5479125977,29.0215988159,31.7869491577,32.4252738953,37.0308990479
364800,1459200,34.5479125977,44.0685081482,38.7322731018,46.2278366089,31.031211853,28.5764198303,29.0215988159,31.7869491577,34.5406417847
486400,1459200,31.031211853,38.7322731018,46.2278366089,63.7371673584,31.2565898895,28.2984924316,28.5764198303,29.0215988159,34.5479125977
608000,1459200,31.2565898895,46.2278366089,63.7371673584,84.0306243896,47.6911849976,33.3187408447,28.2984924316,28.5764198303,31.031211853
729600,1459200,47.6911849976,63.7371673584,84.0306243896,155.627426147,87.631072998,46.5852546692,33.3187408447,28.2984924316,31.2565898895
851200,1459200,87.631072998,84.0306243896,155.627426147,112.553207397,95.1656036377,57.3425254822,46.5852546692,33.3187408447,47.6911849976
972800,1459200,95.1656036377,155.627426147,112.553207397,81.7354202271,84.4104309082,59.7030220032,57.3425254822,46.5852546692,87.631072998
1094400,1459200,84.4104309082,112.553207397,81.7354202271,151.616485596,109.054931641,66.1822967529,59.7030220032,57.3425254822,95.1656036377
1216000,1459200,109.054931641,81.7354202271,151.616485596,205.875289917,148.012893677,81.3004455566,66.1822967529,59.7030220032,84.4104309082
1337600,1459200,148.012893677,151.616485596,205.875289917,168.645172119,140.136398315,89.0690841675,81.3004455566,66.1822967529,109.054931641
1459200,1459200,140.136398315,205.875289917,168.645172119,184.3565979,135.257781982,93.3180847168,89.0690841675,81.3004455566,148.012893677
1580800,1459200,135.257781982,168.645172119,184.3565979,349.100189209,220.001068115,117.372085571,93.3180847168,89.0690841675,140.136398315
