x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
-1216000,-1824000,620.863891602,649.48425293,609.771789551,559.754882812,598.838012695,663.322021484,681.103881836,695.701599121,651.086303711
-1094400,-1824000,598.838012695,609.771789551,559.754882812,532.625244141,577.853820801,646.474731445,663.322021484,681.103881836,620.863891602
-972800,-1824000,577.853820801,559.754882812,532.625244141,517.444091797,571.674133301,652.167480469,646.474731445,663.322021484,598.838012695
-851200,-1824000,571.674133301,532.625244141,517.444091797,478.24822998,541.825744629,608.745849609,652.167480469,646.474731445,577.853820801
-729600,-1824000,541.825744629,517.444091797,478.24822998,435.288818359,490.549621582,559.342346191,608.745849609,652.167480469,571.674133301
-608000,-1824000,490.549621582,478.24822998,435.288818359,380.2840271,429.417144775,495.985839844,559.342346191,608.745849609,541.825744629
-486400,-1824000,429.417144775,435.288818359,380.2840271,353.150299072,388.258789062,440.206054688,495.985839844,559.342346191,490.549621582
-364800,-1824000,388.258789062,380.2840271,353.150299072,356.304077148,383.052368164,434.181549072,440.206054688,495.985839844,429.417144775
-243200,-1824000,383.052368164,353.150299072,356.304077148,382.220428467,422.680786133,481.36895752,434.181549072,440.206054688,388.258789062
-121600,-1824000,422.680786133,356.304077148,382.220428467,398.53503418,450.8934021,528.425415039,481.36895752,434.181549072,383.052368164
0,-1824000,450.8934021,382.220428467,398.53503418,373.397125244,463.212097168,581.894226074,528.425415039,481.36895752,422.680786133
121600,-1824000,463.212097168,398.53503418,373.397125244,344.042816162,412.299926758,505.164520264,581.894226074,528.425415039,450.8934021
243200,-1824000,412.299926758,373.397125244,344.042816162,313.791320801,444.386535645,385.816772461,505.164520264,581.894226074,463.212097168
364800,-1824000,444.386535645,344.042816162,313.791320801,231.920516968,202.927398682,222.185577393,385.816772461,505.164520264,412.299926758
486400,-1824000,202.927398682,313.791320801,231.920516968,114.955696106,134.152679443,189.490783691,222.185577393,385.816772461,444.386535645
608000,-1824000,134.152679443,231.920516968,114.955696106,86.9374847412,133.211090088,228.328659058,189.490783691,222.185577393,202.927398682
729600,-1824000,133.211090088,114.955696106,86.9374847412,84.0759429932,141.942871094,231.261322021,228.328659058,189.490783691,134.152679443
851200,-1824000,141.942871094,86.9374847412,84.0759429932,95.903213501,163.01184082,311.661437988,231.261322021,228.328659058,133.211090088
972800,-1824000,163.01184082,84.0759429932,95.903213501,114.558586121,178.097442627,344.544799805,311.661437988,231.261322021,141.942871094
1094400,-1824000,178.097442627,95.903213501,114.558586121,131.046432495,206.442672729,357.404663086,344.544799805,311.661437988,163.01184082
1216000,-1824000,206.442672729,114.558586121,131.046432495,151.865982056,239.039428711,466.536773682,357.404663086,344.544799805,178.097442627
1337600,-1824000,239.039428711,131.046432495,151.865982056,159.858200073,261.11026001,616.66003418,466.536773682,357.404663086,206.442672729
1459200,-1824000,261.11026001,151.865982056,159.858200073,212.077713013,327.273071289,538.166564941,616.66003418,466.536773682,239.039428711
1580800,-1824000,327.273071289,159.858200073,212.077713013,366.287139893,503.835723877,771.856323242,538.166564941,616.66003418,261.11026001
1702400,-1824000,503.835723877,212.077713013,366.287139893,589.361877441,890.336120605,1110.46350098,771.856323242,538.166564941,327.273071289
1824000,-1824000,890.336120605,366.287139893,589.361877441,919.837158203,1170.48278809,1331.94445801,1110.46350098,771.856323242,503.835723877
1945600,-1824000,1170.48278809,589.361877441,919.837158203,1083.21386719,1305.18359375,1232.35302734,1331.94445801,1110.46350098,890.336120605
2067200,-1824000,1305.18359375,919.837158203,1083.21386719,1097.13891602,1124.60424805,1092.78271484,1232.35302734,1331.94445801,1170.48278809
2188800,-1824000,1124.60424805,1083.21386719,1097.13891602,1009.58068848,1021.13812256,1017.17102051,1092.78271484,1232.35302734,1305.18359375
2310400,-1824000,1021.13812256,1097.13891602,1009.58068848,968.130615234,973.230224609,978.685668945,1017.17102051,1092.78271484,1124.60424805
2432000,-1824000,973.230224609,1009.58068848,968.130615234,951.208068848,966.001220703,979.868896484,978.685668945,1017.17102051,1021.13812256
2553600,-1824000,966.001220703,968.130615234,951.208068848,950.269775391,974.054138184,979.712524414,979.868896484,978.685668945,973.230224609
2675200,-1824000,974.054138184,951.208068848,950.269775391,946.298339844,963.787780762,982.026123047,979.712524414,979.868896484,966.001220703
2796800,-1824000,963.787780762,950.269775391,946.298339844,930.909240723,962.553833008,986.860900879,982.026123047,979.712524414,974.054138184
2918400,-1824000,962.553833008,946.298339844,930.909240723,944.348449707,973.391479492,989.83190918,986.860900879,982.026123047,963.787780762
3040000,-1824000,973.391479492,930.909240723,944.348449707,,,,989.83190918,986.860900879,962.553833008
-3040000,-1945600,1003.52947998,,1029.76086426,1097.33312988,1083.21313477,1063.78405762,990.063781738,,
-2918400,-1945600,1083.21313477,1029.76086426,1097.33312988,1170.86437988,1168.53161621,1132.13427734,1063.78405762,990.063781738,1003.52947998
-2796800,-1945600,1168.53161621,1097.33312988,1170.86437988,1210.26123047,1200.95751953,1156.35473633,1132.13427734,1063.78405762,1083.21313477
-2675200,-1945600,1200.95751953,1170.86437988,1210.26123047,1156.2857666,1120.21191406,1084.61914062,1156.35473633,1132.13427734,1168.53161621
-2553600,-1945600,1120.21191406,1210.26123047,1156.2857666,1070.73425293,1026.7824707,983.405029297,1084.61914062,1156.35473633,1200.95751953
-2432000,-1945600,1026.7824707,1156.2857666,1070.73425293,1004.5916748,967.266845703,934.15246582,983.405029297,1084.61914062,1120.21191406
-2310400,-1945600,967.266845703,1070.73425293,1004.5916748,968.132873535,941.217224121,913.578979492,934.15246582,983.405029297,1026.7824707
-2188800,-1945600,941.217224121,1004.5916748,968.132873535,928.44732666,903.60357666,886.835021973,913.578979492,934.15246582,967.266845703
-2067200,-1945600,903.60357666,968.132873535,928.44732666,880.546447754,855.483337402,840.216369629,886.835021973,913.578979492,941.217224121
-1945600,-1945600,855.483337402,928.44732666,880.546447754,851.122131348,822.401855469,812.49822998,840.216369629,886.835021973,903.60357666
-1824000,-1945600,822.401855469,880.546447754,851.122131348,834.104614258,814.147277832,797.250366211,812.49822998,840.216369629,855.483337402
-1702400,-1945600,814.147277832,851.122131348,834.104614258,792.062683105,789.591430664,777.45526123,797.250366211,812.49822998,822.401855469
-1580800,-1945600,789.591430664,834.104614258,792.062683105,715.299560547,736.62689209,760.143066406,777.45526123,797.250366211,814.147277832
-1459200,-1945600,736.62689209,792.062683105,715.299560547,651.086303711,695.701599121,755.81842041,760.143066406,777.45526123,789.591430664
-1337600,-1945600,695.701599121,715.299560547,651.086303711,620.863891602,681.103881836,738.366943359,755.81842041,760.143066406,736.62689209
-1216000,-1945600,681.103881836,651.086303711,620.863891602,598.838012695,663.322021484,713.914367676,738.366943359,755.81842041,695.701599121
-1094400,-1945600,663.322021484,620.863891602,598.838012695,577.853820801,646.474731445,720.28125,713.914367676,738.366943359,681.103881836
-972800,-1945600,646.474731445,598.838012695,577.853820801,571.674133301,652.167480469,729.577453613,720.28125,713.914367676,663.322021484
-851200,-1945600,652.167480469,577.853820801,571.674133301,541.825744629,608.745849609,688.717346191,729.577453613,720.28125,646.474731445
-729600,-1945600,608.745849609,571.674133301,541.825744629,490.549621582,559.342346191,630.065063477,688.717346191,729.577453613,652.167480469
-608000,-1945600,559.342346191,541.825744629,490.549621582,429.417144775,495.985839844,571.078369141,630.065063477,688.717346191,608.745849609
-486400,-1945600,495.985839844,490.549621582,429.417144775,388.258789062,440.206054688,508.315765381,571.078369141,630.065063477,559.342346191
-364800,-1945600,440.206054688,429.417144775,388.258789062,383.052368164,434.181549072,505.594024658,508.315765381,571.078369141,495.985839844
-243200,-1945600,434.181549072,388.258789062,383.052368164,422.680786133,481.36895752,556.882141113,505.594024658,508.315765381,440.206054688
-121600,-1945600,481.36895752,383.052368164,422.680786133,450.8934021,528.425415039,624.926391602,556.882141113,505.594024658,434.181549072
0,-1945600,528.425415039,422.680786133,450.8934021,463.212097168,581.894226074,710.917907715,624.926391602,556.882141113,481.36895752
121600,-1945600,581.894226074,450.8934021,463.212097168,412.299926758,505.164520264,663.182067871,710.917907715,624.926391602,528.425415039
243200,-1945600,505.164520264,463.212097168,412.299926758,444.386535645,385.816772461,522.300354004,663.182067871,710.917907715,581.894226074
364800,-1945600,385.816772461,412.299926758,444.386535645,202.927398682,222.185577393,571.743225098,522.300354004,663.182067871,505.164520264
486400,-1945600,222.185577393,444.386535645,202.927398682,134.152679443,189.490783691,609.905151367,571.743225098,522.300354004,385.816772461
608000,-1945600,189.490783691,202.927398682,134.152679443,133.211090088,228.328659058,654.684143066,609.905151367,571.743225098,222.185577393
729600,-1945600,228.328659058,134.152679443,133.211090088,141.942871094,231.261322021,444.625091553,654.684143066,609.905151367,189.490783691
851200,-1945600,231.261322021,133.211090088,141.942871094,163.01184082,311.661437988,579.265014648,444.625091553,654.684143066,228.328659058
972800,-1945600,311.661437988,141.942871094,163.01184082,178.097442627,344.544799805,645.471801758,579.265014648,444.625091553,231.261322021
1094400,-1945600,344.544799805,163.01184082,178.097442627,206.442672729,357.404663086,543.456481934,645.471801758,579.265014648,311.661437988
1216000,-1945600,357.404663086,178.097442627,206.442672729,239.039428711,466.536773682,741.471496582,543.456481934,645.471801758,344.544799805
1337600,-1945600,466.536773682,206.442672729,239.039428711,261.11026001,616.66003418,818.281677246,741.471496582,543.456481934,357.404663086
1459200,-1945600,616.66003418,239.039428711,261.11026001,327.273071289,538.166564941,850.579589844,818.281677246,741.471496582,466.536773682
1580800,-1945600,538.166564941,261.11026001,327.273071289,503.835723877,771.856323242,1131.81872559,850.579589844,818.281677246,616.66003418
1702400,-1945600,771.856323242,327.273071289,503.835723877,890.336120605,1110.46350098,1276.88891602,1131.81872559,850.579589844,538.166564941
1824000,-1945600,1110.46350098,503.835723877,890.336120605,1170.48278809,1331.94445801,1237.91064453,1276.88891602,1131.81872559,771.856323242
1945600,-1945600,1331.94445801,890.336120605,1170.48278809,1305.18359375,1232.35302734,1127.72509766,1237.91064453,1276.88891602,1110.46350098
2067200,-1945600,1232.35302734,1170.48278809,1305.18359375,1124.60424805,1092.78271484,1057.4909668,1127.72509766,1237.91064453,1331.94445801
2188800,-1945600,1092.78271484,1305.18359375,1124.60424805,1021.13812256,1017.17102051,1012.01104736,1057.4909668,1127.72509766,1232.35302734
2310400,-1945600,1017.17102051,1124.60424805,1021.13812256,973.230224609,978.685668945,998.306091309,1012.01104736,1057.4909668,1092.78271484
2432000,-1945600,978.685668945,1021.13812256,973.230224609,966.001220703,979.868896484,989.63104248,998.306091309,1012.01104736,1017.17102051
2553600,-1945600,979.868896484,973.230224609,966.001220703,974.054138184,979.712524414,984.181884766,989.63104248,998.306091309,978.685668945
2675200,-1945600,979.712524414,966.001220703,974.054138184,963.787780762,982.026123047,989.612426758,984.181884766,989.63104248,979.868896484
2796800,-1945600,982.026123047,974.054138184,963.787780762,962.553833008,986.860900879,993.996032715,989.612426758,984.181884766,979.712524414
2918400,-1945600,986.860900879,963.787780762,962.553833008,973.391479492,989.83190918,990.919372559,993.996032715,989.612426758,982.026123047
3040000,-1945600,989.83190918,962.553833008,973.391479492,,,,990.919372559,993.996032715,986.860900879
-3040000,-2067200,990.063781738,,1003.52947998,1083.21313477,1063.78405762,1034.85437012,979.578918457,,
-2918400,-2067200,1063.78405762,1003.52947998,1083.21313477,1168.53161621,1132.13427734,1093.2331543,1034.85437012,979.578918457,990.063781738
-2796800,-2067200,1132.13427734,1083.21313477,1168.53161621,1200.95751953,1156.35473633,1107.81921387,1093.2331543,1034.85437012,1063.78405762
-2675200,-2067200,1156.35473633,1168.53161621,1200.95751953,1120.21191406,1084.61914062,1044.65979004,1107.81921387,1093.2331543,1132.13427734
-2553600,-2067200,1084.61914062,1200.95751953,1120.21191406,1026.7824707,983.405029297,961.230957031,1044.65979004,1107.81921387,1156.35473633
-2432000,-2067200,983.405029297,1120.21191406,1026.7824707,967.266845703,934.15246582,902.069519043,961.230957031,1044.65979004,1084.61914062
-2310400,-2067200,934.15246582,1026.7824707,967.266845703,941.217224121,913.578979492,874.475891113,902.069519043,961.230957031,983.405029297
-2188800,-2067200,913.578979492,967.266845703,941.217224121,903.60357666,886.835021973,866.049682617,874.475891113,902.069519043,934.15246582
-2067200,-2067200,886.835021973,941.217224121,903.60357666,855.483337402,840.216369629,844.473510742,866.049682617,874.475891113,913.578979492
-1945600,-2067200,840.216369629,903.60357666,855.483337402,822.401855469,812.49822998,823.831054688,844.473510742,866.049682617,886.835021973
-1824000,-2067200,812.49822998,855.483337402,822.401855469,814.147277832,797.250366211,792.028015137,823.831054688,844.473510742,840.216369629
-1702400,-2067200,797.250366211,822.401855469,814.147277832,789.591430664,777.45526123,765.798950195,792.028015137,823.831054688,812.49822998
-1580800,-2067200,777.45526123,814.147277832,789.591430664,736.62689209,760.143066406,774.987731934,765.798950195,792.028015137,797.250366211
-1459200,-2067200,760.143066406,789.591430664,736.62689209,695.701599121,755.81842041,784.018127441,774.987731934,765.798950195,777.45526123
-1337600,-2067200,755.81842041,736.62689209,695.701599121,681.103881836,738.366943359,769.908569336,784.018127441,774.987731934,760.143066406
-1216000,-2067200,738.366943359,695.701599121,681.103881836,663.322021484,713.914367676,756.523071289,769.908569336,784.018127441,755.81842041
-1094400,-2067200,713.914367676,681.103881836,663.322021484,646.474731445,720.28125,769.483947754,756.523071289,769.908569336,738.366943359
-972800,-2067200,720.28125,663.322021484,646.474731445,652.167480469,729.577453613,794.673522949,769.483947754,756.523071289,713.914367676
-851200,-2067200,729.577453613,646.474731445,652.167480469,608.745849609,688.717346191,758.927001953,794.673522949,769.483947754,720.28125
-729600,-2067200,688.717346191,652.167480469,608.745849609,559.342346191,630.065063477,694.561828613,758.927001953,794.673522949,729.577453613
-608000,-2067200,630.065063477,608.745849609,559.342346191,495.985839844,571.078369141,652.818908691,694.561828613,758.927001953,688.717346191
-486400,-2067200,571.078369141,559.342346191,495.985839844,440.206054688,508.315765381,606.549499512,652.818908691,694.561828613,630.065063477
-364800,-2067200,508.315765381,495.985839844,440.206054688,434.181549072,505.594024658,595.568847656,606.549499512,652.818908691,571.078369141
-243200,-2067200,505.594024658,440.206054688,434.181549072,481.36895752,556.882141113,636.996398926,595.568847656,606.549499512,508.315765381
-121600,-2067200,556.882141113,434.181549072,481.36895752,528.425415039,624.926391602,712.952392578,636.996398926,595.568847656,505.594024658
0,-2067200,624.926391602,481.36895752,528.425415039,581.894226074,710.917907715,787.409118652,712.952392578,636.996398926,556.882141113
121600,-2067200,710.917907715,528.425415039,581.894226074,505.164520264,663.182067871,832.745910645,787.409118652,712.952392578,624.926391602
243200,-2067200,663.182067871,581.894226074,505.164520264,385.816772461,522.300354004,848.442016602,832.745910645,787.409118652,710.917907715
364800,-2067200,522.300354004,505.164520264,385.816772461,222.185577393,571.743225098,835.634277344,848.442016602,832.745910645,663.182067871
486400,-2067200,571.743225098,385.816772461,222.185577393,189.490783691,609.905151367,778.174438477,835.634277344,848.442016602,522.300354004
608000,-2067200,609.905151367,222.185577393,189.490783691,228.328659058,654.684143066,821.550109863,778.174438477,835.634277344,571.743225098
729600,-2067200,654.684143066,189.490783691,228.328659058,231.261322021,444.625091553,790.033447266,821.550109863,778.174438477,609.905151367
851200,-2067200,444.625091553,228.328659058,231.261322021,311.661437988,579.265014648,815.180480957,790.033447266,821.550109863,654.684143066
972800,-2067200,579.265014648,231.261322021,311.661437988,344.544799805,645.471801758,745.933166504,815.180480957,790.033447266,444.625091553
1094400,-2067200,645.471801758,311.661437988,344.544799805,357.404663086,543.456481934,749.325500488,745.933166504,815.180480957,579.265014648
1216000,-2067200,543.456481934,344.544799805,357.404663086,466.536773682,741.471496582,794.209289551,749.325500488,745.933166504,645.471801758
1337600,-2067200,741.471496582,357.404663086,466.536773682,616.66003418,818.281677246,908.561584473,794.209289551,749.325500488,543.456481934
1459200,-2067200,818.281677246,466.536773682,616.66003418,538.166564941,850.579589844,1066.20324707,908.561584473,794.209289551,741.471496582
1580800,-2067200,850.579589844,616.66003418,538.166564941,771.856323242,1131.81872559,1190.34692383,1066.20324707,908.561584473,818.281677246
1702400,-2067200,1131.81872559,538.166564941,771.856323242,1110.46350098,1276.88891602,1223.29174805,1190.34692383,1066.20324707,850.579589844
1824000,-2067200,1276.88891602,771.856323242,1110.46350098,1331.94445801,1237.91064453,1162.64672852,1223.29174805,1190.34692383,1131.81872559
1945600,-2067200,1237.91064453,1110.46350098,1331.94445801,1232.35302734,1127.72509766,1094.17114258,1162.64672852,1223.29174805,1276.88891602
2067200,-2067200,1127.72509766,1331.94445801,1232.35302734,1092.78271484,1057.4909668,1064.02648926,1094.17114258,1162.64672852,1237.91064453
2188800,-2067200,1057.4909668,1232.35302734,1092.78271484,1017.17102051,1012.01104736,1041.73242188,1064.02648926,1094.17114258,1127.72509766
2310400,-2067200,1012.01104736,1092.78271484,1017.17102051,978.685668945,998.306091309,1029.15673828,1041.73242188,1064.02648926,1057.4909668
2432000,-2067200,998.306091309,1017.17102051,978.685668945,979.868896484,989.63104248,1009.90368652,1029.15673828,1041.73242188,1012.01104736
2553600,-2067200,989.63104248,978.685668945,979.868896484,979.712524414,984.181884766,996.512084961,1009.90368652,1029.15673828,998.306091309
2675200,-2067200,984.181884766,979.868896484,979.712524414,982.026123047,989.612426758,1000.13555908,996.512084961,1009.90368652,989.63104248
2796800,-2067200,989.612426758,979.712524414,982.026123047,986.860900879,993.996032715,996.121643066,1000.13555908,996.512084961,984.181884766
2918400,-2067200,993.996032715,982.026123047,986.860900879,989.83190918,990.919372559,989.469848633,996.121643066,1000.13555908,989.612426758
3040000,-2067200,990.919372559,986.860900879,989.83190918,,,,989.469848633,996.121643066,993.996032715
-3040000,-2188800,979.578918457,,990.063781738,1063.78405762,1034.85437012,1041.27062988,979.520385742,,
-2918400,-2188800,1034.85437012,990.063781738,1063.78405762,1132.13427734,1093.2331543,1089.51379395,1041.27062988,979.520385742,979.578918457
-2796800,-2188800,1093.2331543,1063.78405762,1132.13427734,1156.35473633,1107.81921387,1083.90966797,1089.51379395,1041.27062988,1034.85437012
-2675200,-2188800,1107.81921387,1132.13427734,1156.35473633,1084.61914062,1044.65979004,1018.27301025,1083.90966797,1089.51379395,1093.2331543
-2553600,-2188800,1044.65979004,1156.35473633,1084.61914062,983.405029297,961.230957031,940.49005127,1018.27301025,1083.90966797,1107.81921387
-2432000,-2188800,961.230957031,1084.61914062,983.405029297,934.15246582,902.069519043,884.068603516,940.49005127,1018.27301025,1044.65979004
-2310400,-2188800,902.069519043,983.405029297,934.15246582,913.578979492,874.475891113,855.977600098,884.068603516,940.49005127,961.230957031
-2188800,-2188800,874.475891113,934.15246582,913.578979492,886.835021973,866.049682617,858.54699707,855.977600098,884.068603516,902.069519043
-2067200,-2188800,866.049682617,913.578979492,886.835021973,840.216369629,844.473510742,853.633544922,858.54699707,855.977600098,874.475891113
-1945600,-2188800,844.473510742,886.835021973,840.216369629,812.49822998,823.831054688,840.195678711,853.633544922,858.54699707,866.049682617
-1824000,-2188800,823.831054688,840.216369629,812.49822998,797.250366211,792.028015137,800.199768066,840.195678711,853.633544922,844.473510742
-1702400,-2188800,792.028015137,812.49822998,797.250366211,777.45526123,765.798950195,774.910827637,800.199768066,840.195678711,823.831054688
-1580800,-2188800,765.798950195,797.250366211,777.45526123,760.143066406,774.987731934,791.208740234,774.910827637,800.199768066,792.028015137
-1459200,-2188800,774.987731934,777.45526123,760.143066406,755.81842041,784.018127441,804.821044922,791.208740234,774.910827637,765.798950195
-1337600,-2188800,784.018127441,760.143066406,755.81842041,738.366943359,769.908569336,798.721374512,804.821044922,791.208740234,774.987731934
-1216000,-2188800,769.908569336,755.81842041,738.366943359,713.914367676,756.523071289,787.309875488,798.721374512,804.821044922,784.018127441
-1094400,-2188800,756.523071289,738.366943359,713.914367676,720.28125,769.483947754,801.541259766,787.309875488,798.721374512,769.908569336
-972800,-2188800,769.483947754,713.914367676,720.28125,729.577453613,794.673522949,826.311889648,801.541259766,787.309875488,756.523071289
-851200,-2188800,794.673522949,720.28125,729.577453613,688.717346191,758.927001953,799.098999023,826.311889648,801.541259766,769.483947754
-729600,-2188800,758.927001953,729.577453613,688.717346191,630.065063477,694.561828613,731.179382324,799.098999023,826.311889648,794.673522949
-608000,-2188800,694.561828613,688.717346191,630.065063477,571.078369141,652.818908691,712.334716797,731.179382324,799.098999023,758.927001953
-486400,-2188800,652.818908691,630.065063477,571.078369141,508.315765381,606.549499512,696.05645752,712.334716797,731.179382324,694.561828613
-364800,-2188800,606.549499512,571.078369141,508.315765381,505.594024658,595.568847656,688.173828125,696.05645752,712.334716797,652.818908691
-243200,-2188800,595.568847656,508.315765381,505.594024658,556.882141113,636.996398926,718.434875488,688.173828125,696.05645752,606.549499512
-121600,-2188800,636.996398926,505.594024658,556.882141113,624.926391602,712.952392578,763.706726074,718.434875488,688.173828125,595.568847656
0,-2188800,712.952392578,556.882141113,624.926391602,710.917907715,787.409118652,807.905883789,763.706726074,718.434875488,636.996398926
121600,-2188800,787.409118652,624.926391602,710.917907715,663.182067871,832.745910645,869.104736328,807.905883789,763.706726074,712.952392578
243200,-2188800,832.745910645,710.917907715,663.182067871,522.300354004,848.442016602,932.089660645,869.104736328,807.905883789,787.409118652
364800,-2188800,848.442016602,663.182067871,522.300354004,571.743225098,835.634277344,884.243530273,932.089660645,869.104736328,832.745910645
486400,-2188800,835.634277344,522.300354004,571.743225098,609.905151367,778.174438477,820.472595215,884.243530273,932.089660645,848.442016602
608000,-2188800,778.174438477,571.743225098,609.905151367,654.684143066,821.550109863,806.639282227,820.472595215,884.243530273,835.634277344
729600,-2188800,821.550109863,609.905151367,654.684143066,444.625091553,790.033447266,840.846191406,806.639282227,820.472595215,778.174438477
851200,-2188800,790.033447266,654.684143066,444.625091553,579.265014648,815.180480957,827.009216309,840.846191406,806.639282227,821.550109863
972800,-2188800,815.180480957,444.625091553,579.265014648,645.471801758,745.933166504,782.438354492,827.009216309,840.846191406,790.033447266
1094400,-2188800,745.933166504,579.265014648,645.471801758,543.456481934,749.325500488,781.691955566,782.438354492,827.009216309,815.180480957
1216000,-2188800,749.325500488,645.471801758,543.456481934,741.471496582,794.209289551,822.941345215,781.691955566,782.438354492,745.933166504
1337600,-2188800,794.209289551,543.456481934,741.471496582,818.281677246,908.561584473,921.463989258,822.941345215,781.691955566,749.325500488
1459200,-2188800,908.561584473,741.471496582,818.281677246,850.579589844,1066.20324707,1048.13781738,921.463989258,822.941345215,794.209289551
1580800,-2188800,1066.20324707,818.281677246,850.579589844,1131.81872559,1190.34692383,1118.71630859,1048.13781738,921.463989258,908.561584473
1702400,-2188800,1190.34692383,850.579589844,1131.81872559,1276.88891602,1223.29174805,1126.80285645,1118.71630859,1048.13781738,1066.20324707
1824000,-2188800,1223.29174805,1131.81872559,1276.88891602,1237.91064453,1162.64672852,1093.64172363,1126.80285645,1118.71630859,1190.34692383
1945600,-2188800,1162.64672852,1276.88891602,1237.91064453,1127.72509766,1094.17114258,1077.14257812,1093.64172363,1126.80285645,1223.29174805
2067200,-2188800,1094.17114258,1237.91064453,1127.72509766,1057.4909668,1064.02648926,1074.98522949,1077.14257812,1093.64172363,1162.64672852
2188800,-2188800,1064.02648926,1127.72509766,1057.4909668,1012.01104736,1041.73242188,1077.25146484,1074.98522949,1077.14257812,1094.17114258
2310400,-2188800,1041.73242188,1057.4909668,1012.01104736,998.306091309,1029.15673828,1071.70117188,1077.25146484,1074.98522949,1064.02648926
2432000,-2188800,1029.15673828,1012.01104736,998.306091309,989.63104248,1009.90368652,1047.82641602,1071.70117188,1077.25146484,1041.73242188
2553600,-2188800,1009.90368652,998.306091309,989.63104248,984.181884766,996.512084961,1025.67529297,1047.82641602,1071.70117188,1029.15673828
2675200,-2188800,996.512084961,989.63104248,984.181884766,989.612426758,1000.13555908,1021.83709717,1025.67529297,1047.82641602,1009.90368652
2796800,-2188800,1000.13555908,984.181884766,989.612426758,993.996032715,996.121643066,1012.01763916,1021.83709717,1025.67529297,996.512084961
2918400,-2188800,996.121643066,989.612426758,993.996032715,990.919372559,989.469848633,996.966918945,1012.01763916,1021.83709717,1000.13555908
3040000,-2188800,989.469848633,993.996032715,990.919372559,,,,996.966918945,1012.01763916,996.121643066
-3040000,-2310400,979.520385742,,979.578918457,1034.85437012,1041.27062988,1073.0300293,1003.07775879,,
-2918400,-2310400,1041.27062988,979.578918457,1034.85437012,1093.2331543,1089.51379395,1120.91552734,1073.0300293,1003.07775879,979.520385742
-2796800,-2310400,1089.51379395,1034.85437012,1093.2331543,1107.81921387,1083.90966797,1097.07104492,1120.91552734,1073.0300293,1041.27062988
-2675200,-2310400,1083.90966797,1093.2331543,1107.81921387,1044.65979004,1018.27301025,1025.44396973,1097.07104492,1120.91552734,1089.51379395
-2553600,-2310400,1018.27301025,1107.81921387,1044.65979004,961.230957031,940.49005127,954.283935547,1025.44396973,1097.07104492,1083.90966797
-2432000,-2310400,940.49005127,1044.65979004,961.230957031,902.069519043,884.068603516,881.001525879,954.283935547,1025.44396973,1018.27301025
-2310400,-2310400,884.068603516,961.230957031,902.069519043,874.475891113,855.977600098,844.98425293,881.001525879,954.283935547,940.49005127
-2188800,-2310400,855.977600098,902.069519043,874.475891113,866.049682617,858.54699707,853.214233398,844.98425293,881.001525879,884.068603516
-2067200,-2310400,858.54699707,874.475891113,866.049682617,844.473510742,853.633544922,869.339416504,853.214233398,844.98425293,855.977600098
-1945600,-2310400,853.633544922,866.049682617,844.473510742,823.831054688,840.195678711,852.840576172,869.339416504,853.214233398,858.54699707
-1824000,-2310400,840.195678711,844.473510742,823.831054688,792.028015137,800.199768066,805.743164062,852.840576172,869.339416504,853.633544922
-1702400,-2310400,800.199768066,823.831054688,792.028015137,765.798950195,774.910827637,789.647033691,805.743164062,852.840576172,840.195678711
-1580800,-2310400,774.910827637,792.028015137,765.798950195,774.987731934,791.208740234,817.253173828,789.647033691,805.743164062,800.199768066
-1459200,-2310400,791.208740234,765.798950195,774.987731934,784.018127441,804.821044922,823.600280762,817.253173828,789.647033691,774.910827637
-1337600,-2310400,804.821044922,774.987731934,784.018127441,769.908569336,798.721374512,823.063903809,823.600280762,817.253173828,791.208740234
-1216000,-2310400,798.721374512,784.018127441,769.908569336,756.523071289,787.309875488,829.171875,823.063903809,823.600280762,804.821044922
-1094400,-2310400,787.309875488,769.908569336,756.523071289,769.483947754,801.541259766,845.622070312,829.171875,823.063903809,798.721374512
-972800,-2310400,801.541259766,756.523071289,769.483947754,794.673522949,826.311889648,861.067016602,845.622070312,829.171875,787.309875488
-851200,-2310400,826.311889648,769.483947754,794.673522949,758.927001953,799.098999023,823.932128906,861.067016602,845.622070312,801.541259766
-729600,-2310400,799.098999023,794.673522949,758.927001953,694.561828613,731.179382324,761.154663086,823.932128906,861.067016602,826.311889648
-608000,-2310400,731.179382324,758.927001953,694.561828613,652.818908691,712.334716797,763.661743164,761.154663086,823.932128906,799.098999023
-486400,-2310400,712.334716797,694.561828613,652.818908691,606.549499512,696.05645752,769.996032715,763.661743164,761.154663086,731.179382324
-364800,-2310400,696.05645752,652.818908691,606.549499512,595.568847656,688.173828125,780.761230469,769.996032715,763.661743164,712.334716797
-243200,-2310400,688.173828125,606.549499512,595.568847656,636.996398926,718.434875488,783.815551758,780.761230469,769.996032715,696.05645752
-121600,-2310400,718.434875488,595.568847656,636.996398926,712.952392578,763.706726074,788.029602051,783.815551758,780.761230469,688.173828125
0,-2310400,763.706726074,636.996398926,712.952392578,787.409118652,807.905883789,831.928100586,788.029602051,783.815551758,718.434875488
121600,-2310400,807.905883789,712.952392578,787.409118652,832.745910645,869.104736328,874.384155273,831.928100586,788.029602051,763.706726074
