x-axis,y-axis,ice_thickness,precipitation,air_temp,ocean_temp,dist,temp_diff,air_roll,ocean_roll,precip_roll
-1459200,1337600,0.0,201.123794556,259.272888184,271.867950439,1979504.5844857243,12.595062255000016,259.289042155,271.84633382155556,203.90676371277777
-1337600,1337600,0.0,178.189697266,258.870147705,271.854919434,1891652.061030252,12.984771728999988,258.9583231608889,271.8361714681111,187.40589565722223
-1216000,1337600,0.0,168.863021851,258.67388916,271.864227295,1807713.9596739302,13.19033813499999,258.8588494194445,271.8335266114445,181.96076965344443
-1094400,1337600,0.0,184.436096191,258.851165771,271.773468018,1728260.7210719106,12.922302247000005,258.86312866211114,271.8274502225556,191.1805742052222
-972800,1337600,0.0,212.040863037,258.699493408,271.786193848,1653938.81386223,13.086700439999959,258.94846598300006,271.8108147515556,209.53589375811111
-851200,1337600,0.0,240.213607788,258.727233887,271.785003662,1585470.0249452842,13.057769774999997,258.3769887287778,271.8277350531111,242.54604933000005
-729600,1337600,0.0,280.82723999,258.59375,271.852203369,1523643.632874827,13.258453368999994,253.98658752433337,271.82441880966667,236.50877804225559
-608000,1337600,1209.12243652,169.123321533,245.686630249,271.828430176,1469298.3903891,26.141799926999994,248.67413838711113,271.817759196,212.26499387951108
-486400,1337600,1882.73937988,37.868309021,240.113388062,271.793426514,1423291.5091435064,31.680038451999962,242.3670213487778,271.8694763184444,139.78375498453335
-364800,1337600,1582.20275879,36.1443710327,236.735580444,272.037231445,1386453.3169205517,35.30165100099998,238.5638071695556,271.97648451077777,90.68365012278889
-243200,1337600,2844.17407227,40.5883255005,233.928375244,272.142974854,1359529.3303198721,38.21459960999999,234.62316555433335,272.1404520672222,51.13359790383333
-121600,1337600,2352.50561523,41.1023864746,231.313278198,272.199737549,1343115.899689971,40.88645935100001,231.45142279722222,272.2347547744444,39.752207014300005
0,1337600,3030.96069336,34.1977653503,228.916442871,272.268585205,1337600.0,43.352142334000035,229.08030022511107,272.3442179362222,36.11333762275556
121600,1337600,2781.9921875,32.4252738953,227.346710205,272.493011475,1343115.899689971,45.14630127000001,227.16375732422222,272.45763481977775,33.98908445571111
243200,1337600,2834.76660156,31.7869491577,225.606567383,272.599304199,1359529.3303198721,46.99273681600002,225.30350579155552,272.5884975856667,32.38441806371111
364800,1337600,3141.53808594,29.0215988159,223.224563599,272.70022583,1386453.3169205517,49.47566223100003,223.495707194,272.6980590818889,30.430478837755555
486400,1337600,3197.21826172,28.5764198303,221.59413147,272.781433105,1423291.5091435064,51.18730163500001,221.92592027444442,272.7812839083333,29.073857837244443
608000,1337600,3121.87475586,28.2984924316,220.340637207,272.845245361,1469298.3903891,52.50460815400004,221.1784922282222,272.84479437922226,30.657401190844446
729600,1337600,2785.89746094,33.3187408447,220.275741577,272.885864258,1523643.632874827,52.610122681000036,221.58014763733334,272.8848741318889,39.740421719
851200,1337600,2586.28076172,46.5852546692,222.746841431,272.897644043,1585470.0249452842,50.15080261200001,223.06676737477775,272.895155165,51.02861891851111
972800,1337600,2348.92895508,57.3425254822,224.86289978,272.877563477,1653938.81386223,48.01466369700003,224.85526529944445,272.87557983400006,60.10625330606667
1094400,1337600,2231.97216797,59.7030220032,226.035415649,272.838317871,1728260.7210719106,46.80290222200003,226.63446553544443,272.8368259005556,66.4498519897889
1216000,1337600,2379.86645508,66.1822967529,227.982849121,272.802276611,1807713.9596739302,44.81942749000004,228.35355461966668,272.80214436833336,76.5750083924
1337600,1337600,2435.78149414,81.3004455566,229.996490479,272.797393799,1891652.061030252,42.80090332000003,230.00990125866667,272.7983567978889,87.41488986546668
1459200,1337600,2687.68334961,89.0690841675,231.229660034,272.843109131,1979504.5844857243,41.613449097,231.24106343588886,272.84467230900003,94.8789473638889
1580800,1337600,2001.14025879,93.3180847168,232.405380249,272.94619751,2070773.3820966503,40.540817261,232.5294833712222,272.93860880533333,108.86395645126667
1702400,1337600,2406.77270508,117.372085571,233.934814453,273.088317871,2165026.4478754066,39.153503418000014,234.17943488233334,273.08144463422224,120.64673275401113
1824000,1337600,2173.06616211,109.852958679,235.361999512,273.287963867,2261890.748908974,37.92596435499996,236.82755533855556,273.2823994953334,151.71296098492223
1945600,1337600,1658.16906738,191.491897583,239.694351196,273.531219482,2361044.921216028,33.83686828599997,240.72659640855557,273.54500325500004,242.1419601441222
2067200,1337600,1203.50793457,267.853057861,247.681793213,273.661224365,2462212.338528097,25.979431152000018,249.06661139599998,273.54046969933336,415.8479936388889
2188800,1337600,0.0,613.708740234,261.703033447,273.026245117,2565154.8101430447,11.323211669999978,257.1941816542223,273.3070203993333,607.4219563802221
2310400,1337600,0.0,741.665710449,264.263000488,272.844116211,2669667.005452178,8.581115723000039,263.90552096899995,273.06911892377775,746.3284810383334
2432000,1337600,0.0,818.009033203,266.03302002,273.147186279,2775571.609596841,7.114166259000001,266.00653754344444,273.15248955622224,815.5091349284444
2553600,1337600,0.0,854.92565918,267.576904297,273.501556396,2882715.1645627427,5.9246520990000135,267.5106811524445,273.49151611322225,853.6803046333333
2675200,1337600,0.0,872.76940918,268.919708252,273.859680176,2990964.5267037186,4.939971923999963,268.8960300021111,273.85298326266667,883.002794054
2796800,1337600,0.0,899.998046875,270.378295898,274.231628418,3100203.8642644132,3.8533325200000377,270.1527642143334,274.1954040527778,913.4011501736667
2918400,1337600,0.0,941.329345703,271.586608887,274.532928467,3210332.1198904016,2.9463195799999653,271.1581963432222,1.1076899964877779e+36,943.2920193143333
3040000,1337600,0.0,970.189453125,272.039764404,274.676940918,3321260.8690074314,2.637176514000032,271.6298116048333,1.661534994731667e+36,959.3066914876666
-3040000,1216000,0.0,750.884460449,273.247009277,274.401763916,3274180.2027377784,1.1547546389999752,273.0404052733333,274.40827433266674,753.5702921546666
-2918400,1216000,0.0,754.212890625,272.798553467,274.365722656,3161600.0,1.567169189000026,272.78572930222225,274.37183973522224,756.6190795896667
-2796800,1216000,0.0,764.144958496,272.215240479,274.207427979,3049712.4848090187,1.9921875,272.1438564723333,274.2346801757778,789.7700127494444
-2675200,1216000,0.0,889.446044922,271.363067627,273.988006592,2938596.7807782,2.6249389649999557,271.29007636166665,273.964908176,963.7642822276666
-2553600,1216000,0.0,1424.71704102,270.020294189,273.596191406,2828343.8546258835,3.5758972169999765,268.30919053811107,273.7084248861111,1296.1043769011112
-2432000,1216000,252.770675659,2333.78710938,261.670776367,273.651794434,2719058.6606397443,11.981018067000036,263.86678059888897,273.2862481011111,1244.4246046305557
-2310400,1216000,474.608734131,446.354614258,257.367675781,272.660217285,2610862.723315801,15.292541503999985,260.0712212456667,272.7421061196667,956.9963955365557
-2188800,1216000,221.357162476,388.773590088,258.279815674,271.835693359,2503897.2502880385,13.555877684999984,258.7063802083333,272.083614773,512.3760782882223
-2067200,1216000,0.0,451.380859375,261.375305176,271.42767334,2398326.883475228,10.052368164000029,259.3989257812222,271.70815361855557,423.40658230255553
-1945600,1216000,0.0,421.828826904,260.274597168,271.565338135,2294344.211316166,11.290740966999977,259.74721272777776,271.60866292311107,405.3170912001111
-1824000,1216000,0.0,356.383483887,259.680114746,271.649017334,2192175.1754821055,11.968902587999992,259.820054796,271.6591084797778,362.42084927033335
-1702400,1216000,0.0,290.524627686,259.244171143,271.737518311,2092085.5049447669,12.493347167999957,259.4429931641111,271.6966281466666,302.8292473687777
-1580800,1216000,0.0,246.261810303,258.76083374,271.755249023,1994388.2871697778,12.994415282999967,259.0330030654444,271.7091471352222,255.6997833252222
-1459200,1216000,0.0,217.123977661,258.576324463,271.649780273,1899452.7211804984,13.073455809999984,258.671769884,271.7135348848889,222.19176228855557
-1337600,1216000,0.0,196.077941895,258.34072876,271.68170166,1807713.9596739302,13.340972899999997,258.4473741321111,271.712782118,198.85376993833336
-1216000,1216000,0.0,179.813812256,258.287414551,271.685913086,1719683.6918456836,13.398498535000044,258.47349378800004,271.7234090171111,187.20058695488888
-1094400,1216000,0.0,178.637298584,258.863647461,271.722900391,1635960.6841241631,12.859252929999968,258.6130913627778,271.7161797418889,190.91601392955556
-972800,1216000,0.0,202.105041504,258.765350342,271.69442749,1557239.8145436689,12.929077148000033,258.6651611326667,271.6992797853333,210.6547597248889
-851200,1216000,0.0,237.509506226,258.742523193,271.669799805,1484317.1628732183,12.927276612000014,256.89492797844446,271.71875,230.1574469672222
-729600,1216000,174.532394409,276.051025391,253.777175903,271.756195068,1418087.5008263772,17.97901916500001,252.01202223033337,271.75307210288884,193.7115181817
-608000,1216000,1188.7376709,39.6603164673,242.775131226,271.810180664,1359529.3303198721,29.03504943799996,246.20129224999997,271.79834323455555,127.94551510275556
-486400,1216000,1832.11730957,61.1423606873,241.067718506,271.780395508,1309672.0810951113,30.71267700200002,241.2675611708889,271.8451741536667,63.74792522852223
-364800,1216000,2443.42529297,45.1974983215,238.129043579,271.969482422,1269541.2714835228,33.84043884299999,238.3672977023333,271.9195048014445,48.830719417999994
-243200,1216000,1877.3458252,54.7540893555,235.56854248,272.074310303,1240081.5457057653,36.50576782300001,235.31727091455554,272.03939141177784,47.23934427896667
-121600,1216000,1889.2244873,35.5355072021,231.962402344,272.185943604,1222064.8755283002,40.22354125999999,232.1752777097778,272.1312221952222,41.64862357244445
0,1216000,2847.28540039,31.1680755615,229.173843384,272.201324463,1216000.0,43.02748107899998,229.52226426855557,272.24576144766667,34.29742558796667
121600,1216000,3023.09594727,32.3355407715,227.332763672,272.280090332,1222064.8755283002,44.94732665999999,227.40756225577778,272.3553365072222,31.933041254677775
243200,1216000,2923.0300293,33.1626396179,225.476715088,272.494262695,1240081.5457057653,47.01754760699998,225.41020372177775,272.4860738118889,30.069233364544445
364800,1216000,3025.45703125,26.6083068848,223.223358154,272.585723877,1269541.2714835228,49.36236572300001,223.41574774855553,272.58589341899994,28.21795823838889
486400,1216000,2916.70727539,24.5986289978,221.570068359,272.658996582,1309672.0810951113,51.08892822299998,221.55085245766668,272.66101752377773,26.786264419544445
608000,1216000,2813.84790039,27.7255592346,219.723205566,272.717498779,1359529.3303198721,52.99429321299999,220.1858808728889,272.71942477744443,26.595145967244445
729600,1216000,2261.89453125,23.4197826385,219.076202393,272.758300781,1418087.5008263772,53.682098388000014,219.55906846788886,272.7599724662222,28.829931682988885
851200,1216000,2883.04882812,31.7371177673,218.680053711,272.779510498,1484317.1628732183,54.09945678699998,219.92746649855553,272.7805786133333,33.13583691913333
972800,1216000,2838.0612793,36.3662872314,220.512527466,272.782073975,1557239.8145436689,52.26954650900001,220.99319966633337,272.78261650944444,39.02277628581111
1094400,1216000,3035.7019043,42.0149650574,221.517501831,272.77243042,1635960.6841241631,51.254928588999974,222.64370557977776,272.7729254828889,44.90275997585556
1216000,1216000,2673.86425781,47.8086051941,223.85949707,272.763000488,1719683.6918456836,48.903503417999985,224.61966281455554,272.763498942,51.21830071343333
1337600,1216000,3014.44970703,50.6874847412,225.861236572,272.767059326,1807713.9596739302,46.905822753999985,226.61285230844442,272.7677442762222,58.64645258584445
1459200,1216000,2630.00268555,54.4818687439,226.977264404,272.794250488,1899452.7211804984,45.81698608399998,228.20924038366664,272.7962171766667,66.41037326387779
1580800,1216000,2685.07983398,61.646484375,227.873931885,272.851165771,1994388.2871697778,44.97723388600002,229.65117051866667,272.85065036355553,76.12277899844445
1702400,1216000,2670.55249023,68.4927520752,229.67640686,272.929138184,2092085.5049447669,43.252731324000024,231.3034956191111,272.9299892848889,85.0126512315
1824000,1216000,2084.76855469,75.4954376221,232.403366089,273.02255249,2192175.1754821055,40.61918640100001,234.01460944277778,273.0229153102222,106.93565707735554
1945600,1216000,1804.95153809,118.682617188,236.385986328,273.08996582,2294344.211316166,36.703979491999974,238.39388868544444,273.09015231644446,151.1390135024
2067200,1216000,493.660980225,243.627929688,243.618637085,273.040863037,2398326.883475228,29.42222595200002,246.61583116311112,273.04795328766664,243.4674809774444
2188800,1216000,0.0,295.58883667,259.981048584,272.900115967,2503897.2502880385,12.91906738299997,255.15821668833334,272.90012274855553,393.33814663355554
2310400,1216000,0.0,578.656799316,262.809753418,272.682525635,2610862.723315801,9.872772216999977,261.93976338699997,272.8462897407778,565.6068962944445
2432000,1216000,0.0,743.642028809,264.424102783,272.947875977,2719058.6606397443,8.523773194,264.7410040961111,272.980424669,712.5606486003334
2553600,1216000,0.0,819.987304688,266.257141113,273.292358398,2828343.8546258835,7.035217284999987,266.2416246202222,273.3121168347777,799.3573608399998
2675200,1216000,0.0,852.441894531,267.480712891,273.682922363,2938596.7807782,6.202209471999993,267.6669752332222,273.6836412216667,851.2558593751112
2796800,1216000,0.0,893.772155762,268.927368164,274.082458496,3049712.4848090187,5.155090332000043,268.97983466244443,274.0484347874444,890.9420301648888
2918400,1216000,0.0,930.709350586,270.25302124,274.380218506,3161600.0,4.127197265999996,270.0798272025555,274.31613837355553,921.5417277017779
3040000,1216000,0.0,941.774536133,270.934448242,274.466094971,3274180.2027377784,3.5316467290000446,270.6027475991666,274.43566385916665,935.8578898111667
-3040000,1094400,0.0,783.29510498,273.290130615,274.458892822,3230992.318158618,1.1687622069999861,273.0420277911667,274.4432169596667,779.1372578936666
-2918400,1094400,0.0,791.10559082,272.760528564,274.448150635,3116852.566291835,1.6876220709999643,272.7723659937778,274.43829345711106,781.0371500648889
-2796800,1094400,0.0,791.800109863,272.209533691,274.453460693,3003298.453367564,2.243927002000021,272.05665757911106,274.3021545411111,805.6002536348889
-2675200,1094400,0.0,850.73059082,271.100372314,274.062255859,2890399.0035979464,2.961883544999978,271.17117648644444,274.0242343478889,927.9640231669998
-2553600,1094400,0.0,1084.19787598,270.31237793,273.560638428,2778234.0290191537,3.248260497999979,269.19298299144447,273.73695882166675,1282.8284369589999
-2432000,1094400,0.0,1849.13562012,268.318847656,273.717529297,2666896.203454495,5.398681640999996,264.95819430866663,273.39839680988894,1426.1506822390002
-2310400,1094400,62.3788566589,1302.69396973,256.20614624,273.286651611,2556493.5986620425,17.080505371000015,260.43949551044443,272.9489339192222,1276.6665039066668
-2188800,1094400,233.764770508,504.684173584,255.469207764,272.220611572,2447152.79457577,16.751403807999992,256.8999057345556,272.3244866263333,833.4664984806666
-2067200,1094400,0.0,502.745666504,254.554260254,271.62512207,2339022.7018992356,17.07086181599996,256.30042182077773,271.85084025055556,564.6770799422222
-1945600,1094400,0.0,567.684326172,258.733764648,271.501312256,2232279.265683396,12.76754760800003,256.3781517876667,271.6280348035555,467.26934136288884
-1824000,1094400,0.0,456.0362854,259.222290039,271.506958008,2127131.2512395657,12.284667969000054,257.22457207577776,271.60769992400003,404.8793809678889
-1702400,1094400,0.0,359.702026367,258.886932373,271.524932861,2023827.3444145378,12.638000488000046,257.8354831272222,271.60219658733337,337.36174858944446
-1580800,1094400,0.0,283.15222168,258.402832031,271.553741455,1922664.8173823745,13.15090942400002,258.34772067600005,271.5969984264445,280.01064215766667
-1459200,1094400,0.0,238.326065063,258.210723877,271.561889648,1824000.0,13.351165770999955,258.2916293674445,271.59148491733333,241.49941168899997
-1337600,1094400,0.0,215.721954346,257.911193848,271.619018555,1728260.7210719106,13.707824707000043,258.06464979399993,271.6050109862223,218.33303833011112
-1216000,1094400,0.0,194.443664551,257.883056641,271.629638672,1635960.6841241631,13.746582031000003,257.98122829877786,271.63646104611115,205.15065341533332
-1094400,1094400,0.0,188.621795654,258.580200195,271.678894043,1547715.3226611153,13.098693848000039,258.13292100700005,271.637837728,205.74693298333332
-972800,1094400,0.0,209.282531738,258.913604736,271.609954834,1464257.9007811432,12.696350097999982,257.52210489899994,271.6165669761111,221.816063775
-851200,1094400,0.0,243.046096802,257.843231201,271.572875977,1386453.3169205517,13.729644776000043,254.37660895444444,271.63067966044446,223.9784868028889
-729600,1094400,640.271484375,170.341110229,247.991989136,271.742095947,1315305.1052892632,23.750106810999995,249.19384087455558,271.67947048622216,172.71384514713336
-608000,1094400,1549.63598633,86.631439209,243.970535278,271.760864258,1251948.6251440193,27.790328980000027,244.63091701944444,271.7631971571111,107.69929250082222
-486400,1094400,986.510314941,29.8645133972,241.83531189,271.861297607,1197621.1086984063,30.02598571699997,241.60111321355555,271.8252326117778,62.23098288643334
-364800,1094400,1655.76708984,68.0991973877,241.094711304,271.765258789,1153598.8904294248,30.670547484999986,239.31481764044443,271.87359280055557,59.702856275777776
-243200,1094400,2172.73828125,65.8178100586,236.833007812,271.851165771,1121096.606006815,35.01815795900001,235.96402994777782,271.9768134224444,53.7517153422
-121600,1094400,2837.24902344,37.9149131775,232.290496826,272.128417969,1101134.8327975099,39.83792114299999,232.74057515444443,272.069864909,42.551654815666666
0,1094400,2635.8527832,33.7587394714,229.591110229,272.128540039,1094400.0,42.53742980999996,229.9753299288889,272.1965298124444,33.09994252522222
121600,1094400,2463.11035156,30.2386283875,227.773330688,272.326202393,1101134.8327975099,44.55287170500003,227.83615112299998,272.29004245333334,30.527826944988888
243200,1094400,2942.2800293,28.323759079,225.450576782,272.406707764,1121096.606006815,46.95613098199996,225.70633612744444,272.39788818355555,28.332761552611114
364800,1094400,2948.53759766,26.7204036713,223.257247925,272.489135742,1153598.8904294248,49.23188781699997,223.58334689677775,272.4880506727778,27.006605784100003
486400,1094400,3129.51000977,25.1629180908,221.338500977,272.557250977,1197621.1086984063,51.21875000000003,221.5078379313333,272.5578375922222,25.720884746966668
608000,1094400,3316.34228516,24.3640518188,219.685958862,272.613647461,1251948.6251440193,52.92768859900002,219.69784884977776,272.61409505200004,24.812632454744445
729600,1094400,3099.36499023,23.8917198181,218.068481445,272.656585693,1315305.1052892632,54.58810424800001,218.29542880588886,272.6568705238889,24.31398285757778
851200,1094400,3063.31201172,20.1286659241,217.434494019,272.685455322,1386453.3169205517,55.250961303,217.85177273222223,272.68578423388885,25.083064185233336
972800,1094400,2897.42700195,25.4324378967,217.689956665,272.702209473,1464257.9007811432,55.01225280799997,218.49036153155555,272.7017584907778,28.62767389085555
1094400,1094400,3258.81542969,31.8947105408,219.459106445,272.708343506,1547715.3226611153,53.249237061,220.35894266744447,272.70824517144445,34.41490915086666
1216000,1094400,3161.93945312,37.379989624,221.873596191,272.710113525,1635960.6841241631,50.83651733400001,222.9646233451111,272.70995076488884,41.698083453711114
1337600,1094400,2236.56640625,43.9931869507,224.991271973,272.712554932,1728260.7210719106,47.72128295899998,225.59237501344444,272.71242268866666,50.82242245143333
1459200,1094400,2605.16674805,56.9151115417,226.743804932,272.719940186,1824000.0,45.976135253999985,227.73508877222218,272.72074042411106,60.676675160711106
1580800,1094400,2835.69140625,66.2816085815,227.804122925,272.734283447,1922664.8173823745,44.930160521999994,229.576933119,272.73378160255555,70.20354970295556
1702400,1094400,2123.81933594,77.5279312134,230.215148926,272.749450684,2023827.3444145378,42.534301758,231.3939361572222,272.75028822144446,80.85500081375557
1824000,1094400,2461.14746094,95.1265182495,232.056289673,272.76083374,2127131.2512395657,40.704544067,233.88437737355557,272.7596333821111,98.35451592344445
1945600,1094400,1826.21765137,108.378715515,236.403121948,272.746795654,2232279.265683396,36.343673705999976,237.6268039278889,272.74315388988884,135.5301242406222
2067200,1094400,1962.00842285,149.741989136,241.939453125,272.669952393,2339022.7018992356,30.730499268000017,244.38111199266666,272.7414720323333,184.38156043177776
2188800,1094400,769.194335938,202.133544922,252.135055542,272.765197754,2447152.79457577,20.63014221199998,252.9994693332222,272.7101915148889,296.69935947
2310400,1094400,0.0,447.066711426,262.292175293,272.510864258,2556493.5986620425,10.218688965000013,260.0649702283333,272.7420111764444,451.18986680766665
2432000,1094400,0.0,649.990661621,263.816680908,272.792480469,2666896.203454495,8.975799560999974,264.0105895995555,272.8596394857778,623.6767612033332
2553600,1094400,0.0,759.101928711,265.196258545,273.104858398,2778234.0290191537,7.908599852999998,265.38884819866666,273.1332160102222,742.3418646918889
2675200,1094400,0.0,823.348327637,266.470092773,273.480133057,2890399.0035979464,7.010040284000013,266.7494337293333,273.51191541877773,816.2576700846668
2796800,1094400,0.0,884.958007812,267.796295166,273.917175293,3003298.453367564,6.120880127000021,268.0406867132222,273.88833618166666,867.2810329861111
2918400,1094400,0.0,919.151733398,269.006408691,274.268768311,3116852.566291835,5.262359619999984,269.135301378,274.1603834364444,898.9008314344444
3040000,1094400,0.0,911.992919922,269.796234131,274.289031982,3230992.318158618,4.4927978509999775,269.655670166,274.27466837566664,910.7302144368335
-3040000,972800,0.0,796.179443359,273.342498779,274.497619629,3191855.2348125065,1.155120850000003,273.08081054666667,274.4857381185,786.9465535479999
-2918400,972800,0.0,799.146057129,272.813446045,274.4871521,3076263.7078117994,1.6737060550000251,272.8091193303333,274.4858534071111,787.0210571287778
-2796800,972800,0.0,798.565734863,272.274353027,274.624450684,2961153.504970656,2.350097656999992,272.02142673055556,274.35660129122226,798.2643703884444
-2675200,972800,0.0,811.250305176,270.974822998,274.082763672,2846583.018287013,3.1079406740000195,271.09553019200007,274.0788811576667,855.3917371965555
-2553600,972800,0.0,936.823547363,270.070526123,273.642913818,2732620.1345960987,3.5723876950000317,269.8976304795555,273.7411363388889,1064.6909111875555
-2432000,972800,0.0,1365.36779785,268.905761719,273.330535889,2619344.1621902226,4.424774169999978,266.8345235187778,273.41161770288886,1305.4623616540002
-2310400,972800,188.881744385,2092.27856445,261.751342773,273.139099121,2506848.2203755374,11.387756348000039,263.20038011322225,273.0202195908889,1288.4731682671109
-2188800,972800,345.16973877,1206.9230957,255.98588562,272.698272705,2395242.2173968125,16.712387085000017,258.5213114418888,272.48351372599996,1046.6226094563333
-2067200,972800,51.6024169922,605.363952637,251.109512329,272.027038574,2284656.5781316017,20.917526245000005,256.1796722411111,272.01300048811106,696.0148891874445
-1945600,972800,710.047912598,432.709228516,250.921447754,271.756500244,2175246.9285117956,20.83505248999998,254.5531327988889,271.7224019366667,557.8262295194444
-1824000,972800,105.369804382,411.291442871,251.532073975,271.593353271,2067200.0,20.06127929600001,254.47852579755556,271.63012695288893,444.7672932942222
-1702400,972800,0.0,347.754180908,256.525756836,271.634368896,1960741.0843862072,15.108612059999984,254.66478135855556,271.56635199633337,356.85422515855555
-1580800,972800,0.0,285.149658203,258.264343262,271.464630127,1856143.4427328077,13.20028686500001,255.86051940911113,271.5264790851111,274.0417149861111
-1459200,972800,0.0,252.101211548,258.257568359,271.490875244,1753740.1403856843,13.23330688499999,256.2223680283334,271.5089653862222,230.76768747977778
-1337600,972800,0.0,239.579864502,257.900115967,271.546478271,1653938.81386223,13.646362304000036,255.83757527666668,271.5033942328889,225.33978441033332
-1216000,972800,0.0,231.808853149,257.21472168,271.579803467,1557239.8145436689,14.365081786999951,254.54289245611113,271.5234035916667,210.28427293566668
-1094400,972800,0.0,221.650695801,256.849975586,271.58380127,1464257.9007811432,14.733825683999953,254.21718512644443,271.5081414117778,204.67423672133333
-972800,972800,0.0,245.358703613,257.838317871,271.555206299,1375746.9534765468,13.716888428000004,253.31972927511111,271.5259026422222,218.74740431044447
-851200,972800,0.0,270.132904053,251.302093506,271.461242676,1292625.7308285334,20.159149169999978,250.27634853777778,271.56489732533333,202.2460852728889
-729600,972800,639.723327637,161.97946167,244.215194702,271.614318848,1216000.0,27.39912414599999,246.278898451,271.64582316088894,160.9743864271889
-608000,972800,1159.95471191,69.0727462769,242.126693726,271.727661133,1147172.105658083,29.600967407000013,243.1162312826667,271.7298956976666,96.17907672453333
-486400,972800,2165.03637695,74.5506591797,243.918502808,271.815765381,1087623.4642558978,27.897262573000006,241.37866041411112,271.7939961751111,70.0517408583
-364800,972800,619.332214355,85.8601150513,239.492370605,271.936187744,1038950.8554306118,32.443817139000004,239.04970126688886,271.84352620433333,63.24634636773333
-243200,972800,1757.26025391,52.0394630432,235.89414978,271.80847168,1002739.288150215,35.91432190000003,235.5714891221111,271.93641493055554,57.69984012180001
-121600,972800,2497.27392578,38.5468444824,232.4115448,272.07208252,980370.5421931036,39.66053771999998,232.32504272444444,272.0329827202222,45.99768151176667
0,972800,1866.59606934,33.4294509888,230.940078735,272.178527832,972800.0,41.238449097,229.56214904777778,272.13916015622226,35.88468043008888
121600,972800,2356.98461914,24.9717826843,228.302398682,272.26763916,980370.5421931036,43.965240478,227.6443735757778,272.22832573777777,31.489077885944443
243200,972800,2373.25708008,27.361825943,226.484542847,272.327087402,1002739.288150215,45.84254455500002,225.82849290644447,272.3180847167777,28.17433420817778
364800,972800,2686.66943359,25.2719669342,224.056091309,272.404144287,1038950.8554306118,48.348052978,224.01977030444445,272.40927802199997,27.408812205
486400,972800,3099.58422852,25.8490028381,221.39302063,272.469146729,1087623.4642558978,51.07612609899999,221.8710479737778,272.46771240233335,26.61735174391111
608000,972800,3413.89208984,25.1871242523,219.3230896,272.524993896,1147172.105658083,53.20190429600001,219.48425801599998,272.523651123,25.282104492177776
729600,972800,3354.06103516,23.1149044037,217.102111816,272.57043457,1216000.0,55.468322753999985,217.51821560344445,272.5690612791111,22.859555986188887
851200,972800,2736.51416016,19.2569198608,215.565261841,272.605407715,1292625.7308285334,57.04014587400002,216.6282992893333,272.6044854057778,22.168257607355557
972800,972800,2513.4699707,22.3997421265,216.536865234,272.632080078,1375746.9534765468,56.095214844,217.32261318633334,272.63026258688893,24.509228176555556
1094400,972800,3104.05151367,28.4182186127,219.017486572,272.64831543,1464257.9007811432,53.63082885800003,219.65083652055557,272.64731852222224,31.30514568753333
1216000,972800,2816.65307617,38.0192260742,222.763946533,272.655639648,1557239.8145436689,49.89169311499998,223.15209960933333,272.6544223362223,41.55798912048889
1337600,972800,2140.97753906,55.0663642883,227.337966919,272.652099609,1653938.81386223,45.31413269000001,226.78559705944443,272.6510416666667,55.47028435600001
1459200,972800,2226.62939453,73.0499649048,229.922790527,272.637145996,1753740.1403856843,42.714355469000026,230.02135213222223,272.6452026366667,68.5661002265
1580800,972800,1578.93347168,83.9680023193,232.103408813,272.618164062,1856143.4427328077,40.51475524900002,232.74176703555557,272.615081787,78.18810907998889
1702400,972800,1682.62780762,89.4682235718,234.875518799,272.570495605,1960741.0843862072,37.69497680600003,234.8845689561111,272.5716078015555,89.14833407932223
1824000,972800,2075.86547852,109.688049316,235.537231445,272.51651001,2067200.0,36.97927856499999,237.2249671087778,272.5135803222222,106.16392432317778
1945600,972800,1000.86706543,142.33039856,237.406326294,272.450958252,2175246.9285117956,35.044631958000025,240.08671739355557,272.4510091145555,156.74420081250003
2067200,972800,1409.60791016,176.699462891,242.890823364,272.389953613,2284656.5781316017,29.49913024899999,244.55770874022224,272.4710862901111,229.2166027493333
2188800,972800,1169.24267578,222.250549316,248.669555664,272.619445801,2395242.2173968125,23.949890136999983,252.1019727918889,272.54491848422225,320.7806752523333
2310400,972800,0.0,354.528411865,262.658721924,272.812805176,2506848.2203755374,10.154083251999964,258.685675727,272.6393975153333,439.9561665852222
2432000,972800,0.0,566.851257324,263.797637939,272.646789551,2619344.1621902226,8.849151611999957,263.640367296,272.77915445977777,562.5543653698888
2553600,972800,0.0,693.26574707,264.842834473,272.94619751,2732620.1345960987,8.103363037000008,265.01534016911114,272.9990844727778,682.1506822373333
2675200,972800,0.0,772.447631836,266.214172363,273.305328369,2846583.018287013,7.091156006000006,266.38388739677777,273.37585449222223,763.5352918836666
2796800,972800,0.0,846.996032715,267.560028076,273.795806885,2961153.504970656,6.23577880900001,267.68391587977777,273.7421264648889,824.1846313476667
2918400,972800,0.0,881.704162598,268.658081055,274.082214355,3076263.7078117994,5.424133299999994,268.70110744899995,274.00942993166666,860.0047810872222
3040000,972800,0.0,879.048583984,269.285827637,274.161682129,3191855.2348125065,4.875854491999974,269.1550852458334,274.1188913981667,871.6121927896667
-3040000,851200,0.0,778.486694336,273.397247314,274.532012939,3156919.612533712,1.134765625,273.13100687649995,274.5316009521667,777.83988444
-2918400,851200,0.0,773.466430664,272.881011963,274.490600586,3040000.0,1.609588623000036,272.85060967333334,274.52213880755556,778.2193332247776
