x-axis,y-axis,ice_velocity,precipitation,air_temp,ocean_temp,dist,temp_diff,air_roll,ocean_roll,precip_roll
-2675200,1459200,,769.863098145,271.675598145,273.94732666,3047287.265749654,2.2717285150000066,269.894535609653,1.4241728526271433e+36,776.327612429755
-2553600,1459200,,1025.20593262,270.458831787,273.527496338,2941111.6265793107,3.0686645509999835,268.2942872339795,6.103597939830613e+35,729.0031993637958
-2432000,1459200,,309.520202637,262.914520264,273.119110107,2836175.0016527544,10.204589843000008,266.7277794663265,2.034532646610204e+35,679.598744295653
-2310400,1459200,,322.630981445,264.297729492,272.267028809,2732620.1345960987,7.969299317000036,265.2437407824898,272.7601418008775,626.559093865204
-2188800,1459200,,326.971679688,263.319976807,271.864105225,2630610.2105785264,8.544128418000014,263.82064507936735,272.45880251516326,560.8860056357755
-2067200,1459200,,283.745544434,263.044708252,271.917694092,2530332.0888768733,8.872985839999956,262.4903196997347,272.2347661232245,465.40856746785704
-1945600,1459200,,252.66104126,262.725067139,271.932861328,2432000.0,9.207794189000026,261.8128269741224,272.0573250906531,359.28555515846944
-1824000,1459200,,228.669677734,262.22253418,271.953186035,2335859.721815503,9.730651854999962,261.4595125160204,271.9672471649388,317.0328157386531
-1702400,1459200,,215.130859375,261.411071777,271.969238281,2242193.21201363,10.558166503999985,261.06863029638777,271.9439952616531,290.307548990102
-1580800,1459200,,206.052764893,260.638305664,271.980316162,2151323.6111752223,11.342010498000036,260.6606837681837,271.9495432328163,264.93673114395915
-1459200,1459200,,193.050445557,259.989593506,271.975219727,2063620.4302148202,11.985626221000018,260.26941914463265,271.9534177196531,242.6019894347347
-1337600,1459200,,173.532043457,259.452301025,271.974304199,1979504.5844857243,12.52200317400002,259.9415270747143,271.95294438577554,228.74592247791838
-1216000,1459200,,178.878326416,259.161621094,271.9715271,1899452.7211804984,12.809906006000006,259.68615847216324,271.94680599293883,222.338580696
-1094400,1459200,,199.218688965,259.228729248,271.97277832,1824000.0,12.744049071999996,259.2171070332245,271.94881081095923,222.5070003587755
-972800,1459200,,216.632019043,259.236846924,271.975616455,1753740.1403856843,12.738769531000003,257.5970966572449,271.9491477499592,217.52626053170002
-851200,1459200,,215.029922485,259.421203613,271.917144775,1689321.1891170961,12.495941162000008,255.59297335879592,271.95509120397963,209.7798922791796
-729600,1459200,,302.505218506,259.429321289,272.013031006,1631435.1963838465,12.583709717000033,253.1939691037551,271.97773649255106,198.14968225905514
-608000,1459200,409.898345947,367.658843994,248.726318359,271.787780762,1580800.0,23.061462403000007,249.96540707957146,272.0160030442857,179.65233316226733
-486400,1459200,21.4544677734,375.548309326,247.89781189,271.738189697,1538131.8539058997,23.84037780699998,246.0702558244694,272.07690616532653,155.88318914296326
-364800,1459200,11.0037994385,125.710464478,240.171569824,272.080169678,1504108.9322253226,31.908599854000016,241.87069079336734,272.15198189873473,130.07681819370407
-243200,1459200,8.82947540283,39.1991233826,233.462234497,272.172180176,1479327.847368527,38.709945678999986,237.7367021209796,272.2411779287347,100.42824896986531
-121600,1459200,15.2131309509,41.970615387,230.337463379,272.402038574,1464257.9007811432,42.064575195,234.5419155820816,272.35459806483675,78.79268058465918
0,1459200,18.3870429993,39.2539749146,228.400222778,272.465698242,1459200.0,44.065475463999974,231.59853472018366,272.4774992028572,62.0391040724245
121600,1459200,10.5324602127,37.0308990479,226.939575195,272.601531982,1464257.9007811432,45.66195678699998,229.04131239277555,272.5977397062857,51.428982715208164
243200,1459200,7.57717657089,34.5406417847,225.280975342,272.714904785,1479327.847368527,47.43392944299998,227.41003324540813,272.7165726642653,47.8158059022653
364800,1459200,4.62257051468,34.5479125977,223.300323486,272.827423096,1504108.9322253226,49.52709961000002,226.64612937457142,272.82563750599996,44.646504849789174
486400,1459200,2.18599009514,31.031211853,222.184661865,272.920257568,1538131.8539058997,50.735595703,226.52721109195917,272.92788571728573,47.08032755945551
608000,1459200,0.337153941393,31.2565898895,222.172332764,272.994750977,1580800.0,50.82241821300002,227.07980689226534,273.0020870286939,49.77049582340449
729600,1459200,4.17024087906,47.6911849976,223.669448853,273.040802002,1631435.1963838465,49.371353149000015,228.0861318160204,273.0232027015306,53.50165265915755
851200,1459200,24.6781349182,87.631072998,227.536865234,273.044250488,1689321.1891170961,45.507385253999985,229.5051761549388,273.001167764449,62.32951370546367
972800,1459200,30.6848144531,95.1656036377,230.240325928,272.990386963,1753740.1403856843,42.75006103499999,231.3491512999592,272.94595648316334,92.94278810459019
1094400,1459200,7.21349287033,84.4104309082,231.564956665,272.898040771,1824000.0,41.333084106,233.3961897869796,272.89750827085714,108.8319335859147
1216000,1459200,36.4150505066,109.054931641,233.134216309,272.807342529,1899452.7211804984,39.67312621999997,235.23941226883676,272.87685596693876,127.91577981437447
1337600,1459200,41.7189750671,148.012893677,235.229827881,272.7734375,1979504.5844857243,37.543609618999994,237.1069012077551,272.8683073082653,162.12298708542858
1459200,1459200,33.9114265442,140.136398315,235.818069458,272.837341309,2063620.4302148202,37.01927185100001,238.9954693852857,272.86765024608167,206.20087775402453
1580800,1459200,4.47627544403,135.257781982,235.777709961,272.992095947,2151323.6111752223,37.214385985999996,241.23600239661224,272.9359280332653,255.97441747232858
1702400,1459200,35.1449394226,220.001068115,239.072113037,273.165863037,2242193.21201363,34.09375,243.77089364193878,273.0530538753469,315.76914074955306
1824000,1459200,3.10434031487,204.38394165,241.109191895,273.449707031,2335859.721815503,32.34051513599999,247.35784133602039,273.1401211485306,382.6527010857877
1945600,1459200,2.63727116585,259.643890381,243.809768677,273.976867676,2432000.0,30.16709899899999,251.0755661945102,273.18418105767347,479.32948599049996
2067200,1459200,16.8322677612,708.245910645,246.474273682,274.844665527,2530332.0888768733,28.37039184500003,254.98520426848978,273.2308480399183,576.5652671346367
2188800,1459200,,1043.7890625,262.250610352,273.793060303,2630610.2105785264,11.54244995099998,258.72307010575514,273.308553267449,657.840888042808
2310400,1459200,,973.661560059,265.965484619,272.970367432,2732620.1345960987,7.004882812999995,262.1631301568367,273.43178698479596,734.8814876322857
2432000,1459200,,908.234558105,267.71963501,273.310577393,2836175.0016527544,5.590942383000026,265.251734519449,2.034532646610204e+35,810.9056306177754
2553600,1459200,,900.799560547,269.009796143,273.675842285,2941111.6265793107,4.666046141999971,267.9791729985102,6.103597939830613e+35,875.9103898028775
2675200,1459200,,912.313293457,270.175109863,274.005645752,3047287.265749654,3.830535889000032,269.338695292551,1.4241728526271433e+36,909.0318130183059
2796800,1459200,,940.017822266,271.339233398,274.34475708,3154576.8147249166,3.005523682000046,269.92060634066667,1.661534994731667e+36,919.9440656390476
2918400,1459200,,977.259033203,272.314819336,274.638397217,3262870.392767693,2.3235778809999488,270.47740391319996,1.993841993678e+36,933.2963762556858
3040000,1459200,,994.578430176,272.65020752,9.969209968390001e+36,3372071.26852325,9.969209968390001e+36,271.0112947736071,2.4923024920975006e+36,946.3034384592144
-3040000,1337600,,722.792297363,273.24597168,274.401397705,3321260.8690074314,1.155426024999997,272.6195962088214,1.424172852627143e+36,756.4487326484643
-2918400,1337600,,719.131408691,272.900238037,274.373718262,3210332.1198904016,1.473480225000003,272.1644295828285,1.1393382821017144e+36,804.1720929829715
-2796800,1337600,,732.20489502,272.40435791,274.236022949,3100203.8642644132,1.831665039000029,271.015062604619,9.494485684180953e+35,854.8209344777619
-2675200,1337600,,815.153625488,271.542816162,273.977355957,2990964.5267037186,2.434539794999978,269.68545968189795,8.138130586440817e+35,839.2724989291634
-2553600,1337600,,1321.48339844,270.442626953,273.602813721,2882715.1645627427,3.160186768000017,267.886603842,2.034532646610204e+35,805.1626493496733
-2432000,1337600,1.70881605148,1096.28808594,260.011535645,273.219238281,2775571.609596841,13.207702636000022,266.04197973136735,273.12979873344904,757.1955367111835
-2310400,1337600,,341.163726807,260.450744629,272.281158447,2669667.005452178,11.830413818000011,264.29461047116325,272.7558462960204,702.8035490079388
-2188800,1337600,,350.086669922,262.866241455,271.806060791,2565154.8101430447,8.939819335999971,262.645501584449,272.4414504693265,635.5719778882653
-2067200,1337600,,323.501434326,261.788024902,271.609344482,2462212.338528097,9.821319579999965,261.18904207195914,272.19941431157145,533.4166876346939
-1945600,1337600,,299.973693848,261.24911499,271.782226562,2361044.921216028,10.533111571999996,260.4179762237347,271.99963067495923,409.95956950283676
-1824000,1337600,,268.319244385,260.847442627,271.810974121,2261890.748908974,10.963531493999994,260.0994144362449,271.8848440986939,334.6581641995102
-1702400,1337600,,241.335128784,260.24206543,271.85369873,2165026.4478754066,11.611633299999994,259.84480721612243,271.84432173740817,292.0208615673469
-1580800,1337600,,223.748397827,259.700256348,271.877563477,2070773.3820966503,12.177307129000042,259.6527323820613,271.8445384745306,262.4543478830204
-1459200,1337600,,201.123794556,259.272888184,271.867950439,1979504.5844857243,12.595062255000016,259.46279222140817,271.84727073202043,238.78775740646938
-1337600,1337600,,178.189697266,258.870147705,271.854919434,1891652.061030252,12.984771728999988,259.33044433595916,271.84825788224487,224.0950859225918
-1216000,1337600,,168.863021851,258.67388916,271.864227295,1807713.9596739302,13.19033813499999,259.0242153868367,271.8407393475102,218.05414067487754
-1094400,1337600,,184.436096191,258.851165771,271.773468018,1728260.7210719106,12.922302247000005,258.30589232151016,271.8479315310204,217.32960416836733
-972800,1337600,,212.040863037,258.699493408,271.786193848,1653938.81386223,13.086700439999959,256.4110141676123,271.8542250030408,208.76240072447348
-851200,1337600,,240.213607788,258.727233887,271.785003662,1585470.0249452842,13.057769774999997,254.35519782867345,271.86290382857146,196.74092148762043
-729600,1337600,,280.82723999,258.59375,271.852203369,1523643.632874827,13.258453368999994,251.82189630002043,271.88931897224495,182.70841551801226
-608000,1337600,12.2892551422,169.123321533,245.686630249,271.828430176,1469298.3903891,26.141799926999994,248.52455450561226,271.92682383014284,163.70023416014692
-486400,1337600,11.3228168488,37.868309021,240.113388062,271.793426514,1423291.5091435064,31.680038451999962,244.58033191910204,271.9900182607755,137.94018126509593
-364800,1337600,2.20849776268,36.1443710327,236.735580444,272.037231445,1386453.3169205517,35.30165100099998,240.47017031293876,272.0685667700204,109.91918688405717
-243200,1337600,24.0030250549,40.5883255005,233.928375244,272.142974854,1359529.3303198721,38.21459960999999,236.58509328408167,272.1554565430408,81.30043014216122
-121600,1337600,22.7950801849,41.1023864746,231.313278198,272.199737549,1343115.899689971,40.88645935100001,233.6758538070408,272.2627793915714,63.66730327997551
0,1337600,18.446975708,34.1977653503,228.916442871,272.268585205,1337600.0,43.352142334000035,230.7102150429592,272.38013629528575,51.45634390385102
121600,1337600,19.2332935333,32.4252738953,227.346710205,272.493011475,1343115.899689971,45.14630127000001,228.1193710637755,272.491259516551,42.146917459916324
243200,1337600,13.50020504,31.7869491577,225.606567383,272.599304199,1359529.3303198721,46.99273681600002,226.24285546124494,272.60242944836733,37.832796291424486
364800,1337600,7.43407869339,29.0215988159,223.224563599,272.70022583,1386453.3169205517,49.47566223100003,225.04433051906125,272.69810828383675,37.7931112951102
486400,1337600,4.62661981583,28.5764198303,221.59413147,272.781433105,1423291.5091435064,51.18730163500001,224.3617155114286,272.78603503167346,42.813718211871425
608000,1337600,2.25585508347,28.2984924316,220.340637207,272.845245361,1469298.3903891,52.50460815400004,224.28037557800002,272.8489697514693,46.4453954112449
729600,1337600,1.42872834206,33.3187408447,220.275741577,272.885864258,1523643.632874827,52.610122681000036,224.70004552724492,272.8784958197347,49.34872027802857
851200,1337600,9.40176486969,46.5852546692,222.746841431,272.897644043,1585470.0249452842,50.15080261200001,225.66787159197955,272.8782753457551,55.421185045806126
972800,1337600,10.266084671,57.3425254822,224.86289978,272.877563477,1653938.81386223,48.01466369700003,227.1725314393469,272.8567635672041,72.33546303728367
1094400,1337600,5.48242139816,59.7030220032,226.035415649,272.838317871,1728260.7210719106,46.80290222200003,228.92113199038775,272.83012857238776,81.9176798839653
1216000,1337600,17.9666423798,66.1822967529,227.982849121,272.802276611,1807713.9596739302,44.81942749000004,230.63647429795918,272.821883221,93.06862729905714
1337600,1337600,27.2871303558,81.3004455566,229.996490479,272.797393799,1891652.061030252,42.80090332000003,232.5440704968163,272.82618059426534,113.6717923611796
1459200,1337600,13.1564559937,89.0690841675,231.229660034,272.843109131,1979504.5844857243,41.613449097,234.52928379602042,272.8415757781837,142.42236098461225
1580800,1337600,6.06722640991,93.3180847168,232.405380249,272.94619751,2070773.3820966503,40.540817261,236.81248505263264,272.90552692014285,178.12232348380613
1702400,1337600,17.7956848145,117.372085571,233.934814453,273.088317871,2165026.4478754066,39.153503418000014,239.4271187295918,273.0037586445102,224.71975746933265
1824000,1337600,1.02848362923,109.852958679,235.361999512,273.287963867,2261890.748908974,37.92596435499996,243.19075105626533,273.0622465172041,290.2668268631122
1945600,1337600,19.156463623,191.491897583,239.694351196,273.531219482,2361044.921216028,33.83686828599997,247.47358734753058,273.09107566363264,382.81221288562455
2067200,1337600,2.8706240654,267.853057861,247.681793213,273.661224365,2462212.338528097,25.979431152000018,251.93423929018368,273.12606064155096,479.861292780653
2188800,1337600,,613.708740234,261.703033447,273.026245117,2565154.8101430447,11.323211669999978,256.18304848185716,273.1933618662041,568.8030745837265
2310400,1337600,,741.665710449,264.263000488,272.844116211,2669667.005452178,8.581115723000039,260.14837023675506,273.3032052176327,656.5402522184897
2432000,1337600,,818.009033203,266.03302002,273.147186279,2775571.609596841,7.114166259000001,263.75172050626526,273.43546964687755,744.715302448
2553600,1337600,,854.92565918,267.576904297,273.501556396,2882715.1645627427,5.9246520990000135,266.90735953191836,2.034532646610204e+35,823.9408743722652
2675200,1337600,,872.76940918,268.919708252,273.859680176,2990964.5267037186,4.939971923999963,268.59195070848983,8.138130586440817e+35,872.624081358755
2796800,1337600,,899.998046875,270.378295898,274.231628418,3100203.8642644132,3.8533325200000377,269.2030378069048,9.494485684180953e+35,892.223439534619
2918400,1337600,,941.329345703,271.586608887,274.532928467,3210332.1198904016,2.9463195799999653,269.7855259486572,1.1393382821017144e+36,910.6540980749143
3040000,1337600,,970.189453125,272.039764404,274.676940918,3321260.8690074314,2.637176514000032,270.34432111464287,1.424172852627143e+36,927.4416721890358
-3040000,1216000,,750.884460449,273.247009277,274.401763916,3274180.2027377784,1.1547546389999752,272.4996991838571,7.120864263135715e+35,767.5531332832858
-2918400,1216000,,754.212890625,272.798553467,274.365722656,3161600.0,1.567169189000026,272.04236537385714,5.696691410508572e+35,821.4509922575714
-2796800,1216000,,764.144958496,272.215240479,274.207427979,3049712.4848090187,1.9921875,270.93447004045237,4.7472428420904766e+35,883.6674419589522
-2675200,1216000,,889.446044922,271.363067627,273.988006592,2938596.7807782,2.6249389649999557,269.6364571707347,4.069065293220408e+35,880.9818850151428
-2553600,1216000,,1424.71704102,270.020294189,273.596191406,2828343.8546258835,3.5758972169999765,267.85786064304085,273.52096993581637,857.9129769465919
-2432000,1216000,3.25343108177,2333.78710938,261.670776367,273.651794434,2719058.6606397443,11.981018067000036,265.8929779675511,273.14127396561224,820.5694449293266
-2310400,1216000,0.385429859161,446.354614258,257.367675781,272.660217285,2610862.723315801,15.292541503999985,263.9663749227551,272.7693624690612,767.9149742909999
-2188800,1216000,831.910949707,388.773590088,258.279815674,271.835693359,2503897.2502880385,13.555877684999984,262.11176969565304,272.4432248484898,704.5871868527549
-2067200,1216000,,451.380859375,261.375305176,271.42767334,2398326.883475228,10.052368164000029,260.3709866270816,272.1840147679387,597.7416805347142
-1945600,1216000,,421.828826904,260.274597168,271.565338135,2294344.211316166,11.290740966999977,259.3231577970408,271.9593885771224,458.99726696406117
-1824000,1216000,,356.383483887,259.680114746,271.649017334,2192175.1754821055,11.968902587999992,258.89696113430614,271.81940257783674,366.9815522797755
-1702400,1216000,,290.524627686,259.244171143,271.737518311,2092085.5049447669,12.493347167999957,258.4246549022245,271.7610280561633,311.3764326135102
-1580800,1216000,,246.261810303,258.76083374,271.755249023,1994388.2871697778,12.994415282999967,258.1023786895102,271.750111482551,269.170504044551
-1459200,1216000,,217.123977661,258.576324463,271.649780273,1899452.7211804984,13.073455809999984,257.82615038812247,271.74337893116325,241.82332175118364
-1337600,1216000,,196.077941895,258.34072876,271.68170166,1807713.9596739302,13.340972899999997,257.65482781857145,271.73746225785715,219.07868225720412
-1216000,1216000,,179.813812256,258.287414551,271.685913086,1719683.6918456836,13.398498535000044,257.35007616934695,271.7317336725102,211.83705341575507
-1094400,1216000,,178.637298584,258.863647461,271.722900391,1635960.6841241631,12.859252929999968,256.5158563730204,271.7419240523673,211.73720566108165
-972800,1216000,,202.105041504,258.765350342,271.69442749,1557239.8145436689,12.929077148000033,254.50084857548984,271.7586190360612,201.13564502948978
-851200,1216000,,237.509506226,258.742523193,271.669799805,1484317.1628732183,12.927276612000014,252.48648164712245,271.7718537000408,188.47911180766124
-729600,1216000,12.3098716736,276.051025391,253.777175903,271.756195068,1418087.5008263772,17.97901916500001,250.02612989775508,271.80744155575513,171.76655485190818
-608000,1216000,21.5369472504,39.6603164673,242.775131226,271.810180664,1359529.3303198721,29.03504943799996,246.87098631565306,271.85211679889795,150.81857541142654
-486400,1216000,24.5683078766,61.1423606873,241.067718506,271.780395508,1309672.0810951113,30.71267700200002,243.16074293483675,271.92294124685714,126.79235037980204
-364800,1216000,24.2152175903,45.1974983215,238.129043579,271.969482422,1269541.2714835228,33.84043884299999,239.34314431944898,272.0002709213877,98.09562690891022
-243200,1216000,1.50493586063,54.7540893555,235.56854248,272.074310303,1240081.5457057653,36.50576782300001,235.76428658618366,272.08056952032655,71.08298733770816
-121600,1216000,8.01551055908,35.5355072021,231.962402344,272.185943604,1222064.8755283002,40.22354125999999,233.02806869814282,272.1804641412245,54.80345796080816
0,1216000,19.8313350677,31.1680755615,229.173843384,272.201324463,1216000.0,43.02748107899998,230.2194930095306,272.2920208366735,43.244905043634695
121600,1216000,19.4443759918,32.3355407715,227.332763672,272.280090332,1222064.8755283002,44.94732665999999,227.7106799689388,272.3943232322449,36.55082165465102
243200,1216000,13.9658613205,33.1626396179,225.476715088,272.494262695,1240081.5457057653,47.01754760699998,225.71873411836737,272.4958377760204,34.04843034549388
364800,1216000,7.45317935944,26.6083068848,223.223358154,272.585723877,1269541.2714835228,49.36236572300001,224.18882408918364,272.58105655589793,33.37319899578163
486400,1216000,4.47317075729,24.5986289978,221.570068359,272.658996582,1309672.0810951113,51.08892822299998,223.05964318102042,272.6602446886531,35.768100894214285
608000,1216000,2.76815032959,27.7255592346,219.723205566,272.717498779,1359529.3303198721,52.99429321299999,222.4848128338367,272.72176874900003,38.55178945889388
729600,1216000,0.724129080772,23.4197826385,219.076202393,272.758300781,1418087.5008263772,53.682098388000014,222.41110821157147,272.756471595,41.213431650259174
851200,1216000,2.12604141235,31.7371177673,218.680053711,272.779510498,1484317.1628732183,54.09945678699998,222.94040010410208,272.7726664640204,47.007946715053066
972800,1216000,2.85396909714,36.3662872314,220.512527466,272.782073975,1557239.8145436689,52.26954650900001,224.15257014061223,272.7741886060816,55.956726930575506
1094400,1216000,3.13029718399,42.0149650574,221.517501831,272.77243042,1635960.6841241631,51.254928588999974,225.7992578623061,272.7701166892449,64.93150006506939
1216000,1216000,7.40820503235,47.8086051941,223.85949707,272.763000488,1719683.6918456836,48.903503417999985,227.67155985928574,272.7714719188163,74.20042240373469
1337600,1216000,6.50140380859,50.6874847412,225.861236572,272.767059326,1807713.9596739302,46.905822753999985,229.78879500404082,272.7772758639592,86.9521459462408
1459200,1216000,2.19780945778,54.4818687439,226.977264404,272.794250488,1899452.7211804984,45.81698608399998,231.978149725449,272.7970319475102,102.14148591485713
1580800,1216000,1.56997990608,61.646484375,227.873931885,272.851165771,1994388.2871697778,44.97723388600002,234.38233387228573,272.84655201185717,124.53075704765716
1702400,1216000,3.04127979279,68.4927520752,229.67640686,272.929138184,2092085.5049447669,43.252731324000024,237.04250195563264,272.9247828891837,164.36257739941632
1824000,1216000,3.78884601593,75.4954376221,232.403366089,273.02255249,2192175.1754821055,40.61918640100001,240.83202377630613,272.9607438067551,227.34924145132447
1945600,1216000,6.68094348907,118.682617188,236.385986328,273.08996582,2294344.211316166,36.703979491999974,245.33087625310202,272.97397473391834,308.0082740004898
2067200,1216000,0.0472875833511,243.627929688,243.618637085,273.040863037,2398326.883475228,29.42222595200002,249.88274710518368,272.99745209365307,399.774428075651
2188800,1216000,,295.58883667,259.981048584,272.900115967,2503897.2502880385,12.91906738299997,254.26936558318363,273.0626015176531,493.11407003597145
2310400,1216000,,578.656799316,262.809753418,272.682525635,2610862.723315801,9.872772216999977,258.49980007871426,273.16607043208165,590.245304808347
2432000,1216000,,743.642028809,264.424102783,272.947875977,2719058.6606397443,8.523773194,262.4266977115102,273.30199946191834,687.6356889374694
2553600,1216000,,819.987304688,266.257141113,273.292358398,2828343.8546258835,7.035217284999987,265.90071323936735,273.4577593122857,770.1128029336121
2675200,1216000,,852.441894531,267.480712891,273.682922363,2938596.7807782,6.202209471999993,267.87970095261227,4.069065293220408e+35,826.8050082459183
2796800,1216000,,893.772155762,268.927368164,274.082458496,3049712.4848090187,5.155090332000043,268.53639584492856,4.7472428420904766e+35,854.5932529994045
2918400,1216000,,930.709350586,270.25302124,274.380218506,3161600.0,4.127197265999996,269.156010219,5.696691410508572e+35,876.6889508928284
3040000,1216000,,941.774536133,270.934448242,274.466094971,3274180.2027377784,3.5316467290000446,269.74656132282144,7.120864263135715e+35,896.6213662283216
-3040000,1094400,,783.29510498,273.290130615,274.458892822,3230992.318158618,1.1687622069999861,272.4296362740357,3.5604321315678575e+35,774.3035648890358
-2918400,1094400,,791.10559082,272.760528564,274.448150635,3116852.566291835,1.6876220709999643,271.96430140900003,2.848345705254286e+35,832.4444963730857
-2796800,1094400,,791.800109863,272.209533691,274.453460693,3003298.453367564,2.243927002000021,270.9058939615714,2.3736214210452383e+35,904.0541759677382
-2675200,1094400,,850.73059082,271.100372314,274.062255859,2890399.0035979464,2.961883544999978,269.65672208820405,2.034532646610204e+35,913.9152713701021
-2553600,1094400,,1084.19787598,270.31237793,273.560638428,2778234.0290191537,3.248260497999979,267.845753261,273.57289466081636,923.9921968424488
-2432000,1094400,,1849.13562012,268.318847656,273.717529297,2666896.203454495,5.398681640999996,265.751680958,273.19765114295916,891.9621507298164
-2310400,1094400,1767.85644531,1302.69396973,256.20614624,273.286651611,2556493.5986620425,17.080505371000015,263.6673474992653,272.82271466932656,843.0523756381632
-2188800,1094400,636.779052734,504.684173584,255.469207764,272.220611572,2447152.79457577,16.751403807999992,261.6897987832449,272.485644904898,782.3982220089184
-2067200,1094400,,502.745666504,254.554260254,271.62512207,2339022.7018992356,17.07086181599996,259.8184683663469,272.20938608589796,688.3083393331224
-1945600,1094400,,567.684326172,258.733764648,271.501312256,2232279.265683396,12.76754760800003,258.4288479551837,271.9612283511225,539.3813512373061
-1824000,1094400,,456.0362854,259.222290039,271.506958008,2127131.2512395657,12.284667969000054,257.6968265455714,271.79322908353066,431.4822470217347
-1702400,1094400,,359.702026367,258.886932373,271.524932861,2023827.3444145378,12.638000488000046,256.98500310157146,271.7083260671633,340.9704183462245
-1580800,1094400,,283.15222168,258.402832031,271.553741455,1922664.8173823745,13.15090942400002,256.50863896585713,271.6792664819592,291.9067306518775
-1459200,1094400,,238.326065063,258.210723877,271.561889648,1824000.0,13.351165770999955,256.0814831792245,271.6597520477959,259.2365387896939
-1337600,1094400,,215.721954346,257.911193848,271.619018555,1728260.7210719106,13.707824707000043,255.71494059661225,271.646689901551,231.80107941916324
-1216000,1094400,,194.443664551,257.883056641,271.629638672,1635960.6841241631,13.746582031000003,255.25373840328572,271.63566433659184,206.37804101442856
-1094400,1094400,,188.621795654,258.580200195,271.678894043,1547715.3226611153,13.098693848000039,254.3636617854694,271.646032839449,203.9891014877959
-972800,1094400,,209.282531738,258.913604736,271.609954834,1464257.9007811432,12.696350097999982,252.52604613008162,271.6621236996531,191.46955170925511
-851200,1094400,,243.046096802,257.843231201,271.572875977,1386453.3169205517,13.729644776000043,250.595366497449,271.6822696608572,178.88791142677348
-729600,1094400,11.6111221313,170.341110229,247.991989136,271.742095947,1315305.1052892632,23.750106810999995,248.24855975714286,271.72508893697955,161.88395535216736
-608000,1094400,70.7080230713,86.631439209,243.970535278,271.760864258,1251948.6251440193,27.790328980000027,245.37886389906123,271.7764307139184,142.31062511523675
-486400,1094400,1.55044865608,29.8645133972,241.83531189,271.861297607,1197621.1086984063,30.02598571699997,242.01395338408167,271.8521927814694,119.92941938131224
-364800,1094400,23.3875427246,68.0991973877,241.094711304,271.765258789,1153598.8904294248,30.670547484999986,238.48163122059185,271.93566209446936,92.57207605791021
-243200,1094400,15.7698688507,65.8178100586,236.833007812,271.851165771,1121096.606006815,35.01815795900001,235.20826939173466,272.0143793846122,68.13429704005306
-121600,1094400,22.4273700714,37.9149131775,232.290496826,272.128417969,1101134.8327975099,39.83792114299999,232.52598073530612,272.11061501016326,53.97391879803469
0,1094400,16.5683612823,33.7587394714,229.591110229,272.128540039,1094400.0,42.53742980999996,229.93799575489797,272.21410821410205,42.937686297373475
121600,1094400,14.251502037,30.2386283875,227.773330688,272.326202393,1101134.8327975099,44.55287170500003,227.59759801744897,272.30807432836735,36.880605191604076
243200,1094400,11.4961118698,28.323759079,225.450576782,272.406707764,1121096.606006815,46.95613098199996,225.4960943727959,272.4008184938776,32.864240257106125
364800,1094400,9.16299247742,26.7204036713,223.257247925,272.489135742,1153598.8904294248,49.23188781699997,223.71668383538778,272.47778880834693,30.601701502895914
486400,1094400,5.85191011429,25.1629180908,221.338500977,272.557250977,1197621.1086984063,51.21875000000003,222.24067283167346,272.5500488280612,30.324215363481628
608000,1094400,3.93181586266,24.3640518188,219.685958862,272.613647461,1251948.6251440193,52.92768859900002,221.3259348966939,272.6115703971837,31.594082579318375
729600,1094400,2.39669537544,23.8917198181,218.068481445,272.656585693,1315305.1052892632,54.58810424800001,220.9345628388163,272.65531392,33.5893191902
851200,1094400,0.373446375132,20.1286659241,217.434494019,272.685455322,1386453.3169205517,55.250961303,221.15762640504082,272.6831197932857,37.48442976815714
972800,1094400,1.04657196999,25.4324378967,217.689956665,272.702209473,1464257.9007811432,55.01225280799997,222.1600425876122,272.69752782702045,44.08337125973877
1094400,1094400,2.70920205116,31.8947105408,219.459106445,272.708343506,1547715.3226611153,53.249237061,223.82860518475513,272.7073962153265,52.12103318195307
1216000,1094400,3.18603253365,37.379989624,221.873596191,272.710113525,1635960.6841241631,50.83651733400001,225.9339926583469,272.72130724846943,60.14876743238367
1337600,1094400,2.79992318153,43.9931869507,224.991271973,272.712554932,1728260.7210719106,47.72128295899998,228.39300443685715,272.7312366719184,69.25622947847143
1459200,1094400,12.1522750854,56.9151115417,226.743804932,272.719940186,1824000.0,45.976135253999985,230.9084709323061,272.7446382483265,78.98700188614693
1580800,1094400,9.84655857086,66.2816085815,227.804122925,272.734283447,1922664.8173823745,44.930160521999994,233.50149847536738,272.7693269690204,94.41688163911022
1702400,1094400,9.20600700378,77.5279312134,230.215148926,272.749450684,2023827.3444145378,42.534301758,236.3145132259592,272.8076576699796,130.70454601366328
1824000,1094400,6.42200231552,95.1265182495,232.056289673,272.76083374,2127131.2512395657,40.704544067,240.0129512864694,272.8264988490204,188.32990078049795
1945600,1094400,12.269452095,108.378715515,236.403121948,272.746795654,2232279.265683396,36.343673705999976,244.49919906928574,272.8285628337959,258.95475426497757
2067200,1094400,16.3239421844,149.741989136,241.939453125,272.669952393,2339022.7018992356,30.730499268000017,248.9473870725102,272.8421612175306,344.2878313648245
2188800,1094400,10.8498716354,202.133544922,252.135055542,272.765197754,2447152.79457577,20.63014221199998,253.25754531551019,272.90154717893876,436.2616475942061
2310400,1094400,,447.066711426,262.292175293,272.510864258,2556493.5986620425,10.218688965000013,257.47726564991837,273.00646536691835,534.0746199938776
